,name,layer_affected,kernel_index,layer_affected_index,position_disrupted,min_var,max_var,original_weight_value,quantized_value,bit_disrupted,flipped_quantized_value,flipped_weight_value,q_aware_accuracy,tflite_accuracy,q_aware_acc_degradation,tflite_acc_degradation,q_aware_loss,tflite_loss,original_laplacian,modified_laplacian,original_int_laplacian,modified_int_laplacian,abs_laplacian_diff,abs_int_laplacian_diff
0,model-original,,,,,,,,,,,,0.911499977,0.9117,,,0.28909108,0.3396423,,,,,,
1,model_0_0,conv2d/kernel,0,2,"(4, 0, 0, 28)",-0.337554872,0.337554872,0.032380916,12,1,14,0.037210773,0.911199987,0.9115,-0.00029999,-0.0002,0.289421886,0.34078217,0.128726974,0.119067252,49,45,0.009659722,4
2,model_0_1,conv2d/kernel,0,2,"(1, 1, 0, 4)",-0.27436161,0.27436161,0.049955413,23,0,22,0.047527208,0.911599994,0.9116,0.000100017,-1.00E-04,0.288847536,0.33948663,-0.475414038,-0.465701222,-220,-216,0.009712815,4
3,model_0_2,conv2d/kernel,0,2,"(0, 0, 0, 0)",-0.418046981,0.418046981,-0.111900583,-34,5,-2,-0.006583417,0.912599981,0.9121,0.001100004,0.0004,0.290246665,0.34019157,0.022316739,-0.188317597,7,-57,0.210634336,64
4,model_0_3,conv2d/kernel,0,2,"(2, 4, 0, 17)",-0.354993403,0.354993403,-0.153297976,-55,7,73,0.204051326,0.910700023,0.911,-0.000799954,-0.0007,0.293111593,0.341998,0.285490543,-0.786557376,103,-281,1.072047949,384
5,model_0_4,conv2d/kernel,0,2,"(2, 3, 0, 27)",-0.258021235,0.258021235,-0.061502602,-30,1,-32,-0.065013225,0.912100017,0.9124,0.00060004,0.0007,0.289248824,0.33968398,0.503466368,0.517508864,247,255,0.014042497,8
6,model_0_5,conv2d/kernel,0,2,"(4, 0, 0, 9)",-0.290123671,0.290123671,-0.290339261,-127,2,-123,-0.280985918,0.91170001,0.9117,0.000200033,0,0.288714528,0.34016645,0.569507241,0.550800681,250,242,0.01870656,8
7,model_0_6,conv2d/kernel,0,2,"(0, 0, 0, 5)",-0.220885202,0.220885202,-0.079182148,-46,6,-110,-0.191317892,0.91140002,0.911,-1.00E-04,-0.0007,0.289406359,0.340432,0.147370666,0.371642143,85,213,0.224271476,128
8,model_0_7,conv2d/kernel,0,2,"(1, 0, 0, 2)",-0.196166009,0.196166009,0.079388753,51,0,50,0.077230712,0.91170001,0.9119,0.000200033,0.0002,0.289242297,0.34311283,-0.132314414,-0.125840276,-85,-82,0.006474137,3
9,model_0_8,conv2d/kernel,0,2,"(2, 2, 0, 16)",-0.330264807,0.330264807,0.173886642,67,7,-61,-0.158631128,0.912800014,0.9129,0.001300037,0.0012,0.280567199,0.32700846,-0.62456882,0.705502272,-241,271,1.330071092,512
10,model_0_9,conv2d/kernel,0,2,"(0, 2, 0, 2)",-0.196166009,0.196166009,-0.025397485,-16,3,-8,-0.012356914,0.912,0.9121,0.000500023,0.0004,0.289084911,0.34151688,0.229043514,0.189921796,147,123,0.039121717,24
11,model_0_10,conv2d/kernel,0,2,"(1, 2, 0, 21)",-0.256146193,0.256146193,-0.081208162,-40,2,-36,-0.07260837,0.912100017,0.9121,0.00060004,0.0004,0.289057076,0.3404979,0.249391153,0.214991972,121,105,0.034399182,16
12,model_0_11,conv2d/kernel,0,2,"(4, 0, 0, 31)",-0.314860284,0.314860284,0.100442432,41,4,57,0.141315246,0.912800014,0.9125,0.001300037,0.0008,0.290060192,0.3439329,-0.129345626,-0.21109125,-53,-85,0.081745625,32
13,model_0_12,conv2d/kernel,0,2,"(2, 3, 0, 13)",-0.302569419,0.302569419,-0.1256174,-53,5,-21,-0.050031164,0.911300004,0.9117,-0.000199974,0,0.28961134,0.34596714,0.902887464,0.600542486,379,251,0.302344978,128
14,model_0_13,conv2d/kernel,0,2,"(3, 2, 0, 15)",-0.315448165,0.315448165,-0.011270576,-5,5,-37,-0.091902221,0.911300004,0.9113,-0.000199974,-0.0004,0.289602697,0.3420853,0.115702257,0.438228846,48,176,0.322526574,128
15,model_0_14,conv2d/kernel,0,2,"(3, 4, 0, 17)",-0.354993403,0.354993403,0.047409873,17,5,49,0.136965959,0.91140002,0.911,-1.00E-04,-0.0007,0.28896606,0.3371458,-0.321699083,-0.590367317,-115,-211,0.268668234,96
16,model_0_15,conv2d/kernel,0,2,"(1, 4, 0, 9)",-0.290123671,0.290123671,-0.105899207,-46,7,82,0.187323945,0.908399999,0.9088,-0.003099978,-0.0029,0.298714012,0.34891748,0.314054221,-0.565615177,136,-248,0.879669428,384
17,model_0_16,conv2d/kernel,0,2,"(1, 0, 0, 0)",-0.418046981,0.418046981,-0.231173754,-70,2,-66,-0.217252762,0.912199974,0.9119,0.000699997,0.0002,0.289495736,0.33994517,0.621990383,0.580227375,189,177,0.041763008,12
18,model_0_17,conv2d/kernel,0,2,"(4, 2, 0, 11)",-0.262992531,0.262992531,0.160958454,78,1,76,0.157381357,0.911899984,0.912,0.000400007,0.0003,0.289388627,0.33998954,-0.47707355,-0.466342211,-231,-225,0.010731339,6
19,model_0_18,conv2d/kernel,0,2,"(2, 1, 0, 30)",-0.347597718,0.347597718,0.114607237,42,7,-86,-0.235381132,0.91170001,0.9118,0.000200033,0.0001,0.290618718,0.3435818,-0.604987502,0.794965982,-222,290,1.399953485,512
20,model_0_19,conv2d/kernel,0,2,"(0, 2, 0, 30)",-0.347597718,0.347597718,0.22896339,84,4,68,0.186115314,0.912100017,0.9124,0.00060004,0.0007,0.289291829,0.34392372,-0.348611563,-0.220067322,-128,-80,0.128544241,48
21,model_0_20,conv2d/kernel,0,2,"(0, 0, 0, 31)",-0.314860284,0.314860284,-0.100345358,-40,3,-48,-0.119002312,0.912100017,0.912,0.00060004,0.0003,0.288982093,0.34224278,0.041564867,0.078878775,16,32,0.037313908,16
22,model_0_21,conv2d/kernel,0,2,"(1, 0, 0, 10)",-1.858117223,1.858117223,-1.235888839,-84,4,-68,-0.994897411,0.912,0.9121,0.000500023,0.0004,0.28916344,0.34162006,1.541481376,0.818507016,104,56,0.72297436,48
23,model_0_22,conv2d/kernel,0,2,"(4, 4, 0, 3)",-0.28093943,0.28093943,-0.114189707,-52,1,-50,-0.110606075,0.911800027,0.9117,0.00030005,0,0.289430261,0.3397564,0.186665267,0.179498002,85,81,0.007167265,4
24,model_0_23,conv2d/kernel,0,2,"(0, 0, 0, 17)",-0.354993403,0.354993403,0.11131642,40,2,44,0.12298984,0.912400007,0.9124,0.00090003,0.0007,0.289076179,0.33838397,-0.112568028,-0.135914862,-40,-48,0.023346834,8
25,model_0_24,conv2d/kernel,0,2,"(1, 4, 0, 11)",-0.262992531,0.262992531,0.013808485,7,1,5,0.010354037,0.911599994,0.9118,0.000100017,0.0001,0.289271265,0.33977735,0.029981859,0.040345207,13,19,0.010363348,6
26,model_0_25,conv2d/kernel,0,2,"(4, 3, 0, 26)",-0.130111679,0.130111679,-0.019482583,-19,7,109,0.111670654,0.91079998,0.9112,-0.000699997,-0.0005,0.288744569,0.3372386,-0.049277119,-0.442736804,-48,-432,0.393459678,384
27,model_0_26,conv2d/kernel,0,2,"(2, 4, 0, 14)",-1.873036027,1.873036027,-0.008163001,-1,6,-65,-0.958640486,0.913800001,0.9134,0.002300024,0.0017,0.286924332,0.33831483,-0.20393005,2.647502422,-13,179,2.851432562,192
28,model_0_27,conv2d/kernel,0,2,"(2, 3, 0, 24)",-0.3867037,0.3867037,-0.084844761,-28,2,-32,-0.097437153,0.912500024,0.9125,0.001000047,0.0008,0.289005786,0.34056315,0.496346831,0.546716392,164,180,0.050369561,16
29,model_0_28,conv2d/kernel,0,2,"(0, 1, 0, 17)",-0.354993403,0.354993403,0.18884182,68,7,-60,-0.167713419,0.911899984,0.9117,0.000400007,0,0.288176268,0.3407557,-0.110011131,0.95965457,-40,344,1.06966567,384
30,model_0_29,conv2d/kernel,0,2,"(1, 1, 0, 30)",-0.347597718,0.347597718,-0.001409407,-1,7,127,0.347597718,0.91049999,0.911,-0.000999987,-0.0007,0.291331947,0.34303868,0.537855744,-0.858172715,199,-313,1.396028519,512
31,model_0_30,conv2d/kernel,0,2,"(0, 1, 0, 13)",-0.302569419,0.302569419,-0.107220858,-45,7,83,0.197742219,0.91170001,0.9117,0.000200033,0,0.291916877,0.3451108,0.352710605,-0.562178612,148,-236,0.914889216,384
32,model_0_31,conv2d/kernel,0,2,"(3, 4, 0, 0)",-0.418046981,0.418046981,-0.004739197,-1,7,127,0.418046981,0.909399986,0.9095,-0.002099991,-0.0022,0.29854247,0.35376197,0.087417632,-1.180940866,25,-359,1.268358469,384
33,model_0_32,conv2d/kernel,0,2,"(2, 2, 0, 20)",-0.263102025,0.263102025,-0.070906051,-34,0,-33,-0.068365093,0.911800027,0.9122,0.00030005,0.0005,0.289152294,0.33739984,0.376672745,0.366508901,181,177,0.010163844,4
34,model_0_33,conv2d/kernel,0,2,"(3, 1, 0, 6)",-0.326976389,0.326976389,0.059073143,23,2,19,0.048917727,0.911800027,0.912,0.00030005,0.0003,0.289242536,0.34158152,-0.004011124,0.036610544,-2,14,0.040621668,16
35,model_0_34,conv2d/kernel,0,2,"(0, 0, 0, 15)",-0.315448165,0.315448165,-0.135828152,-55,3,-63,-0.156482161,0.911899984,0.9119,0.000400007,0.0002,0.288871408,0.34449786,0.32630837,0.367616385,132,148,0.041308016,16
36,model_0_35,conv2d/kernel,0,2,"(2, 2, 0, 9)",-0.290123671,0.290123671,-0.03572851,-16,4,-32,-0.073102027,0.911499977,0.9112,0,-0.0005,0.290147692,0.34438106,0.441138893,0.590632915,195,259,0.149494022,64
37,model_0_36,conv2d/kernel,0,2,"(3, 0, 0, 19)",-0.340868175,0.340868175,0.090770297,34,4,50,0.134200069,0.910899997,0.9108,-0.00059998,-0.0009,0.28913343,0.33970135,-0.108418547,-0.23870784,-41,-89,0.130289286,48
38,model_0_37,conv2d/kernel,0,2,"(2, 2, 0, 16)",-0.330264807,0.330264807,0.173886642,67,3,75,0.195038272,0.912,0.9119,0.000500023,0.0002,0.290214211,0.34534925,-0.62456882,-0.709175348,-241,-273,0.084606528,32
39,model_0_38,conv2d/kernel,0,2,"(0, 3, 0, 5)",-0.220885202,0.220885202,-0.18478635,-106,7,22,0.038263578,0.911599994,0.9116,0.000100017,-1.00E-04,0.289982021,0.34647974,0.677315354,0.008165564,389,5,0.669149816,384
40,model_0_39,conv2d/kernel,0,2,"(2, 2, 0, 29)",-0.171829075,0.171829075,-0.006729966,-5,4,-21,-0.028412682,0.911300004,0.9114,-0.000199974,-0.0003,0.289457709,0.3408341,0.100268871,0.186999708,73,137,0.086730838,64
41,model_0_40,conv2d/kernel,0,2,"(0, 1, 0, 29)",-0.171829075,0.171829075,0.001729522,1,2,5,0.006764924,0.911300004,0.9113,-0.000199974,-0.0004,0.289202422,0.3385285,0.19154954,0.176443338,142,130,0.015106201,12
42,model_0_41,conv2d/kernel,0,2,"(2, 1, 0, 5)",-0.220885202,0.220885202,0.062966973,36,7,-92,-0.160011328,0.910899997,0.9112,-0.00059998,-0.0005,0.289772987,0.34092784,-0.256925106,0.63498807,-147,365,0.891913176,512
43,model_0_42,conv2d/kernel,0,2,"(4, 1, 0, 25)",-0.263781607,0.263781607,-0.100846067,-49,1,-51,-0.105928047,0.91170001,0.9118,0.000200033,0.0001,0.289272785,0.33956736,0.088759914,0.104005858,43,49,0.015245944,6
44,model_0_43,conv2d/kernel,0,2,"(4, 0, 0, 8)",-0.328984618,0.328984618,-0.053423554,-21,5,-53,-0.137292793,0.912400007,0.9124,0.00090003,0.0007,0.289372027,0.34144247,0.044097587,0.211836055,18,82,0.167738467,64
45,model_0_44,conv2d/kernel,0,2,"(1, 0, 0, 10)",-1.858117223,1.858117223,-1.235888839,-84,2,-88,-1.287514296,0.912100017,0.9123,0.00060004,0.0006,0.289233893,0.3395709,1.541481376,1.696357846,104,116,0.154876471,12
46,model_0_45,conv2d/kernel,0,2,"(1, 3, 0, 27)",-0.258021235,0.258021235,-0.008642815,-4,6,-68,-0.138153102,0.911599994,0.9117,0.000100017,0,0.290660262,0.34683764,0.204728693,0.722769856,101,357,0.518041134,256
47,model_0_46,conv2d/kernel,0,2,"(3, 0, 0, 13)",-0.302569419,0.302569419,0.010442872,4,5,36,0.085767709,0.910899997,0.9112,-0.00059998,-0.0005,0.289743483,0.34481674,-0.043114886,-0.269089401,-17,-113,0.225974515,96
48,model_0_47,conv2d/kernel,0,2,"(3, 2, 0, 21)",-0.256146193,0.256146193,0.130551338,65,0,64,0.129081546,0.91170001,0.912,0.000200033,0.0003,0.289206833,0.34062,-0.185039073,-0.179159909,-93,-89,0.005879164,4
49,model_0_48,conv2d/kernel,0,2,"(2, 0, 0, 5)",-0.220885202,0.220885202,0.038442653,22,2,18,0.031306564,0.911800027,0.9123,0.00030005,0.0006,0.289365798,0.3425657,0.095768273,0.11717654,55,67,0.021408267,12
50,model_0_49,conv2d/kernel,0,2,"(3, 0, 0, 4)",-0.27436161,0.27436161,-0.182024032,-84,4,-68,-0.14690228,0.911300004,0.9114,-0.000199974,-0.0003,0.288837284,0.3434669,0.152298421,0.046933167,70,22,0.105365254,48
51,model_0_50,conv2d/kernel,0,2,"(1, 2, 0, 28)",-0.337554872,0.337554872,-0.05479696,-21,3,-29,-0.077079459,0.911499977,0.9118,0,0.0001,0.288652956,0.34010142,-0.182134897,-0.093004897,-67,-35,0.089129999,32
52,model_0_51,conv2d/kernel,0,2,"(0, 3, 0, 14)",-1.873036027,1.873036027,0.055835359,4,7,-124,-1.828791081,0.908699989,0.9085,-0.002799988,-0.0032,0.297147781,0.3460667,0.065348506,5.719227791,4,388,5.653879166,384
53,model_0_52,conv2d/kernel,0,2,"(3, 4, 0, 5)",-0.220885202,0.220885202,0.120962664,70,7,-58,-0.100876707,0.91109997,0.9114,-0.000400007,-0.0003,0.289458245,0.33847675,-0.461697489,0.203820601,-267,117,0.665518105,384
54,model_0_53,conv2d/kernel,0,2,"(0, 1, 0, 27)",-0.258021235,0.258021235,-0.251740634,-124,2,-128,-0.260052899,0.911899984,0.9123,0.000400007,0.0006,0.289390832,0.33951417,0.514826894,0.539763689,253,265,0.024936795,12
55,model_0_54,conv2d/kernel,0,2,"(4, 0, 0, 11)",-0.262992531,0.262992531,0.030257473,15,3,7,0.014495651,0.911899984,0.9117,0.000400007,0,0.289513588,0.34179613,-0.39820528,-0.366681635,-193,-177,0.031523645,16
56,model_0_55,conv2d/kernel,0,2,"(4, 2, 0, 7)",-0.172162175,0.172162175,-0.137940109,-102,6,-38,-0.051513092,0.911899984,0.9118,0.000400007,0.0001,0.288922131,0.34155908,0.31705904,0.057777993,234,42,0.259281039,192
57,model_0_56,conv2d/kernel,0,2,"(0, 4, 0, 8)",-0.328984618,0.328984618,0.2784293,107,1,105,0.271995157,0.91170001,0.9118,0.000200033,0.0001,0.289276898,0.34167206,-0.31540525,-0.302536964,-121,-117,0.012868285,4
58,model_0_57,conv2d/kernel,0,2,"(4, 4, 0, 29)",-0.171829075,0.171829075,0.030485217,23,6,87,0.117709681,0.912899971,0.9129,0.001399994,0.0012,0.288022816,0.33915776,-0.038188539,-0.212637484,-30,-158,0.174448937,128
59,model_0_58,conv2d/kernel,0,2,"(4, 0, 0, 29)",-0.171829075,0.171829075,-0.089849569,-66,5,-98,-0.132592514,0.911000013,0.9114,-0.000499964,-0.0003,0.289628744,0.34215105,0.039327014,0.124812901,29,93,0.085485891,64
60,model_0_59,conv2d/kernel,0,2,"(4, 1, 0, 17)",-0.354993403,0.354993403,0.107994705,39,5,7,0.019566566,0.911599994,0.9117,0.000100017,0,0.289121538,0.3424619,-0.383672416,-0.118388012,-139,-43,0.265284419,96
61,model_0_60,conv2d/kernel,0,2,"(2, 0, 0, 6)",-0.326976389,0.326976389,-0.010582317,-4,0,-3,-0.007723852,0.911599994,0.9113,0.000100017,-0.0004,0.289299548,0.34056586,-0.019004829,-0.027580224,-8,-11,0.008575395,3
62,model_0_61,conv2d/kernel,0,2,"(0, 4, 0, 12)",-0.795537233,0.795537233,0.032037131,5,4,21,0.131545527,0.911800027,0.9119,0.00030005,0.0002,0.289161414,0.34163073,-1.265312672,-1.464329481,-202,-234,0.199016809,32
63,model_0_62,conv2d/kernel,0,2,"(4, 0, 0, 7)",-0.172162175,0.172162175,0.013107403,10,6,74,0.100314968,0.911899984,0.9119,0.000400007,0.0002,0.288651556,0.33894876,-0.25160417,-0.426019311,-186,-314,0.174415141,128
64,model_0_63,conv2d/kernel,0,2,"(1, 0, 0, 1)",-0.40498513,0.40498513,0.032630522,10,1,8,0.025510874,0.912,0.9119,0.000500023,0.0002,0.289415181,0.3407205,-0.349360555,-0.328001618,-109,-103,0.021358937,6
65,model_0_64,conv2d/kernel,0,2,"(2, 3, 0, 3)",-0.28093943,0.28093943,0.03784284,17,7,-111,-0.245545486,0.912500024,0.9124,0.001000047,0.0007,0.287808478,0.340716,-0.258981943,0.874571383,-117,395,1.133553267,512
66,model_0_65,conv2d/kernel,0,2,"(0, 3, 0, 27)",-0.258021235,0.258021235,-0.090303645,-44,5,-12,-0.024379959,0.911800027,0.912,0.00030005,0.0003,0.288905799,0.3416043,0.303172618,0.105401561,148,52,0.197771057,96
67,model_0_66,conv2d/kernel,0,2,"(3, 2, 0, 28)",-0.337554872,0.337554872,-0.129634351,-49,0,-50,-0.132895619,0.911499977,0.9116,0,-1.00E-04,0.289273888,0.3418315,0.309935749,0.322980821,117,121,0.013045073,4
68,model_0_67,conv2d/kernel,0,2,"(1, 0, 0, 24)",-0.3867037,0.3867037,-0.165694445,-54,0,-53,-0.161380284,0.911499977,0.9117,0,0,0.289094269,0.33961064,-0.063387193,-0.076329663,-23,-26,0.012942471,3
69,model_0_68,conv2d/kernel,0,2,"(1, 2, 0, 14)",-1.873036027,1.873036027,0.154862821,11,3,3,0.044244946,0.912299991,0.9123,0.000800014,0.0006,0.287957013,0.3411327,-0.313391268,0.129080221,-23,9,0.442471504,32
70,model_0_69,conv2d/kernel,0,2,"(4, 1, 0, 4)",-0.27436161,0.27436161,-0.028254889,-13,7,115,0.248437679,0.912,0.9121,0.000500023,0.0004,0.285776317,0.33088586,-0.257615268,-1.087692976,-119,-503,0.830077708,384
71,model_0_70,conv2d/kernel,0,2,"(1, 0, 0, 0)",-0.418046981,0.418046981,-0.231173754,-70,1,-72,-0.237003013,0.91109997,0.9116,-0.000400007,-1.00E-04,0.289383411,0.34062207,0.621990383,0.639478147,189,195,0.017487764,6
72,model_0_71,conv2d/kernel,0,2,"(4, 1, 0, 20)",-0.263102025,0.263102025,0.02576525,12,2,8,0.016573356,0.912199974,0.9123,0.000699997,0.0006,0.289153755,0.3405345,0.040532909,0.068108596,21,33,0.027575687,12
73,model_0_72,conv2d/kernel,0,2,"(2, 2, 0, 11)",-0.262992531,0.262992531,0.167763963,81,2,85,0.176018623,0.911899984,0.9121,0.000400007,0.0004,0.288951904,0.3433424,-0.436147153,-0.469165802,-210,-226,0.033018649,16
74,model_0_73,conv2d/kernel,0,2,"(3, 3, 0, 23)",-0.235325426,0.235325426,-0.102196753,-55,0,-56,-0.103765542,0.911800027,0.9117,0.00030005,0,0.289251894,0.3394888,0.117572844,0.123847991,62,66,0.006275147,4
75,model_0_74,conv2d/kernel,0,2,"(2, 1, 0, 4)",-0.27436161,0.27436161,-0.12074405,-56,3,-64,-0.138260969,0.911899984,0.9125,0.000400007,0.0008,0.28949073,0.34180084,0.269826353,0.339894056,125,157,0.070067704,32
76,model_0_75,conv2d/kernel,0,2,"(4, 2, 0, 2)",-0.196166009,0.196166009,0.022564847,15,1,13,0.020079985,0.911599994,0.9117,0.000100017,0,0.289111912,0.34087238,-0.156388462,-0.148933887,-102,-96,0.007454574,6
77,model_0_76,conv2d/kernel,0,2,"(3, 2, 0, 30)",-0.347597718,0.347597718,-0.14996855,-55,2,-51,-0.139586485,0.911599994,0.9118,0.000100017,0.0001,0.289101899,0.34046808,0.48441574,0.442887455,178,162,0.041528285,16
78,model_0_77,conv2d/kernel,0,2,"(3, 1, 0, 0)",-0.418046981,0.418046981,-0.075987369,-23,7,105,0.345629394,0.909600019,0.9097,-0.001899958,-0.002,0.301934361,0.35842687,0.638976872,-1.04749012,193,-319,1.686466932,512
79,model_0_78,conv2d/kernel,0,2,"(4, 1, 0, 1)",-0.40498513,0.40498513,-0.005646145,-2,5,-34,-0.108421216,0.912299991,0.9123,0.000800014,0.0006,0.288517922,0.3430537,0.021108229,0.329433441,8,104,0.308325201,96
80,model_0_79,conv2d/kernel,0,2,"(0, 4, 0, 31)",-0.314860284,0.314860284,-0.314554214,-127,2,-123,-0.304943425,0.911800027,0.9119,0.00030005,0.0002,0.289313287,0.34137714,0.142131895,0.122910291,58,50,0.019221604,8
81,model_0_80,conv2d/kernel,0,2,"(1, 0, 0, 21)",-0.256146193,0.256146193,-0.229545861,-114,5,-82,-0.165385731,0.911899984,0.9116,0.000400007,-1.00E-04,0.28971383,0.34217435,0.399162531,0.206682146,198,102,0.192480385,96
82,model_0_81,conv2d/kernel,0,2,"(0, 2, 0, 15)",-0.315448165,0.315448165,0.02239915,9,6,73,0.181320599,0.910899997,0.9109,-0.00059998,-0.0008,0.290420741,0.34422085,0.216505408,-0.260258913,87,-105,0.476764321,192
83,model_0_82,conv2d/kernel,0,2,"(2, 2, 0, 15)",-0.315448165,0.315448165,-0.034266114,-14,1,-16,-0.039741501,0.912,0.9122,0.000500023,0.0005,0.288931489,0.34155232,0.456072569,0.477974117,184,192,0.021901548,8
84,model_0_83,conv2d/kernel,0,2,"(1, 4, 0, 12)",-0.795537233,0.795537233,-0.405533463,-65,2,-69,-0.432221017,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289013416,0.33964074,0.492508382,0.572571039,79,91,0.080062658,12
85,model_0_84,conv2d/kernel,0,2,"(1, 4, 0, 25)",-0.263781607,0.263781607,-0.101659454,-49,6,-113,-0.23470332,0.911899984,0.9119,0.000400007,0.0002,0.288407385,0.3434618,0.432364583,0.831496179,208,400,0.399131596,192
86,model_0_85,conv2d/kernel,0,2,"(0, 1, 0, 5)",-0.220885202,0.220885202,-0.011610322,-7,6,-71,-0.123487003,0.911899984,0.912,0.000400007,0.0003,0.289408594,0.3395634,-0.192795008,0.142835021,-110,82,0.335630029,192
87,model_0_86,conv2d/kernel,0,2,"(2, 1, 0, 6)",-0.326976389,0.326976389,-0.054242667,-21,0,-22,-0.056641579,0.912299991,0.9118,0.000800014,0.0001,0.289041221,0.3402642,0.426824063,0.436419725,165,169,0.009595662,4
88,model_0_87,conv2d/kernel,0,2,"(3, 4, 0, 21)",-0.256146193,0.256146193,-0.140643567,-70,6,-6,-0.012101395,0.911599994,0.9119,0.000100017,0.0002,0.29006815,0.34303093,0.37873292,-0.006893605,188,-4,0.385626525,192
89,model_0_88,conv2d/kernel,0,2,"(0, 2, 0, 6)",-0.326976389,0.326976389,0.204857424,80,3,88,0.226566317,0.912,0.9117,0.000500023,0,0.289761782,0.3430228,-0.440912306,-0.506039023,-172,-196,0.065126717,24
90,model_0_89,conv2d/kernel,0,2,"(0, 0, 0, 11)",-0.262992531,0.262992531,0.082510419,40,0,41,0.084903101,0.911300004,0.9119,-0.000199974,0.0002,0.288880914,0.34000114,-0.268184066,-0.272969425,-130,-132,0.004785359,2
91,model_0_90,conv2d/kernel,0,2,"(0, 0, 0, 21)",-0.256146193,0.256146193,-0.12285544,-61,1,-63,-0.127064647,0.912,0.9121,0.000500023,0.0004,0.289195925,0.33924544,-0.158571497,-0.150153086,-79,-75,0.008418411,4
92,model_0_91,conv2d/kernel,0,2,"(0, 1, 0, 14)",-1.873036027,1.873036027,0.016008966,1,0,0,0,0.91170001,0.912,0.000200033,0.0003,0.289051265,0.34170884,0.145836487,0.193863392,10,13,0.048026904,3
93,model_0_92,conv2d/kernel,0,2,"(0, 4, 0, 15)",-0.315448165,0.315448165,0.010317124,4,3,12,0.029806126,0.912100017,0.9121,0.00060004,0.0004,0.289059103,0.3415297,-0.161452293,-0.200430304,-65,-81,0.03897801,16
94,model_0_93,conv2d/kernel,0,2,"(0, 3, 0, 5)",-0.220885202,0.220885202,-0.18478635,-106,5,-74,-0.128704764,0.912199974,0.9124,0.000699997,0.0007,0.289312333,0.34163752,0.677315354,0.509070575,389,293,0.168244779,96
95,model_0_94,conv2d/kernel,0,2,"(2, 4, 0, 26)",-0.130111679,0.130111679,0.015150108,15,6,79,0.080935612,0.912999988,0.9129,0.00150001,0.0012,0.288876235,0.3365478,0.02025459,-0.177101925,20,-172,0.197356522,192
96,model_0_95,conv2d/kernel,0,2,"(4, 4, 0, 27)",-0.258021235,0.258021235,0.185392901,91,0,90,0.182849694,0.91170001,0.912,0.000200033,0.0003,0.289301604,0.340568,-0.30804044,-0.302954018,-151,-149,0.005086422,2
97,model_0_96,conv2d/kernel,0,2,"(3, 4, 0, 10)",-1.858117223,1.858117223,0.00372556,0,2,4,0.058523377,0.91170001,0.912,0.000200033,0.0003,0.2901344,0.34817708,-0.09298344,-0.257376909,-6,-18,0.16439347,12
98,model_0_97,conv2d/kernel,0,2,"(4, 3, 0, 5)",-0.220885202,0.220885202,-0.115078814,-66,4,-82,-0.142618792,0.91170001,0.9119,0.000200033,0.0002,0.289294273,0.3406362,0.45205155,0.534671485,259,307,0.082619935,48
99,model_0_98,conv2d/kernel,0,2,"(3, 2, 0, 3)",-0.28093943,0.28093943,-0.038166553,-17,5,-49,-0.108393953,0.912,0.9121,0.000500023,0.0004,0.288558364,0.3409339,0.026455805,0.307365417,11,139,0.280909598,128
100,model_0_99,conv2d/kernel,0,2,"(2, 0, 0, 25)",-0.263781607,0.263781607,-0.024000105,-12,3,-4,-0.008308082,0.911599994,0.9114,0.000100017,-0.0003,0.289625853,0.3440397,0.033320025,-0.013756044,17,-7,0.047076069,24
101,model_0_100,conv2d/kernel,0,2,"(0, 4, 0, 29)",-0.171829075,0.171829075,-0.009153804,-7,5,-39,-0.052766409,0.911199987,0.911,-0.00029999,-0.0007,0.289939731,0.33977813,0.249168277,0.336393476,184,248,0.087225199,64
102,model_0_101,conv2d/kernel,0,2,"(0, 2, 0, 13)",-0.302569419,0.302569419,-0.049688313,-21,6,-85,-0.202507092,0.912400007,0.9126,0.00090003,0.0009,0.288407564,0.3392995,0.040625546,0.49908188,17,209,0.458456337,192
103,model_0_102,conv2d/kernel,0,2,"(1, 2, 0, 26)",-0.130111679,0.130111679,0.066659898,65,5,97,0.099376637,0.912299991,0.9127,0.000800014,0.001,0.288587928,0.33936328,-0.059403453,-0.190270394,-58,-186,0.130866945,128
104,model_0_103,conv2d/kernel,0,2,"(0, 4, 0, 30)",-0.347597718,0.347597718,0.002465877,1,4,17,0.046528828,0.91140002,0.9112,-1.00E-04,-0.0005,0.289351046,0.33849192,-0.015327504,-0.103453405,-6,-38,0.088125899,32
105,model_0_104,conv2d/kernel,0,2,"(0, 3, 0, 18)",-1.18043077,1.18043077,-0.24129881,-26,6,-90,-0.836525742,0.912299991,0.9123,0.000800014,0.0006,0.288738072,0.34043673,0.297432303,2.083113194,32,224,1.78568089,192
106,model_0_105,conv2d/kernel,0,2,"(4, 0, 0, 0)",-0.418046981,0.418046981,0.127869859,39,1,37,0.121793215,0.91170001,0.9123,0.000200033,0.0006,0.289228261,0.34246406,-0.047753699,-0.035600416,-15,-11,0.012153283,4
107,model_0_106,conv2d/kernel,0,2,"(3, 2, 0, 16)",-0.330264807,0.330264807,0.060427722,23,0,22,0.057211226,0.912400007,0.9121,0.00090003,0.0004,0.288881391,0.3402651,0.330746531,0.343612492,129,133,0.012865961,4
