,name,layer_affected,kernel_index,layer_affected_index,position_disrupted,min_var,max_var,original_weight_value,quantized_value,bit_disrupted,flipped_quantized_value,flipped_weight_value,q_aware_accuracy,tflite_accuracy,q_aware_acc_degradation,tflite_acc_degradation,q_aware_loss,tflite_loss,original_laplacian,modified_laplacian,original_int_laplacian,modified_int_laplacian,abs_laplacian_diff,abs_int_laplacian_diff
3620,model_3_619,dense_last/kernel,3,9,"(88, 8)",-1.30844605,1.30844605,0.219748393,21,0,20,0.206054496,0.911499977,0.9117,0,0,0.289098054,0.3396503,-1.479849815,-1.4250741,-143,-139,0.054775715,4
3621,model_3_620,dense_last/kernel,3,9,"(64, 7)",-1.30844605,1.30844605,-0.128321573,-12,6,-76,-0.783007085,0.91049999,0.9106,-0.000999987,-0.0011,0.290239036,0.3408772,-0.038262978,2.580479145,-6,250,2.618742228,256
3622,model_3_621,dense_last/kernel,3,9,"(10, 9)",-1.30844605,1.30844605,-0.246211156,-24,4,-8,-0.082421798,0.911499977,0.9117,0,0,0.289058238,0.33862785,0.12453717,-0.366830945,12,-36,0.491368115,48
3623,model_3_622,dense_last/kernel,3,9,"(93, 3)",-1.30844605,1.30844605,-0.443365842,-43,5,-11,-0.113329973,0.91170001,0.9119,0.000200033,0.0002,0.287694484,0.33826986,1.051831126,-0.268312395,101,-27,1.320143461,128
3624,model_3_623,dense_last/kernel,3,9,"(4, 9)",-1.30844605,1.30844605,0.215754822,21,6,85,0.875731608,0.91049999,0.9107,-0.000999987,-0.001,0.290855855,0.34048346,-1.671887994,-3.651818275,-163,-355,1.979930282,192
3625,model_3_624,dense_last/kernel,3,9,"(60, 0)",-1.30844605,1.30844605,-0.195939958,-19,0,-20,-0.206054496,0.911499977,0.9116,0,-1.00E-04,0.288826406,0.33938116,0.020166412,0.050510019,1,4,0.030343607,3
3626,model_3_625,dense_last/kernel,3,9,"(3, 8)",-1.30844605,1.30844605,-0.28825143,-28,0,-27,-0.27817357,0.911499977,0.9117,0,0,0.289143592,0.34070206,-0.357953459,-0.398264915,-35,-39,0.040311456,4
3627,model_3_626,dense_last/kernel,3,9,"(28, 7)",-1.30844605,1.30844605,-0.245062426,-24,1,-22,-0.226659946,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.335705251,0.262095302,32,24,0.073609948,8
3628,model_3_627,dense_last/kernel,3,9,"(25, 1)",-1.30844605,1.30844605,-0.223168805,-22,1,-24,-0.247265395,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289125353,0.33965468,-0.018704847,0.077681527,-1,7,0.096386373,8
3629,model_3_628,dense_last/kernel,3,9,"(95, 0)",-1.30844605,1.30844605,0.094008118,9,2,13,0.133935422,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289117932,0.33963233,-0.992176771,-1.07203126,-96,-104,0.079854488,8
3630,model_3_629,dense_last/kernel,3,9,"(6, 6)",-1.30844605,1.30844605,0.125711456,12,6,76,0.783007085,0.911599994,0.9119,0.000100017,0.0002,0.28925848,0.33978164,-1.450546265,-4.07972908,-141,-397,2.629182816,256
3631,model_3_630,dense_last/kernel,3,9,"(11, 8)",-1.30844605,1.30844605,0.137832612,13,5,45,0.463622616,0.91140002,0.9115,-1.00E-04,-0.0002,0.291355669,0.34526554,-0.147578731,-1.450738788,-13,-141,1.303160071,128
3632,model_3_631,dense_last/kernel,3,9,"(95, 0)",-1.30844605,1.30844605,0.094008118,9,7,-119,-1.226024251,0.911199987,0.9115,-0.00029999,-0.0002,0.290469766,0.34502998,-0.992176771,1.647887945,-96,160,2.640064716,256
3633,model_3_632,dense_last/kernel,3,9,"(20, 5)",-1.30844605,1.30844605,-0.215712979,-21,2,-17,-0.175146322,0.911499977,0.9117,0,0,0.289076567,0.339597,0.982958376,0.820691764,95,79,0.162266612,16
3634,model_3_633,dense_last/kernel,3,9,"(69, 6)",-1.30844605,1.30844605,0.074493088,7,2,3,0.030908174,0.911499977,0.9117,0,0,0.289126724,0.3406337,-0.19683218,-0.022492521,-20,-4,0.174339652,16
3635,model_3_634,dense_last/kernel,3,9,"(28, 5)",-1.30844605,1.30844605,-0.168087944,-16,1,-14,-0.144238147,0.911499977,0.9117,0,0,0.289092362,0.3396423,0.787358463,0.691959262,74,66,0.095399201,8
3636,model_3_635,dense_last/kernel,3,9,"(92, 0)",-1.30844605,1.30844605,-0.017886234,-2,6,-66,-0.679979837,0.911199987,0.9113,-0.00029999,-0.0004,0.288593471,0.3370271,0.192963555,2.179244518,20,212,1.986280918,192
3637,model_3_636,dense_last/kernel,3,9,"(25, 5)",-1.30844605,1.30844605,0.319782823,31,5,63,0.649071662,0.91109997,0.9112,-0.000400007,-0.0005,0.289863259,0.3400466,-2.212951422,-3.530106544,-215,-343,1.317155123,128
3638,model_3_637,dense_last/kernel,3,9,"(34, 9)",-1.30844605,1.30844605,-0.725320339,-70,6,-6,-0.061816349,0.911499977,0.9117,0,0,0.289104968,0.3396572,1.996501684,0.005989701,192,0,1.990512013,192
3639,model_3_638,dense_last/kernel,3,9,"(19, 1)",-1.30844605,1.30844605,-0.225577906,-22,3,-30,-0.309081744,0.911300004,0.9115,-0.000199974,-0.0002,0.289242923,0.33970758,0.135814175,0.4698295,15,47,0.33401531,32
3640,model_3_639,dense_last/kernel,3,9,"(69, 8)",-1.30844605,1.30844605,-0.644834816,-63,2,-59,-0.607860763,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289149284,0.33969232,2.606155396,2.458259106,255,239,0.14789629,16
3641,model_3_640,dense_last/kernel,3,9,"(66, 0)",-1.30844605,1.30844605,-0.002709349,0,1,2,0.02060545,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.301023304,0.231078893,28,22,0.069944412,6
3642,model_3_641,dense_last/kernel,3,9,"(63, 2)",-1.30844605,1.30844605,-0.041613381,-4,3,-12,-0.123632698,0.911300004,0.9115,-0.000199974,-0.0002,0.290066302,0.34045437,-0.489063889,-0.160986632,-47,-15,0.328077257,32
3643,model_3_642,dense_last/kernel,3,9,"(10, 4)",-1.30844605,1.30844605,0.14445506,14,7,-114,-1.174510627,0.866999984,0.8674,-0.044499993,-0.0443,0.513469338,0.65966105,-1.833569646,3.442292929,-178,334,5.275862694,512
3644,model_3_643,dense_last/kernel,3,9,"(31, 5)",-1.30844605,1.30844605,0.285896599,28,4,12,0.123632698,0.911499977,0.9117,0,0,0.289064378,0.34080625,-1.019609332,-0.370553672,-100,-36,0.64905566,64
3645,model_3_644,dense_last/kernel,3,9,"(16, 7)",-1.30844605,1.30844605,-0.199451581,-19,1,-17,-0.175146322,0.911499977,0.9117,0,0,0.289105564,0.3396459,0.427349031,0.330128014,40,32,0.097221017,8
3646,model_3_645,dense_last/kernel,3,9,"(41, 4)",-1.30844605,1.30844605,0.234216437,23,0,22,0.226659946,0.911800027,0.9119,0.00030005,0.0002,0.289010763,0.33850256,-1.227983952,-1.197757959,-121,-117,0.030225992,4
3647,model_3_646,dense_last/kernel,3,9,"(13, 9)",-1.30844605,1.30844605,0.137439564,13,5,45,0.463622616,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.993542612,-1.972091913,-95,-191,0.978549302,96
3648,model_3_647,dense_last/kernel,3,9,"(85, 1)",-1.30844605,1.30844605,0.079797849,8,5,40,0.412108992,0.91140002,0.9117,-1.00E-04,0,0.288452029,0.33824497,-0.87198931,-2.201233864,-85,-213,1.329244614,128
3649,model_3_648,dense_last/kernel,3,9,"(25, 0)",-1.30844605,1.30844605,-0.27945599,-27,4,-11,-0.113329973,0.910700023,0.9109,-0.000799954,-0.0008,0.290048301,0.34072977,0.753647745,0.255269676,73,25,0.498378068,48
3650,model_3_649,dense_last/kernel,3,9,"(43, 4)",-1.30844605,1.30844605,-0.028722612,-3,7,125,1.2878406,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.173585862,-5.439838409,-16,-528,5.266252518,512
3651,model_3_650,dense_last/kernel,3,9,"(61, 7)",-1.30844605,1.30844605,0.077051878,7,0,6,0.061816349,0.911599994,0.9118,0.000100017,0.0001,0.289066821,0.33965674,-0.245388687,-0.184446573,-22,-18,0.060942113,4
3652,model_3_651,dense_last/kernel,3,9,"(50, 6)",-1.30844605,1.30844605,0.051491674,5,6,69,0.710888011,0.909600019,0.9098,-0.001899958,-0.0019,0.298262388,0.35521096,-0.121376805,-2.758962154,-12,-268,2.637585402,256
3653,model_3_652,dense_last/kernel,3,9,"(6, 0)",-1.30844605,1.30844605,-0.188895166,-18,7,110,1.133299728,0.911000013,0.9112,-0.000499964,-0.0005,0.290700257,0.34218267,-0.048416853,-4.015001297,-6,-390,3.966584444,384
3654,model_3_653,dense_last/kernel,3,9,"(0, 5)",-1.30844605,1.30844605,-0.231918529,-23,2,-19,-0.195751771,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.913244963,0.80474472,90,78,0.108500242,12
3655,model_3_654,dense_last/kernel,3,9,"(26, 3)",-1.30844605,1.30844605,-0.561187267,-54,6,-118,-1.215721526,0.910600007,0.9107,-0.000899971,-0.001,0.291876704,0.34323198,2.413937092,5.032073975,233,489,2.618136883,256
3656,model_3_655,dense_last/kernel,3,9,"(21, 7)",-1.30844605,1.30844605,-0.079554677,-8,5,-40,-0.412108992,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.877948701,2.208165884,87,215,1.330217123,128
3657,model_3_656,dense_last/kernel,3,9,"(15, 9)",-1.30844605,1.30844605,-0.245906278,-24,4,-8,-0.082421798,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289144546,0.33888346,0.342124701,-0.148328707,33,-15,0.490453422,48
3658,model_3_657,dense_last/kernel,3,9,"(25, 4)",-1.30844605,1.30844605,-0.299184293,-29,0,-30,-0.309081744,0.91170001,0.9118,0.000200033,0.0001,0.289022684,0.33958402,1.304011464,1.343601227,127,131,0.039589763,4
3659,model_3_658,dense_last/kernel,3,9,"(78, 9)",-1.30844605,1.30844605,0.23335816,23,3,31,0.319384469,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289049685,0.33869913,-1.299214482,-1.557293415,-127,-151,0.258078933,24
3660,model_3_659,dense_last/kernel,3,9,"(52, 3)",-1.30844605,1.30844605,0.234377742,23,0,22,0.226659946,0.911499977,0.9118,0,0.0001,0.289158314,0.3396793,-1.093525648,-1.062654376,-108,-104,0.030871272,4
3661,model_3_660,dense_last/kernel,3,9,"(5, 3)",-1.30844605,1.30844605,0.2436492,24,4,8,0.082421798,0.910399973,0.9107,-0.001100004,-0.001,0.293028295,0.34356603,-1.561732769,-0.916823149,-153,-89,0.64490962,64
3662,model_3_661,dense_last/kernel,3,9,"(48, 4)",-1.30844605,1.30844605,0.026307669,3,2,7,0.072119074,0.911599994,0.9115,0.000100017,-0.0002,0.289311111,0.3408042,-0.732755899,-0.916001558,-74,-90,0.183245659,16
3663,model_3_662,dense_last/kernel,3,9,"(79, 0)",-1.30844605,1.30844605,0.184031501,18,7,-110,-1.133299728,0.904500008,0.9047,-0.006999969,-0.007,0.315076798,0.37910855,-0.841468036,3.110525608,-82,302,3.951993704,384
3664,model_3_663,dense_last/kernel,3,9,"(53, 4)",-1.30844605,1.30844605,0.046024095,4,2,0,0,0.91170001,0.9118,0.000200033,0.0001,0.288834989,0.3384785,-0.770182371,-0.586085975,-74,-58,0.184096396,16
3665,model_3_664,dense_last/kernel,3,9,"(45, 2)",-1.30844605,1.30844605,0.078101598,8,6,72,0.741796186,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.876203179,-3.530981541,-86,-342,2.654778481,256
3666,model_3_665,dense_last/kernel,3,9,"(68, 2)",-1.30844605,1.30844605,-0.010554854,-1,7,127,1.30844605,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.133039981,-5.409043312,-13,-525,5.276003361,512
3667,model_3_666,dense_last/kernel,3,9,"(78, 3)",-1.30844605,1.30844605,-0.24951987,-24,5,-56,-0.576952589,0.910899997,0.9112,-0.00059998,-0.0005,0.290939689,0.34256774,0.618073463,1.927804232,59,187,1.309730768,128
3668,model_3_667,dense_last/kernel,3,9,"(30, 4)",-1.30844605,1.30844605,0.103439465,10,7,-118,-1.215721526,0.906000018,0.906,-0.005499959,-0.0057,0.30230248,0.3517161,-0.743284404,4.533359528,-71,441,5.276643753,512
3669,model_3_668,dense_last/kernel,3,9,"(42, 3)",-1.30844605,1.30844605,-0.339032263,-33,3,-41,-0.422411717,0.911000013,0.9113,-0.000499964,-0.0004,0.289728522,0.340124,1.499112368,1.832629919,145,177,0.333517551,32
3670,model_3_669,dense_last/kernel,3,9,"(76, 9)",-1.30844605,1.30844605,-0.074883945,-7,2,-3,-0.030908174,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289080828,0.33871213,-0.2312859,-0.363213211,-23,-35,0.131927311,12
3671,model_3_670,dense_last/kernel,3,9,"(42, 0)",-1.30844605,1.30844605,-0.019417068,-2,5,-34,-0.350292643,0.912199974,0.9123,0.000699997,0.0006,0.288042933,0.3414806,0.310662419,1.303289175,30,126,0.992626786,96
3672,model_3_671,dense_last/kernel,3,9,"(60, 0)",-1.30844605,1.30844605,-0.195939958,-19,1,-17,-0.175146322,0.911000013,0.9113,-0.000499964,-0.0004,0.289346129,0.34000635,0.020166412,-0.042214483,1,-5,0.062380895,6
3673,model_3_672,dense_last/kernel,3,9,"(55, 0)",-1.30844605,1.30844605,-0.254342496,-25,1,-27,-0.27817357,0.911499977,0.9116,0,-1.00E-04,0.288768709,0.33935535,0.489065468,0.560558677,48,54,0.071493208,6
3674,model_3_673,dense_last/kernel,3,9,"(79, 0)",-1.30844605,1.30844605,0.184031501,18,0,19,0.195751771,0.911499977,0.9116,0,-1.00E-04,0.289222658,0.33973026,-0.841468036,-0.876628876,-82,-85,0.03516084,3
3675,model_3_674,dense_last/kernel,3,9,"(75, 1)",-1.30844605,1.30844605,-0.189186439,-18,3,-26,-0.267870845,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.590085983,0.904823542,56,88,0.314737558,32
3676,model_3_675,dense_last/kernel,3,9,"(77, 2)",-1.30844605,1.30844605,0.145207301,14,5,46,0.473925341,0.91109997,0.9113,-0.000400007,-0.0004,0.287930578,0.33842137,-1.077336907,-2.392209053,-104,-232,1.314872146,128
3677,model_3_676,dense_last/kernel,3,9,"(51, 5)",-1.30844605,1.30844605,-0.290749967,-28,0,-27,-0.27817357,0.911499977,0.9117,0,0,0.289093703,0.3396474,1.182596445,1.13229084,114,110,0.050305605,4
3678,model_3_677,dense_last/kernel,3,9,"(39, 8)",-1.30844605,1.30844605,0.017335765,2,4,18,0.185449046,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.581230342,-1.253683448,-58,-122,0.672453105,64
3679,model_3_678,dense_last/kernel,3,9,"(28, 5)",-1.30844605,1.30844605,-0.168087944,-16,7,112,1.153905178,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289271384,0.340861,0.787358463,-4.500614166,74,-438,5.28797245,512
3680,model_3_679,dense_last/kernel,3,9,"(45, 6)",-1.30844605,1.30844605,-0.156030059,-15,2,-11,-0.113329973,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.796148121,0.625347793,77,61,0.170800328,16
3681,model_3_680,dense_last/kernel,3,9,"(48, 8)",-1.30844605,1.30844605,0.435740769,42,3,34,0.350292643,0.91140002,0.9115,-1.00E-04,-0.0002,0.288378447,0.3360995,-2.775917053,-2.43412447,-269,-237,0.341792583,32
3682,model_3_681,dense_last/kernel,3,9,"(68, 2)",-1.30844605,1.30844605,-0.010554854,-1,2,-5,-0.051513624,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.133039981,0.03079509,-13,3,0.163835078,16
3683,model_3_682,dense_last/kernel,3,9,"(22, 8)",-1.30844605,1.30844605,-0.084223211,-8,6,-72,-0.741796186,0.911800027,0.9118,0.00030005,0.0001,0.28858152,0.3362393,0.925336719,3.555628538,90,346,2.630291939,256
3684,model_3_683,dense_last/kernel,3,9,"(91, 6)",-1.30844605,1.30844605,0.042422775,4,7,-124,-1.277537875,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289186984,0.33976555,-0.744782209,4.535059929,-72,440,5.279842377,512
3685,model_3_684,dense_last/kernel,3,9,"(80, 6)",-1.30844605,1.30844605,0.240030289,23,1,21,0.216357221,0.911499977,0.9116,0,-1.00E-04,0.289061636,0.33942372,-1.543190002,-1.448497772,-149,-141,0.09469223,8
3686,model_3_685,dense_last/kernel,3,9,"(26, 7)",-1.30844605,1.30844605,-0.013439422,-1,0,-2,-0.02060545,0.911499977,0.9117,0,0,0.289045632,0.3396267,-0.566537142,-0.53787303,-56,-52,0.028664112,4
3687,model_3_686,dense_last/kernel,3,9,"(75, 6)",-1.30844605,1.30844605,-0.238609418,-23,0,-24,-0.247265395,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.956496358,0.991120219,93,97,0.034623861,4
3688,model_3_687,dense_last/kernel,3,9,"(43, 9)",-1.30844605,1.30844605,0.018605696,2,4,18,0.185449046,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.600549281,-1.101079345,-58,-106,0.500530064,48
3689,model_3_688,dense_last/kernel,3,9,"(33, 7)",-1.30844605,1.30844605,-0.201568007,-20,2,-24,-0.247265395,0.911499977,0.9117,0,0,0.289091498,0.33964112,-0.105554253,0.077235311,-8,8,0.182789564,16
3690,model_3_689,dense_last/kernel,3,9,"(38, 1)",-1.30844605,1.30844605,-0.703658998,-68,2,-72,-0.741796186,0.911499977,0.9117,0,0,0.289108127,0.33965236,1.898341179,2.050889969,183,199,0.15254879,16
3691,model_3_690,dense_last/kernel,3,9,"(76, 5)",-1.30844605,1.30844605,0.252853751,25,0,24,0.247265395,0.911499977,0.9117,0,0,0.289100051,0.34069404,-1.159220934,-1.136867523,-114,-110,0.022353411,4
3692,model_3_691,dense_last/kernel,3,9,"(15, 8)",-1.30844605,1.30844605,0.011936178,1,6,65,0.669677112,0.910700023,0.9108,-0.000799954,-0.0009,0.295918047,0.34888783,-0.101360887,-2.7323246,-9,-265,2.630963802,256
3693,model_3_692,dense_last/kernel,3,9,"(36, 8)",-1.30844605,1.30844605,0.325754493,32,2,36,0.370898093,0.911499977,0.9116,0,-1.00E-04,0.289413631,0.34192705,-1.370563507,-1.551137924,-135,-151,0.180574417,16
3694,model_3_693,dense_last/kernel,3,9,"(81, 8)",-1.30844605,1.30844605,-0.304777086,-30,4,-14,-0.144238147,0.911599994,0.9118,0.000100017,0.0001,0.289659679,0.34214187,1.03405273,0.391896933,102,38,0.642155766,64
3695,model_3_694,dense_last/kernel,3,9,"(80, 3)",-1.30844605,1.30844605,-0.213974908,-21,3,-29,-0.298779019,0.91109997,0.9114,-0.000400007,-0.0003,0.290074915,0.34260494,0.575956285,0.915172696,56,88,0.339216411,32
3696,model_3_695,dense_last/kernel,3,9,"(94, 7)",-1.30844605,1.30844605,-0.08815857,-9,0,-10,-0.103027248,0.911499977,0.9117,0,0,0.289072484,0.33965003,0.868799925,0.928274632,87,91,0.059474707,4
3697,model_3_696,dense_last/kernel,3,9,"(7, 6)",-1.30844605,1.30844605,0.137507319,13,2,9,0.092724523,0.91140002,0.9115,-1.00E-04,-0.0002,0.289032489,0.34050205,-1.024793863,-0.845662713,-98,-82,0.17913115,16
3698,model_3_697,dense_last/kernel,3,9,"(47, 0)",-1.30844605,1.30844605,0.273213774,27,2,31,0.319384469,0.911199987,0.9114,-0.00029999,-0.0003,0.28934297,0.34092128,-0.900187254,-1.038699389,-89,-101,0.138512135,12
3699,model_3_698,dense_last/kernel,3,9,"(67, 2)",-1.30844605,1.30844605,-0.162538126,-16,2,-12,-0.123632698,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.288935125,0.33944795,0.04646571,-0.109155998,6,-10,0.155621707,16
3700,model_3_699,dense_last/kernel,3,9,"(30, 8)",-1.30844605,1.30844605,0.388693005,38,3,46,0.473925341,0.911499977,0.9117,0,0,0.289292544,0.3408632,-2.079374313,-2.420303822,-202,-234,0.340929508,32
3701,model_3_700,dense_last/kernel,3,9,"(11, 4)",-1.30844605,1.30844605,-0.26538986,-26,5,-58,-0.597558038,0.911499977,0.9115,0,-0.0002,0.287738651,0.3393442,0.736986876,2.065659523,72,200,1.328672647,128
3702,model_3_701,dense_last/kernel,3,9,"(34, 4)",-1.30844605,1.30844605,-0.358640313,-35,2,-39,-0.401806267,0.911800027,0.912,0.00030005,0.0003,0.288755774,0.33843312,0.492927462,0.66559124,49,65,0.172663778,16
3703,model_3_702,dense_last/kernel,3,9,"(23, 1)",-1.30844605,1.30844605,-0.816431642,-79,0,-80,-0.824217984,0.911499977,0.9117,0,0,0.289090753,0.3396467,3.251672268,3.282817602,315,319,0.031145334,4
3704,model_3_703,dense_last/kernel,3,9,"(49, 6)",-1.30844605,1.30844605,-0.062032852,-6,5,-38,-0.391503542,0.911899984,0.9119,0.000400007,0.0002,0.292376697,0.3451765,0.185610622,1.503493309,17,145,1.317882657,128
3705,model_3_704,dense_last/kernel,3,9,"(83, 3)",-1.30844605,1.30844605,0.324620545,32,1,34,0.350292643,0.911800027,0.912,0.00030005,0.0003,0.288905978,0.3403899,-1.534915447,-1.637603879,-151,-159,0.102688432,8
3706,model_3_705,dense_last/kernel,3,9,"(87, 4)",-1.30844605,1.30844605,0.067824557,7,2,3,0.030908174,0.912199974,0.9123,0.000699997,0.0006,0.288537353,0.3391843,-0.314932168,-0.167266667,-32,-16,0.147665501,16
3707,model_3_706,dense_last/kernel,3,9,"(36, 0)",-1.30844605,1.30844605,0.089855708,9,4,25,0.25756812,0.910600007,0.9106,-0.000899971,-0.0011,0.29025209,0.3441083,-0.201571077,-0.704708278,-20,-68,0.503137231,48
3708,model_3_707,dense_last/kernel,3,9,"(17, 3)",-1.30844605,1.30844605,0.221106559,21,7,-107,-1.102391554,0.894699991,0.8948,-0.016799986,-0.0169,0.347566098,0.41276738,-0.852528512,4.441464424,-81,431,5.293992996,512
3709,model_3_708,dense_last/kernel,3,9,"(85, 9)",-1.30844605,1.30844605,-0.735298693,-71,3,-79,-0.813915259,0.911499977,0.9117,0,0,0.289119184,0.33963907,2.233104467,2.468954086,215,239,0.235849619,24
3710,model_3_709,dense_last/kernel,3,9,"(64, 0)",-1.30844605,1.30844605,-0.360521287,-35,5,-3,-0.030908174,0.910700023,0.9108,-0.000799954,-0.0009,0.292098492,0.34695977,1.087912321,0.099072963,105,9,0.988839388,96
3711,model_3_710,dense_last/kernel,3,9,"(10, 4)",-1.30844605,1.30844605,0.14445506,14,6,78,0.803612534,0.890299976,0.8904,-0.021200001,-0.0213,0.365267605,0.44457647,-1.833569646,-4.470199585,-178,-434,2.636630058,256
3712,model_3_711,dense_last/kernel,3,9,"(62, 8)",-1.30844605,1.30844605,-0.421736956,-41,4,-57,-0.587255314,0.911599994,0.9117,0.000100017,0,0.289295495,0.33863991,2.035048485,2.697121859,198,262,0.662073374,64
3713,model_3_712,dense_last/kernel,3,9,"(18, 1)",-1.30844605,1.30844605,0.360178381,35,3,43,0.443017166,0.911300004,0.9116,-0.000199974,-1.00E-04,0.288826376,0.33841667,-2.110311508,-2.441666603,-205,-237,0.331355095,32
3714,model_3_713,dense_last/kernel,3,9,"(70, 3)",-1.30844605,1.30844605,0.20144105,20,6,84,0.865428883,0.913200021,0.9134,0.001700044,0.0017,0.288936973,0.341144,-1.807014108,-4.462965488,-177,-433,2.6559515,256
3715,model_3_714,dense_last/kernel,3,9,"(3, 0)",-1.30844605,1.30844605,0.062253729,6,6,70,0.721190736,0.907999992,0.9082,-0.003499985,-0.0035,0.30195871,0.3578951,0.024143383,-1.952667713,3,-189,1.976811051,192
3716,model_3_715,dense_last/kernel,3,9,"(60, 7)",-1.30844605,1.30844605,-0.211623311,-21,6,-85,-0.875731608,0.91140002,0.9115,-1.00E-04,-0.0002,0.289884388,0.33980334,1.345468879,4.001902103,131,387,2.656433105,256
3717,model_3_716,dense_last/kernel,3,9,"(45, 4)",-1.30844605,1.30844605,-0.149989352,-15,2,-11,-0.113329973,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.132882357,-0.013755184,15,-1,0.146637544,16
3718,model_3_717,dense_last/kernel,3,9,"(10, 8)",-1.30844605,1.30844605,-0.630425096,-61,4,-45,-0.463622616,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.290023744,0.34143493,1.332556486,0.665346622,128,64,0.667209864,64
3719,model_3_718,dense_last/kernel,3,9,"(94, 2)",-1.30844605,1.30844605,0.022703076,2,0,3,0.030908174,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.288889736,0.3395274,-0.581393123,-0.614213467,-57,-61,0.032820344,4
3720,model_3_719,dense_last/kernel,3,9,"(86, 9)",-1.30844605,1.30844605,0.116175994,11,3,3,0.030908174,0.91140002,0.9115,-1.00E-04,-0.0002,0.289292544,0.3406966,-1.254083037,-0.998279572,-121,-97,0.255803466,24
3721,model_3_720,dense_last/kernel,3,9,"(25, 0)",-1.30844605,1.30844605,-0.27945599,-27,7,101,1.040575205,0.903500021,0.9037,-0.007999957,-0.008,0.315095901,0.37199593,0.753647745,-3.206445694,73,-311,3.960093498,384
3722,model_3_721,dense_last/kernel,3,9,"(95, 8)",-1.30844605,1.30844605,-0.6163342,-60,2,-64,-0.659374387,0.911499977,0.9116,0,-1.00E-04,0.289100379,0.33971834,2.494049549,2.623170376,243,255,0.129120827,12
3723,model_3_722,dense_last/kernel,3,9,"(30, 9)",-1.30844605,1.30844605,-0.178790584,-17,2,-21,-0.216357221,0.911499977,0.9117,0,0,0.289089561,0.3396415,1.407395363,1.520095229,136,148,0.112699866,12
3724,model_3_723,dense_last/kernel,3,9,"(10, 5)",-1.30844605,1.30844605,-0.774788558,-75,4,-91,-0.937547957,0.911499977,0.9117,0,0,0.288998872,0.3385842,3.544643402,4.195681095,343,407,0.651037693,64
3725,model_3_724,dense_last/kernel,3,9,"(6, 3)",-1.30844605,1.30844605,-0.206527442,-20,1,-18,-0.185449046,0.911499977,0.9117,0,0,0.289082825,0.33963275,0.702482462,0.61816889,68,60,0.084313571,8
3726,model_3_725,dense_last/kernel,3,9,"(40, 8)",-1.30844605,1.30844605,-0.11286331,-11,0,-12,-0.123632698,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.406060398,0.449137986,39,43,0.043077588,4
3727,model_3_726,dense_last/kernel,3,9,"(84, 2)",-1.30844605,1.30844605,0.098241493,10,1,8,0.082421798,0.911300004,0.9115,-0.000199974,-0.0002,0.289492905,0.34101808,-1.031977415,-0.96869874,-102,-94,0.063278675,8
3728,model_3_727,dense_last/kernel,3,9,"(19, 2)",-1.30844605,1.30844605,-0.416270405,-40,1,-38,-0.391503542,0.911499977,0.9117,0,0,0.289093792,0.33963448,2.026381969,1.92731452,195,187,0.09906745,8
3729,model_3_728,dense_last/kernel,3,9,"(36, 6)",-1.30844605,1.30844605,-0.381554931,-37,6,-101,-1.040575205,0.90990001,0.9099,-0.001599967,-0.0018,0.297893912,0.35658985,2.054955721,4.691036224,199,455,2.636080503,256
3730,model_3_729,dense_last/kernel,3,9,"(33, 1)",-1.30844605,1.30844605,-0.635837495,-62,2,-58,-0.597558038,0.91140002,0.9117,-1.00E-04,0,0.289035976,0.33962554,2.461818695,2.308701038,241,225,0.153117657,16
3731,model_3_730,dense_last/kernel,3,9,"(85, 5)",-1.30844605,1.30844605,-0.174996346,-17,7,111,1.143602453,0.911000013,0.9112,-0.000499964,-0.0005,0.288392514,0.33908194,-0.329061985,-5.603457451,-32,-544,5.274395466,512
3732,model_3_731,dense_last/kernel,3,9,"(7, 2)",-1.30844605,1.30844605,-0.239787459,-23,7,105,1.081786104,0.900900006,0.9011,-0.010599971,-0.0106,0.329223722,0.39741626,0.688508034,-4.597786427,65,-447,5.28629446,512
