,reference,layer_key,kernel_index,n_bits_flipped,bit_disrupted,q_aware_test_accuracy,q_aware_test_acc_degradation,q_aware_test_loss
,original,,,,,0.9114999771118164,,0.2890910804271698
,new reference,,,,,0.9115999937057495,,0.2891831398010254
0,2023/06/29 12:24:09,quant_conv2d,1,1,0,0.9115999937057495,0.0,0.2891831398010254
1,2023/06/29 12:24:13,quant_conv2d,1,2,0,0.9115999937057495,0.0,0.2891831398010254
2,2023/06/29 12:24:18,quant_conv2d,1,3,0,0.9115999937057495,0.0,0.2891831398010254
3,2023/06/29 12:24:22,quant_conv2d,1,4,0,0.9115999937057495,0.0,0.2891831398010254
4,2023/06/29 12:24:26,quant_conv2d,1,1,1,0.9115999937057495,0.0,0.2891831398010254
5,2023/06/29 12:24:30,quant_conv2d,1,2,1,0.9115999937057495,0.0,0.2891831398010254
6,2023/06/29 12:24:35,quant_conv2d,1,3,1,0.9115999937057495,0.0,0.2891831398010254
7,2023/06/29 12:24:39,quant_conv2d,1,4,1,0.9115999937057495,0.0,0.2891831398010254
8,2023/06/29 12:24:43,quant_conv2d,1,1,2,0.9115999937057495,0.0,0.2891831398010254
9,2023/06/29 12:24:48,quant_conv2d,1,2,2,0.9115999937057495,0.0,0.28918585181236267
10,2023/06/29 12:24:52,quant_conv2d,1,3,2,0.9115999937057495,0.0,0.28918370604515076
11,2023/06/29 12:24:57,quant_conv2d,1,4,2,0.9115999937057495,0.0,0.2891722023487091
12,2023/06/29 12:25:01,quant_conv2d,1,1,3,0.9115999937057495,0.0,0.2891831398010254
13,2023/06/29 12:25:05,quant_conv2d,1,2,3,0.9115999937057495,0.0,0.289184033870697
14,2023/06/29 12:25:10,quant_conv2d,1,3,3,0.9115999937057495,0.0,0.28917577862739563
15,2023/06/29 12:25:15,quant_conv2d,1,4,3,0.9115999937057495,0.0,0.28918370604515076
16,2023/06/29 12:25:19,quant_conv2d,1,1,4,0.9115999937057495,0.0,0.2891831398010254
17,2023/06/29 12:25:23,quant_conv2d,1,2,4,0.9115999937057495,0.0,0.28918448090553284
18,2023/06/29 12:25:28,quant_conv2d,1,3,4,0.9115999937057495,0.0,0.2891821265220642
19,2023/06/29 12:25:32,quant_conv2d,1,4,4,0.9115999937057495,0.0,0.2891955077648163
20,2023/06/29 12:25:37,quant_conv2d,1,1,5,0.9115999937057495,0.0,0.2891925275325775
21,2023/06/29 12:25:41,quant_conv2d,1,2,5,0.9115999937057495,0.0,0.2891910970211029
22,2023/06/29 12:25:45,quant_conv2d,1,3,5,0.9115999937057495,0.0,0.2892098128795624
23,2023/06/29 12:25:50,quant_conv2d,1,4,5,0.9115999937057495,0.0,0.28917017579078674
24,2023/06/29 12:25:54,quant_conv2d,1,1,6,0.9115999937057495,0.0,0.2891920506954193
25,2023/06/29 12:25:58,quant_conv2d,1,2,6,0.9115999937057495,0.0,0.2891903221607208
26,2023/06/29 12:26:03,quant_conv2d,1,3,6,0.9115999937057495,0.0,0.28917109966278076
27,2023/06/29 12:26:08,quant_conv2d,1,4,6,0.9117000102996826,0.00010001659393310547,0.2891765832901001
28,2023/06/29 12:26:12,quant_conv2d,1,1,7,0.9115999937057495,0.0,0.2892111539840698
29,2023/06/29 12:26:16,quant_conv2d,1,2,7,0.9117000102996826,0.00010001659393310547,0.28916412591934204
30,2023/06/29 12:26:20,quant_conv2d,1,3,7,0.9117000102996826,0.00010001659393310547,0.28918302059173584
31,2023/06/29 12:26:25,quant_conv2d,1,4,7,0.9115999937057495,0.0,0.28913792967796326
32,2023/06/29 12:26:29,quant_conv2d,1,1,8,0.9115999937057495,0.0,0.2891795039176941
33,2023/06/29 12:26:33,quant_conv2d,1,2,8,0.9115999937057495,0.0,0.2891395390033722
34,2023/06/29 12:26:38,quant_conv2d,1,3,8,0.9115999937057495,0.0,0.2892085313796997
35,2023/06/29 12:26:42,quant_conv2d,1,4,8,0.9117000102996826,0.00010001659393310547,0.2891792356967926
36,2023/06/29 12:26:46,quant_conv2d,1,1,9,0.9117000102996826,0.00010001659393310547,0.2891799211502075
37,2023/06/29 12:26:51,quant_conv2d,1,2,9,0.9117000102996826,0.00010001659393310547,0.28914040327072144
38,2023/06/29 12:26:56,quant_conv2d,1,3,9,0.9115999937057495,0.0,0.2892151176929474
39,2023/06/29 12:27:01,quant_conv2d,1,4,9,0.9117000102996826,0.00010001659393310547,0.2892179787158966
