,reference,layer_key,kernel_index,n_bits_flipped,bit_disrupted,q_aware_test_accuracy,q_aware_test_acc_degradation,q_aware_test_loss
,original,,,,,0.9114999771118164,,0.2890910804271698
,new reference,,,,,0.9116,,0.2891834
0,2023/06/15 09:58:56,quant_conv2d,1,1,0,0.9116,0.0,0.2891834
1,2023/06/15 09:59:00,quant_conv2d,1,2,0,0.9116,0.0,0.2891834
2,2023/06/15 09:59:03,quant_conv2d,1,3,0,0.9116,0.0,0.2891834
3,2023/06/15 09:59:07,quant_conv2d,1,4,0,0.9116,0.0,0.2891834
4,2023/06/15 09:59:10,quant_conv2d,1,1,1,0.9116,0.0,0.2891834
5,2023/06/15 09:59:14,quant_conv2d,1,2,1,0.9116,0.0,0.2891834
6,2023/06/15 09:59:18,quant_conv2d,1,3,1,0.9116,0.0,0.2891834
7,2023/06/15 09:59:22,quant_conv2d,1,4,1,0.9116,0.0,0.28918198
8,2023/06/15 09:59:25,quant_conv2d,1,1,2,0.9116,0.0,0.2891933
9,2023/06/15 09:59:29,quant_conv2d,1,2,2,0.9116,0.0,0.2891837
10,2023/06/15 09:59:32,quant_conv2d,1,3,2,0.9116,0.0,0.28918347
11,2023/06/15 09:59:36,quant_conv2d,1,4,2,0.9116,0.0,0.28918368
12,2023/06/15 09:59:40,quant_conv2d,1,1,3,0.9116,0.0,0.2891834
13,2023/06/15 09:59:43,quant_conv2d,1,2,3,0.9116,0.0,0.2891834
14,2023/06/15 09:59:47,quant_conv2d,1,3,3,0.9116,0.0,0.28917703
15,2023/06/15 09:59:51,quant_conv2d,1,4,3,0.9116,0.0,0.28919193
16,2023/06/15 09:59:54,quant_conv2d,1,1,4,0.9116,0.0,0.28917724
17,2023/06/15 09:59:58,quant_conv2d,1,2,4,0.9116,0.0,0.2891797
18,2023/06/15 10:00:01,quant_conv2d,1,3,4,0.9116,0.0,0.28918663
19,2023/06/15 10:00:05,quant_conv2d,1,4,4,0.9116,0.0,0.28918436
20,2023/06/15 10:00:09,quant_conv2d,1,1,5,0.9116,0.0,0.28918296
21,2023/06/15 10:00:12,quant_conv2d,1,2,5,0.9116,0.0,0.28916854
22,2023/06/15 10:00:16,quant_conv2d,1,3,5,0.9117,9.999999999998899e-05,0.28914943
23,2023/06/15 10:00:20,quant_conv2d,1,4,5,0.9116,0.0,0.2891894
24,2023/06/15 10:00:23,quant_conv2d,1,1,6,0.9116,0.0,0.28917462
