,reference,layer_name,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
302,2023/10/25 09:53:39,conv2d/,3,3,0.9134,0.0006000000000000449,0.39043146
303,2023/10/25 09:53:40,conv2d/,4,3,0.9145,-0.0004999999999999449,0.3920818
304,2023/10/25 09:53:42,conv2d/,1,4,0.9138,0.000200000000000089,0.39508334
305,2023/10/25 09:53:44,conv2d/,2,4,0.9139,9.999999999998899e-05,0.39128125
306,2023/10/25 09:53:45,conv2d/,3,4,0.9133,0.0007000000000000339,0.3913468
307,2023/10/25 09:53:47,conv2d/,4,4,0.9142,-0.00019999999999997797,0.38782743
308,2023/10/25 09:53:48,conv2d/,1,5,0.9132,0.0008000000000000229,0.39250985
309,2023/10/25 09:53:50,conv2d/,2,5,0.9147,-0.0006999999999999229,0.38432896
310,2023/10/25 09:53:52,conv2d/,3,5,0.9118,0.0021999999999999797,0.40289718
311,2023/10/25 09:53:53,conv2d/,4,5,0.9126,0.0014000000000000679,0.3936826
312,2023/10/25 09:53:55,conv2d/,1,6,0.913,0.0010000000000000009,0.39674866
313,2023/10/25 09:53:57,conv2d/,2,6,0.9138,0.000200000000000089,0.39389032
314,2023/10/25 09:53:58,conv2d/,3,6,0.9124,0.0016000000000000458,0.38546968
315,2023/10/25 09:54:00,conv2d/,4,6,0.9011,0.012900000000000023,0.50065136
316,2023/10/25 09:54:02,conv2d/,1,7,0.9123,0.0017000000000000348,0.39181355
317,2023/10/25 09:54:03,conv2d/,2,7,0.913,0.0010000000000000009,0.38519523
318,2023/10/25 09:54:05,conv2d/,3,7,0.9102,0.0038000000000000256,0.39792275
319,2023/10/25 09:54:07,conv2d/,4,7,0.907,0.007000000000000006,0.40673354
