,reference,layer_key,kernel_index,layer_index,n_bits_flipped,bit_disrupted,q_aware_test_accuracy,q_aware_test_acc_degradation,q_aware_test_loss
1528,2023/05/22 12:23:49,quant_conv2d,1,2,1,31,0.9059000015258789,-0.0056999921798706055,0.3033909201622009
1529,2023/05/22 12:23:55,quant_conv2d,1,2,2,31,0.9027000069618225,-0.008899986743927002,0.3204622268676758
1530,2023/05/22 12:24:01,quant_conv2d,1,2,3,31,0.8964999914169312,-0.01510000228881836,0.3418986201286316
1531,2023/05/22 12:24:06,quant_conv2d,1,2,4,31,0.891700029373169,-0.019899964332580566,0.3534693717956543
1532,2023/05/22 12:24:12,quant_conv2d,1,2,5,31,0.887499988079071,-0.024100005626678467,0.37234070897102356
1533,2023/05/22 12:24:18,quant_conv2d,1,2,6,31,0.8816999793052673,-0.029900014400482178,0.3979092538356781
1534,2023/05/22 12:24:24,quant_conv2d,1,2,7,31,0.8808000087738037,-0.0307999849319458,0.4061584174633026
1535,2023/05/22 12:24:30,quant_conv2d,1,2,8,31,0.8712000250816345,-0.04039996862411499,0.42293763160705566
1536,2023/05/20 13:15:15,quant_conv2d,1,2,1,0,0.9115999937057495,0.0,0.2891831398010254
1537,2023/05/20 13:15:18,quant_conv2d,1,2,2,0,0.9115999937057495,0.0,0.2891831398010254
1538,2023/05/20 13:15:21,quant_conv2d,1,2,3,0,0.9115999937057495,0.0,0.2891831398010254
1539,2023/05/20 13:15:25,quant_conv2d,1,2,4,0,0.9115999937057495,0.0,0.2891831398010254
1540,2023/05/20 13:15:28,quant_conv2d,1,2,5,0,0.9115999937057495,0.0,0.2891831398010254
1541,2023/05/20 13:15:31,quant_conv2d,1,2,6,0,0.9115999937057495,0.0,0.2891826927661896
1542,2023/05/20 13:15:35,quant_conv2d,1,2,7,0,0.9115999937057495,0.0,0.2891830503940582
1543,2023/05/20 13:15:38,quant_conv2d,1,2,8,0,0.9115999937057495,0.0,0.2891831696033478
1544,2023/05/20 13:15:41,quant_conv2d,1,2,1,1,0.9115999937057495,0.0,0.2891831398010254
1545,2023/05/20 13:15:44,quant_conv2d,1,2,2,1,0.9115999937057495,0.0,0.28918254375457764
1546,2023/05/20 13:15:47,quant_conv2d,1,2,3,1,0.9115999937057495,0.0,0.2891831398010254
1547,2023/05/20 13:15:50,quant_conv2d,1,2,4,1,0.9115999937057495,0.0,0.2891831398010254
1548,2023/05/20 13:15:54,quant_conv2d,1,2,5,1,0.9115999937057495,0.0,0.2891831398010254
1549,2023/05/20 13:15:57,quant_conv2d,1,2,6,1,0.9115999937057495,0.0,0.28918328881263733
1550,2023/05/20 13:16:00,quant_conv2d,1,2,7,1,0.9115999937057495,0.0,0.2891831696033478
1551,2023/05/20 13:16:04,quant_conv2d,1,2,8,1,0.9115999937057495,0.0,0.2891831398010254
1552,2023/05/20 13:16:07,quant_conv2d,1,2,1,2,0.9115999937057495,0.0,0.2891831398010254
1553,2023/05/20 13:16:10,quant_conv2d,1,2,2,2,0.9115999937057495,0.0,0.28917545080184937
1554,2023/05/20 13:16:13,quant_conv2d,1,2,3,2,0.9115999937057495,0.0,0.2891831398010254
1555,2023/05/20 13:16:16,quant_conv2d,1,2,4,2,0.9115999937057495,0.0,0.28918302059173584
1556,2023/05/20 13:16:19,quant_conv2d,1,2,5,2,0.9115999937057495,0.0,0.2891868054866791
1557,2023/05/20 13:16:22,quant_conv2d,1,2,6,2,0.9115999937057495,0.0,0.2891831696033478
1558,2023/05/20 13:16:26,quant_conv2d,1,2,7,2,0.9115999937057495,0.0,0.2891848087310791
1559,2023/05/20 13:16:29,quant_conv2d,1,2,8,2,0.9115999937057495,0.0,0.28917303681373596
1560,2023/05/20 13:16:32,quant_conv2d,1,2,1,3,0.9115999937057495,0.0,0.289183109998703
1561,2023/05/20 13:16:35,quant_conv2d,1,2,2,3,0.9115999937057495,0.0,0.289183109998703
1562,2023/05/20 13:16:38,quant_conv2d,1,2,3,3,0.9115999937057495,0.0,0.28917646408081055
1563,2023/05/20 13:16:41,quant_conv2d,1,2,4,3,0.9115999937057495,0.0,0.2891831398010254
1564,2023/05/20 13:16:45,quant_conv2d,1,2,5,3,0.9115999937057495,0.0,0.28918811678886414
1565,2023/05/20 13:16:48,quant_conv2d,1,2,6,3,0.9115999937057495,0.0,0.28917524218559265
1566,2023/05/20 13:16:51,quant_conv2d,1,2,7,3,0.9115999937057495,0.0,0.28918856382369995
1567,2023/05/20 13:16:55,quant_conv2d,1,2,8,3,0.9115999937057495,0.0,0.2891830503940582
1568,2023/05/20 13:16:58,quant_conv2d,1,2,1,4,0.9115999937057495,0.0,0.2891828715801239
1569,2023/05/20 13:17:01,quant_conv2d,1,2,2,4,0.9115999937057495,0.0,0.28919264674186707
1570,2023/05/20 13:17:04,quant_conv2d,1,2,3,4,0.9115999937057495,0.0,0.28919827938079834
1571,2023/05/20 13:17:07,quant_conv2d,1,2,4,4,0.9115999937057495,0.0,0.2891637086868286
1572,2023/05/20 13:17:10,quant_conv2d,1,2,5,4,0.9115999937057495,0.0,0.2891833782196045
1573,2023/05/20 13:17:13,quant_conv2d,1,2,6,4,0.9115999937057495,0.0,0.2891846001148224
1574,2023/05/20 13:17:17,quant_conv2d,1,2,7,4,0.9115999937057495,0.0,0.28919243812561035
1575,2023/05/20 13:17:20,quant_conv2d,1,2,8,4,0.9115999937057495,0.0,0.2892042100429535
1576,2023/05/20 13:17:23,quant_conv2d,1,2,1,5,0.9115999937057495,0.0,0.2891835868358612
1577,2023/05/20 13:17:26,quant_conv2d,1,2,2,5,0.9115999937057495,0.0,0.2891646921634674
1578,2023/05/20 13:17:29,quant_conv2d,1,2,3,5,0.9115999937057495,0.0,0.2891865372657776
1579,2023/05/20 13:17:32,quant_conv2d,1,2,4,5,0.9115999937057495,0.0,0.2891855537891388
1580,2023/05/20 13:17:36,quant_conv2d,1,2,5,5,0.9115999937057495,0.0,0.28919005393981934
1581,2023/05/20 13:17:39,quant_conv2d,1,2,6,5,0.9115999937057495,0.0,0.28918299078941345
1582,2023/05/20 13:17:42,quant_conv2d,1,2,7,5,0.9117000102996826,0.00010001659393310547,0.28919529914855957
1583,2023/05/20 13:17:46,quant_conv2d,1,2,8,5,0.9115999937057495,0.0,0.2891939580440521
1584,2023/05/20 13:17:49,quant_conv2d,1,2,1,6,0.9115999937057495,0.0,0.2891658842563629
1585,2023/05/20 13:17:52,quant_conv2d,1,2,2,6,0.9115999937057495,0.0,0.28915947675704956
1586,2023/05/20 13:17:55,quant_conv2d,1,2,3,6,0.9115999937057495,0.0,0.2891504764556885
1587,2023/05/20 13:17:58,quant_conv2d,1,2,4,6,0.9117000102996826,0.00010001659393310547,0.28917038440704346
1588,2023/05/20 13:18:02,quant_conv2d,1,2,5,6,0.9114999771118164,-0.00010001659393310547,0.2891959846019745
1589,2023/05/20 13:18:05,quant_conv2d,1,2,6,6,0.9117000102996826,0.00010001659393310547,0.28917884826660156
1590,2023/05/20 13:18:09,quant_conv2d,1,2,7,6,0.9115999937057495,0.0,0.2891538441181183
1591,2023/05/20 13:18:13,quant_conv2d,1,2,8,6,0.9115999937057495,0.0,0.2892208397388458
1592,2023/05/20 13:18:16,quant_conv2d,1,2,1,7,0.9115999937057495,0.0,0.2891625761985779
1593,2023/05/20 13:18:19,quant_conv2d,1,2,2,7,0.9115999937057495,0.0,0.2891773581504822
1594,2023/05/20 13:18:22,quant_conv2d,1,2,3,7,0.9114999771118164,-0.00010001659393310547,0.28917545080184937
1595,2023/05/20 13:18:25,quant_conv2d,1,2,4,7,0.9115999937057495,0.0,0.28918421268463135
1596,2023/05/20 13:18:28,quant_conv2d,1,2,5,7,0.9117000102996826,0.00010001659393310547,0.28920653462409973
1597,2023/05/20 13:18:31,quant_conv2d,1,2,6,7,0.9115999937057495,0.0,0.2892092168331146
1598,2023/05/20 13:18:35,quant_conv2d,1,2,7,7,0.9114999771118164,-0.00010001659393310547,0.28919482231140137
1599,2023/05/20 13:18:38,quant_conv2d,1,2,8,7,0.911899983882904,0.000299990177154541,0.28921204805374146
1600,2023/05/20 13:18:41,quant_conv2d,1,2,1,8,0.9114999771118164,-0.00010001659393310547,0.2891751825809479
1601,2023/05/20 13:18:44,quant_conv2d,1,2,2,8,0.9115999937057495,0.0,0.2891870439052582
1602,2023/05/20 13:18:47,quant_conv2d,1,2,3,8,0.9115999937057495,0.0,0.28919127583503723
1603,2023/05/20 13:18:50,quant_conv2d,1,2,4,8,0.9115999937057495,0.0,0.28922367095947266
1604,2023/05/20 13:18:53,quant_conv2d,1,2,5,8,0.9114000201225281,-0.00019997358322143555,0.2891877293586731
1605,2023/05/20 13:18:57,quant_conv2d,1,2,6,8,0.911300003528595,-0.000299990177154541,0.2892519235610962
1606,2023/05/20 13:19:00,quant_conv2d,1,2,7,8,0.9114999771118164,-0.00010001659393310547,0.2891279458999634
1607,2023/05/20 13:19:03,quant_conv2d,1,2,8,8,0.9117000102996826,0.00010001659393310547,0.28928887844085693
1608,2023/05/20 13:19:06,quant_conv2d,1,2,1,9,0.9114999771118164,-0.00010001659393310547,0.2891687750816345
1609,2023/05/20 13:19:09,quant_conv2d,1,2,2,9,0.9115999937057495,0.0,0.28914350271224976
1610,2023/05/20 13:19:13,quant_conv2d,1,2,3,9,0.9117000102996826,0.00010001659393310547,0.28918421268463135
1611,2023/05/20 13:19:16,quant_conv2d,1,2,4,9,0.9115999937057495,0.0,0.28914886713027954
1612,2023/05/20 13:19:19,quant_conv2d,1,2,5,9,0.9117000102996826,0.00010001659393310547,0.28917741775512695
1613,2023/05/20 13:19:22,quant_conv2d,1,2,6,9,0.9115999937057495,0.0,0.2891083061695099
1614,2023/05/20 13:19:26,quant_conv2d,1,2,7,9,0.9117000102996826,0.00010001659393310547,0.2892029583454132
1615,2023/05/20 13:19:29,quant_conv2d,1,2,8,9,0.9114999771118164,-0.00010001659393310547,0.28919485211372375
1616,2023/05/20 13:19:32,quant_conv2d,1,2,1,10,0.9115999937057495,0.0,0.2890927791595459
1617,2023/05/20 13:19:35,quant_conv2d,1,2,2,10,0.9117000102996826,0.00010001659393310547,0.2891184687614441
1618,2023/05/20 13:19:38,quant_conv2d,1,2,3,10,0.9115999937057495,0.0,0.28920453786849976
1619,2023/05/20 13:19:41,quant_conv2d,1,2,4,10,0.911899983882904,0.000299990177154541,0.28932860493659973
1620,2023/05/20 13:19:44,quant_conv2d,1,2,5,10,0.9117000102996826,0.00010001659393310547,0.2891816198825836
1621,2023/05/20 13:19:48,quant_conv2d,1,2,6,10,0.9114999771118164,-0.00010001659393310547,0.2891715168952942
1622,2023/05/20 13:19:51,quant_conv2d,1,2,7,10,0.9114999771118164,-0.00010001659393310547,0.28908389806747437
1623,2023/05/20 13:19:54,quant_conv2d,1,2,8,10,0.911300003528595,-0.000299990177154541,0.2890007197856903
1624,2023/05/20 13:19:57,quant_conv2d,1,2,1,11,0.9115999937057495,0.0,0.28911033272743225
1625,2023/05/20 13:20:00,quant_conv2d,1,2,2,11,0.9114999771118164,-0.00010001659393310547,0.28922516107559204
1626,2023/05/20 13:20:04,quant_conv2d,1,2,3,11,0.9114000201225281,-0.00019997358322143555,0.28930044174194336
1627,2023/05/20 13:20:07,quant_conv2d,1,2,4,11,0.9115999937057495,0.0,0.28920793533325195
1628,2023/05/20 13:20:10,quant_conv2d,1,2,5,11,0.9120000004768372,0.0004000067710876465,0.28917598724365234
1629,2023/05/20 13:20:13,quant_conv2d,1,2,6,11,0.911300003528595,-0.000299990177154541,0.2891441583633423
1630,2023/05/20 13:20:17,quant_conv2d,1,2,7,11,0.9121000170707703,0.000500023365020752,0.2892414331436157
1631,2023/05/20 13:20:20,quant_conv2d,1,2,8,11,0.9117000102996826,0.00010001659393310547,0.28931036591529846
1632,2023/05/20 13:20:23,quant_conv2d,1,2,1,12,0.9117000102996826,0.00010001659393310547,0.2891458570957184
1633,2023/05/20 13:20:26,quant_conv2d,1,2,2,12,0.9118000268936157,0.00020003318786621094,0.2893981337547302
1634,2023/05/20 13:20:29,quant_conv2d,1,2,3,12,0.9117000102996826,0.00010001659393310547,0.28936368227005005
1635,2023/05/20 13:20:32,quant_conv2d,1,2,4,12,0.911899983882904,0.000299990177154541,0.2893911898136139
1636,2023/05/20 13:20:35,quant_conv2d,1,2,5,12,0.9110999703407288,-0.000500023365020752,0.2892044186592102
1637,2023/05/20 13:20:39,quant_conv2d,1,2,6,12,0.9118000268936157,0.00020003318786621094,0.28955408930778503
1638,2023/05/20 13:20:42,quant_conv2d,1,2,7,12,0.9118000268936157,0.00020003318786621094,0.28935328125953674
1639,2023/05/20 13:20:45,quant_conv2d,1,2,8,12,0.9118000268936157,0.00020003318786621094,0.28946763277053833
1640,2023/05/20 13:20:48,quant_conv2d,1,2,1,13,0.9115999937057495,0.0,0.28898313641548157
1641,2023/05/20 13:20:51,quant_conv2d,1,2,2,13,0.911899983882904,0.000299990177154541,0.28921180963516235
1642,2023/05/20 13:20:55,quant_conv2d,1,2,3,13,0.911300003528595,-0.000299990177154541,0.289279043674469
1643,2023/05/20 13:20:58,quant_conv2d,1,2,4,13,0.9118000268936157,0.00020003318786621094,0.28903090953826904
1644,2023/05/20 13:21:01,quant_conv2d,1,2,5,13,0.911300003528595,-0.000299990177154541,0.2892342209815979
1645,2023/05/20 13:21:04,quant_conv2d,1,2,6,13,0.9114999771118164,-0.00010001659393310547,0.289510041475296
1646,2023/05/20 13:21:08,quant_conv2d,1,2,7,13,0.9118000268936157,0.00020003318786621094,0.2893237769603729
1647,2023/05/20 13:21:11,quant_conv2d,1,2,8,13,0.911899983882904,0.000299990177154541,0.28918179869651794
1648,2023/05/20 13:21:14,quant_conv2d,1,2,1,14,0.9111999869346619,-0.0004000067710876465,0.2890985906124115
1649,2023/05/20 13:21:17,quant_conv2d,1,2,2,14,0.9120000004768372,0.0004000067710876465,0.2895369529724121
1650,2023/05/20 13:21:20,quant_conv2d,1,2,3,14,0.9111999869346619,-0.0004000067710876465,0.2893913686275482
1651,2023/05/20 13:21:23,quant_conv2d,1,2,4,14,0.9125000238418579,0.0009000301361083984,0.28943538665771484
1652,2023/05/20 13:21:26,quant_conv2d,1,2,5,14,0.9117000102996826,0.00010001659393310547,0.2891477942466736
1653,2023/05/20 13:21:30,quant_conv2d,1,2,6,14,0.9128000140190125,0.0012000203132629395,0.2895919680595398
1654,2023/05/20 13:21:33,quant_conv2d,1,2,7,14,0.9114999771118164,-0.00010001659393310547,0.2899399399757385
1655,2023/05/20 13:21:37,quant_conv2d,1,2,8,14,0.9114999771118164,-0.00010001659393310547,0.2896784543991089
1656,2023/05/20 13:21:40,quant_conv2d,1,2,1,15,0.9115999937057495,0.0,0.2893199324607849
1657,2023/05/20 13:21:43,quant_conv2d,1,2,2,15,0.9114999771118164,-0.00010001659393310547,0.28883081674575806
1658,2023/05/20 13:21:46,quant_conv2d,1,2,3,15,0.911300003528595,-0.000299990177154541,0.29038509726524353
1659,2023/05/20 13:21:49,quant_conv2d,1,2,4,15,0.9125000238418579,0.0009000301361083984,0.291034996509552
1660,2023/05/20 13:21:52,quant_conv2d,1,2,5,15,0.911300003528595,-0.000299990177154541,0.29034146666526794
1661,2023/05/20 13:21:55,quant_conv2d,1,2,6,15,0.9114999771118164,-0.00010001659393310547,0.28959134221076965
1662,2023/05/20 13:21:58,quant_conv2d,1,2,7,15,0.9110999703407288,-0.000500023365020752,0.28998109698295593
1663,2023/05/20 13:22:02,quant_conv2d,1,2,8,15,0.9107000231742859,-0.000899970531463623,0.29030001163482666
1664,2023/05/20 13:22:04,quant_conv2d,1,2,1,16,0.9117000102996826,0.00010001659393310547,0.2895917296409607
1665,2023/05/20 13:22:07,quant_conv2d,1,2,2,16,0.9103000164031982,-0.0012999773025512695,0.2900148034095764
1666,2023/05/20 13:22:10,quant_conv2d,1,2,3,16,0.9115999937057495,0.0,0.2908926010131836
1667,2023/05/20 13:22:13,quant_conv2d,1,2,4,16,0.9107000231742859,-0.000899970531463623,0.291538804769516
1668,2023/05/20 13:22:16,quant_conv2d,1,2,5,16,0.9121999740600586,0.000599980354309082,0.29065895080566406
1669,2023/05/20 13:22:20,quant_conv2d,1,2,6,16,0.9110999703407288,-0.000500023365020752,0.2911470830440521
1670,2023/05/20 13:22:23,quant_conv2d,1,2,7,16,0.9100000262260437,-0.0015999674797058105,0.29414841532707214
1671,2023/05/20 13:22:26,quant_conv2d,1,2,8,16,0.9107000231742859,-0.000899970531463623,0.2926143705844879
1672,2023/05/20 13:22:29,quant_conv2d,1,2,1,17,0.9115999937057495,0.0,0.28991907835006714
1673,2023/05/20 13:22:32,quant_conv2d,1,2,2,17,0.9114999771118164,-0.00010001659393310547,0.2922237515449524
1674,2023/05/20 13:22:35,quant_conv2d,1,2,3,17,0.9093999862670898,-0.002200007438659668,0.2949061989784241
1675,2023/05/20 13:22:38,quant_conv2d,1,2,4,17,0.909500002861023,-0.0020999908447265625,0.29432570934295654
1676,2023/05/20 13:22:41,quant_conv2d,1,2,5,17,0.909500002861023,-0.0020999908447265625,0.29655900597572327
1677,2023/05/20 13:22:45,quant_conv2d,1,2,6,17,0.909500002861023,-0.0020999908447265625,0.3012043833732605
1678,2023/05/20 13:22:48,quant_conv2d,1,2,7,17,0.90829998254776,-0.003300011157989502,0.2970706820487976
1679,2023/05/20 13:22:51,quant_conv2d,1,2,8,17,0.9085000157356262,-0.003099977970123291,0.3036244511604309
1680,2023/05/20 13:22:54,quant_conv2d,1,2,1,18,0.9104999899864197,-0.001100003719329834,0.2944231927394867
1681,2023/05/20 13:22:57,quant_conv2d,1,2,2,18,0.9097999930381775,-0.0018000006675720215,0.2978228032588959
1682,2023/05/20 13:23:00,quant_conv2d,1,2,3,18,0.9081000089645386,-0.0034999847412109375,0.29916632175445557
1683,2023/05/20 13:23:04,quant_conv2d,1,2,4,18,0.9085999727249146,-0.003000020980834961,0.3055758476257324
1684,2023/05/20 13:23:07,quant_conv2d,1,2,5,18,0.9060999751091003,-0.00550001859664917,0.30963778495788574
1685,2023/05/20 13:23:10,quant_conv2d,1,2,6,18,0.9036999940872192,-0.007899999618530273,0.31911930441856384
1686,2023/05/20 13:23:13,quant_conv2d,1,2,7,18,0.9042999744415283,-0.007300019264221191,0.3173854947090149
1687,2023/05/20 13:23:17,quant_conv2d,1,2,8,18,0.9043999910354614,-0.007200002670288086,0.3234040141105652
1688,2023/05/20 13:23:20,quant_conv2d,1,2,1,19,0.9086999893188477,-0.0029000043869018555,0.30044320225715637
1689,2023/05/20 13:23:23,quant_conv2d,1,2,2,19,0.9053999781608582,-0.006200015544891357,0.31130558252334595
1690,2023/05/20 13:23:26,quant_conv2d,1,2,3,19,0.9017000198364258,-0.00989997386932373,0.3276643753051758
1691,2023/05/20 13:23:29,quant_conv2d,1,2,4,19,0.8995000123977661,-0.012099981307983398,0.33082178235054016
1692,2023/05/20 13:23:32,quant_conv2d,1,2,5,19,0.8970000147819519,-0.014599978923797607,0.34993672370910645
1693,2023/05/20 13:23:36,quant_conv2d,1,2,6,19,0.8919000029563904,-0.01969999074935913,0.364955335855484
1694,2023/05/20 13:23:39,quant_conv2d,1,2,7,19,0.8924999833106995,-0.01910001039505005,0.37338289618492126
1695,2023/05/20 13:23:42,quant_conv2d,1,2,8,19,0.885200023651123,-0.026399970054626465,0.3899975121021271
1696,2023/05/20 13:23:45,quant_conv2d,1,2,1,20,0.9067999720573425,-0.004800021648406982,0.3036714494228363
1697,2023/05/20 13:23:48,quant_conv2d,1,2,2,20,0.9059000015258789,-0.0056999921798706055,0.3127220869064331
1698,2023/05/20 13:23:51,quant_conv2d,1,2,3,20,0.9014999866485596,-0.010100007057189941,0.3280830681324005
1699,2023/05/20 13:23:55,quant_conv2d,1,2,4,20,0.8981000185012817,-0.013499975204467773,0.33317968249320984
1700,2023/05/20 13:23:58,quant_conv2d,1,2,5,20,0.8942000269889832,-0.017399966716766357,0.3536234498023987
1701,2023/05/20 13:24:01,quant_conv2d,1,2,6,20,0.8912000060081482,-0.02039998769760132,0.37402865290641785
1702,2023/05/20 13:24:05,quant_conv2d,1,2,7,20,0.8889999985694885,-0.022599995136260986,0.37691470980644226
1703,2023/05/20 13:24:08,quant_conv2d,1,2,8,20,0.885200023651123,-0.026399970054626465,0.39220482110977173
1704,2023/05/20 13:24:11,quant_conv2d,1,2,1,21,0.9083999991416931,-0.0031999945640563965,0.30193063616752625
1705,2023/05/20 13:24:14,quant_conv2d,1,2,2,21,0.9045000076293945,-0.0070999860763549805,0.31156185269355774
1706,2023/05/20 13:24:17,quant_conv2d,1,2,3,21,0.9014000296592712,-0.010199964046478271,0.3270229995250702
1707,2023/05/20 13:24:20,quant_conv2d,1,2,4,21,0.8974999785423279,-0.01410001516342163,0.3347877264022827
1708,2023/05/20 13:24:23,quant_conv2d,1,2,5,21,0.8932999968528748,-0.018299996852874756,0.35227087140083313
1709,2023/05/20 13:24:27,quant_conv2d,1,2,6,21,0.892300009727478,-0.019299983978271484,0.36625102162361145
1710,2023/05/20 13:24:30,quant_conv2d,1,2,7,21,0.8895999789237976,-0.022000014781951904,0.37419041991233826
1711,2023/05/20 13:24:33,quant_conv2d,1,2,8,21,0.8877999782562256,-0.023800015449523926,0.38491594791412354
1712,2023/05/20 13:24:36,quant_conv2d,1,2,1,22,0.9072999954223633,-0.0042999982833862305,0.3048993647098541
1713,2023/05/20 13:24:39,quant_conv2d,1,2,2,22,0.9054999947547913,-0.006099998950958252,0.3144541084766388
1714,2023/05/20 13:24:42,quant_conv2d,1,2,3,22,0.8986999988555908,-0.012899994850158691,0.33279722929000854
1715,2023/05/20 13:24:46,quant_conv2d,1,2,4,22,0.900600016117096,-0.010999977588653564,0.33267855644226074
1716,2023/05/20 13:24:49,quant_conv2d,1,2,5,22,0.8999000191688538,-0.011699974536895752,0.34688088297843933
1717,2023/05/20 13:24:52,quant_conv2d,1,2,6,22,0.890999972820282,-0.02060002088546753,0.3611414432525635
1718,2023/05/20 13:24:55,quant_conv2d,1,2,7,22,0.8946999907493591,-0.01690000295639038,0.3714836537837982
1719,2023/05/20 13:24:59,quant_conv2d,1,2,8,22,0.8827999830245972,-0.028800010681152344,0.40010133385658264
1720,2023/05/20 13:25:02,quant_conv2d,1,2,1,23,0.9081000089645386,-0.0034999847412109375,0.3024196922779083
1721,2023/05/20 13:25:05,quant_conv2d,1,2,2,23,0.9060999751091003,-0.00550001859664917,0.3105168342590332
1722,2023/05/20 13:25:08,quant_conv2d,1,2,3,23,0.8981000185012817,-0.013499975204467773,0.3301411271095276
1723,2023/05/20 13:25:11,quant_conv2d,1,2,4,23,0.8959000110626221,-0.01569998264312744,0.3423723876476288
1724,2023/05/20 13:25:14,quant_conv2d,1,2,5,23,0.8946999907493591,-0.01690000295639038,0.35152488946914673
1725,2023/05/20 13:25:18,quant_conv2d,1,2,6,23,0.8944000005722046,-0.017199993133544922,0.3622341454029083
1726,2023/05/20 13:25:21,quant_conv2d,1,2,7,23,0.8892999887466431,-0.022300004959106445,0.37224122881889343
1727,2023/05/20 13:25:25,quant_conv2d,1,2,8,23,0.8831999897956848,-0.028400003910064697,0.3855609893798828
1728,2023/05/22 12:24:36,quant_conv2d,1,2,1,24,0.9088000059127808,-0.00279998779296875,0.30455464124679565
1729,2023/05/22 12:24:42,quant_conv2d,1,2,2,24,0.906499981880188,-0.0051000118255615234,0.3156006336212158
1730,2023/05/22 12:24:47,quant_conv2d,1,2,3,24,0.9007999897003174,-0.010800004005432129,0.3265182673931122
1731,2023/05/22 12:24:53,quant_conv2d,1,2,4,24,0.897599995136261,-0.013999998569488525,0.33932408690452576
1732,2023/05/22 12:24:59,quant_conv2d,1,2,5,24,0.8977000117301941,-0.01389998197555542,0.35177141427993774
1733,2023/05/22 12:25:05,quant_conv2d,1,2,6,24,0.8913000226020813,-0.020299971103668213,0.3697328269481659
1734,2023/05/22 12:25:11,quant_conv2d,1,2,7,24,0.8866000175476074,-0.02499997615814209,0.3750014007091522
1735,2023/05/22 12:25:17,quant_conv2d,1,2,8,24,0.8852999806404114,-0.026300013065338135,0.3928934931755066
1736,2023/05/22 12:25:23,quant_conv2d,1,2,1,25,0.9085999727249146,-0.003000020980834961,0.30151158571243286
1737,2023/05/22 12:25:29,quant_conv2d,1,2,2,25,0.9032999873161316,-0.00830000638961792,0.3158632516860962
1738,2023/05/22 12:25:34,quant_conv2d,1,2,3,25,0.9021999835968018,-0.009400010108947754,0.32249537110328674
1739,2023/05/22 12:25:40,quant_conv2d,1,2,4,25,0.8991000056266785,-0.012499988079071045,0.33820289373397827
1740,2023/05/22 12:25:46,quant_conv2d,1,2,5,25,0.8924000263214111,-0.01919996738433838,0.3527442514896393
1741,2023/05/22 12:25:53,quant_conv2d,1,2,6,25,0.891700029373169,-0.019899964332580566,0.3617706000804901
1742,2023/05/22 12:25:59,quant_conv2d,1,2,7,25,0.88919997215271,-0.02240002155303955,0.3770698308944702
1743,2023/05/22 12:26:05,quant_conv2d,1,2,8,25,0.8870999813079834,-0.024500012397766113,0.38780149817466736
1744,2023/05/22 12:26:10,quant_conv2d,1,2,1,26,0.9086999893188477,-0.0029000043869018555,0.29861509799957275
1745,2023/05/22 12:26:16,quant_conv2d,1,2,2,26,0.9043999910354614,-0.007200002670288086,0.31005188822746277
1746,2023/05/22 12:26:22,quant_conv2d,1,2,3,26,0.9020000100135803,-0.00959998369216919,0.3310265839099884
1747,2023/05/22 12:26:28,quant_conv2d,1,2,4,26,0.8999999761581421,-0.011600017547607422,0.3370107412338257
1748,2023/05/22 12:26:35,quant_conv2d,1,2,5,26,0.8934000134468079,-0.01819998025894165,0.3608834743499756
1749,2023/05/22 12:26:42,quant_conv2d,1,2,6,26,0.8902999758720398,-0.021300017833709717,0.37561875581741333
1750,2023/05/22 12:26:49,quant_conv2d,1,2,7,26,0.8899000287055969,-0.021699965000152588,0.3749324381351471
1751,2023/05/22 12:26:55,quant_conv2d,1,2,8,26,0.8902000188827515,-0.021399974822998047,0.38439884781837463
1752,2023/05/22 12:27:01,quant_conv2d,1,2,1,27,0.9071999788284302,-0.004400014877319336,0.3008015751838684
1753,2023/05/22 12:27:07,quant_conv2d,1,2,2,27,0.902999997138977,-0.008599996566772461,0.3085775077342987
1754,2023/05/22 12:27:13,quant_conv2d,1,2,3,27,0.8992000222206116,-0.01239997148513794,0.3388759195804596
1755,2023/05/22 12:27:19,quant_conv2d,1,2,4,27,0.895799994468689,-0.015799999237060547,0.33627936244010925
1756,2023/05/22 12:27:25,quant_conv2d,1,2,5,27,0.8980000019073486,-0.013599991798400879,0.3479936420917511
1757,2023/05/22 12:27:31,quant_conv2d,1,2,6,27,0.8938000202178955,-0.017799973487854004,0.3664078712463379
1758,2023/05/22 12:27:37,quant_conv2d,1,2,7,27,0.8924000263214111,-0.01919996738433838,0.35946932435035706
1759,2023/05/22 12:27:44,quant_conv2d,1,2,8,27,0.8877999782562256,-0.023800015449523926,0.3903089165687561
1760,2023/05/22 12:27:49,quant_conv2d,1,2,1,28,0.9078999757766724,-0.0037000179290771484,0.2991488575935364
1761,2023/05/22 12:27:55,quant_conv2d,1,2,2,28,0.9052000045776367,-0.006399989128112793,0.31646284461021423
1762,2023/05/22 12:28:00,quant_conv2d,1,2,3,28,0.9027000069618225,-0.008899986743927002,0.3292695879936218
1763,2023/05/22 12:28:06,quant_conv2d,1,2,4,28,0.8971999883651733,-0.014400005340576172,0.33960527181625366
1764,2023/05/22 12:28:12,quant_conv2d,1,2,5,28,0.8981000185012817,-0.013499975204467773,0.34140118956565857
1765,2023/05/22 12:28:17,quant_conv2d,1,2,6,28,0.8942000269889832,-0.017399966716766357,0.3624485433101654
1766,2023/05/22 12:28:23,quant_conv2d,1,2,7,28,0.8880000114440918,-0.023599982261657715,0.37712886929512024
