,reference,layer_key,kernel_index,layer_index,n_bits_flipped,bit_disrupted,q_aware_test_accuracy,q_aware_test_acc_degradation,q_aware_test_loss
,original,,,,,,0.9114999771118164,,0.2890910804271698
,new reference,,,,,,0.9115999937057495,,0.2891831398010254
0,2023/05/19 21:08:09,quant_conv2d,1,2,1,0,0.9115999937057495,0.0,0.2891831398010254
1,2023/05/19 21:08:12,quant_conv2d,1,2,2,0,0.9115999937057495,0.0,0.2891831398010254
2,2023/05/19 21:08:15,quant_conv2d,1,2,3,0,0.9115999937057495,0.0,0.2891831398010254
3,2023/05/19 21:08:19,quant_conv2d,1,2,4,0,0.9115999937057495,0.0,0.2891831398010254
4,2023/05/19 21:08:22,quant_conv2d,1,2,5,0,0.9115999937057495,0.0,0.2891826331615448
5,2023/05/19 21:08:26,quant_conv2d,1,2,6,0,0.9115999937057495,0.0,0.2891838848590851
6,2023/05/19 21:08:29,quant_conv2d,1,2,7,0,0.9115999937057495,0.0,0.2891831398010254
7,2023/05/19 21:08:34,quant_conv2d,1,2,8,0,0.9115999937057495,0.0,0.2891831398010254
8,2023/05/19 21:08:37,quant_conv2d,1,2,1,1,0.9115999937057495,0.0,0.2891831398010254
9,2023/05/19 21:08:41,quant_conv2d,1,2,2,1,0.9115999937057495,0.0,0.2891831398010254
10,2023/05/19 21:08:45,quant_conv2d,1,2,3,1,0.9115999937057495,0.0,0.28918319940567017
11,2023/05/19 21:08:49,quant_conv2d,1,2,4,1,0.9115999937057495,0.0,0.2891831696033478
12,2023/05/19 21:08:52,quant_conv2d,1,2,5,1,0.9115999937057495,0.0,0.2891831398010254
13,2023/05/19 21:08:56,quant_conv2d,1,2,6,1,0.9115999937057495,0.0,0.2891786992549896
14,2023/05/19 21:09:00,quant_conv2d,1,2,7,1,0.9115999937057495,0.0,0.2891831398010254
15,2023/05/19 21:09:03,quant_conv2d,1,2,8,1,0.9115999937057495,0.0,0.2891838252544403
16,2023/05/19 21:09:07,quant_conv2d,1,2,1,2,0.9115999937057495,0.0,0.2891831398010254
17,2023/05/19 21:09:10,quant_conv2d,1,2,2,2,0.9115999937057495,0.0,0.28918319940567017
18,2023/05/19 21:09:15,quant_conv2d,1,2,3,2,0.9115999937057495,0.0,0.28918328881263733
19,2023/05/19 21:09:23,quant_conv2d,1,2,4,2,0.9115999937057495,0.0,0.2891814112663269
20,2023/05/19 21:09:27,quant_conv2d,1,2,5,2,0.9115999937057495,0.0,0.2891838848590851
21,2023/05/19 21:09:31,quant_conv2d,1,2,6,2,0.9115999937057495,0.0,0.2891830801963806
22,2023/05/19 21:09:35,quant_conv2d,1,2,7,2,0.9115999937057495,0.0,0.2891930043697357
23,2023/05/19 21:09:38,quant_conv2d,1,2,8,2,0.9115999937057495,0.0,0.28917649388313293
24,2023/05/19 21:09:42,quant_conv2d,1,2,1,3,0.9115999937057495,0.0,0.2891831398010254
25,2023/05/19 21:09:45,quant_conv2d,1,2,2,3,0.9115999937057495,0.0,0.2891862392425537
26,2023/05/19 21:09:48,quant_conv2d,1,2,3,3,0.9115999937057495,0.0,0.2891830801963806
27,2023/05/19 21:09:56,quant_conv2d,1,2,4,3,0.9115999937057495,0.0,0.28918856382369995
28,2023/05/19 21:10:00,quant_conv2d,1,2,5,3,0.9115999937057495,0.0,0.28918692469596863
29,2023/05/19 21:10:04,quant_conv2d,1,2,6,3,0.9115999937057495,0.0,0.2891908586025238
30,2023/05/19 21:10:07,quant_conv2d,1,2,7,3,0.9115999937057495,0.0,0.28922149538993835
31,2023/05/19 21:10:11,quant_conv2d,1,2,8,3,0.9114999771118164,-0.00010001659393310547,0.2891786992549896
32,2023/05/19 21:10:14,quant_conv2d,1,2,1,4,0.9115999937057495,0.0,0.2891783118247986
33,2023/05/19 21:10:18,quant_conv2d,1,2,2,4,0.9115999937057495,0.0,0.28917598724365234
34,2023/05/19 21:10:25,quant_conv2d,1,2,3,4,0.9115999937057495,0.0,0.28917446732521057
35,2023/05/19 21:10:36,quant_conv2d,1,2,4,4,0.9115999937057495,0.0,0.2891787886619568
36,2023/05/19 21:10:40,quant_conv2d,1,2,5,4,0.9115999937057495,0.0,0.28919628262519836
37,2023/05/19 21:10:43,quant_conv2d,1,2,6,4,0.9115999937057495,0.0,0.28918197751045227
38,2023/05/19 21:10:47,quant_conv2d,1,2,7,4,0.9115999937057495,0.0,0.28916293382644653
39,2023/05/19 21:10:51,quant_conv2d,1,2,8,4,0.9115999937057495,0.0,0.28919529914855957
40,2023/05/19 21:10:54,quant_conv2d,1,2,1,5,0.9115999937057495,0.0,0.28916871547698975
41,2023/05/19 21:10:57,quant_conv2d,1,2,2,5,0.9115999937057495,0.0,0.28918397426605225
