,reference,layer_name,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
84,2023/10/23 08:51:57,conv2d/,1,4,0.9138,0.000200000000000089,0.3909467
85,2023/10/23 08:51:58,conv2d/,1,5,0.9134,0.0006000000000000449,0.39384007
86,2023/10/23 08:52:00,conv2d/,1,6,0.914,0.0,0.38974085
87,2023/10/23 08:52:02,conv2d/,1,7,0.9117,0.0023000000000000798,0.39649475
88,2023/10/23 08:52:03,conv2d/,1,0,0.914,0.0,0.38945824
89,2023/10/23 08:52:05,conv2d/,1,1,0.914,0.0,0.39486247
90,2023/10/23 08:52:06,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.38832572
91,2023/10/23 08:52:08,conv2d/,1,3,0.9128,0.0012000000000000899,0.39097846
92,2023/10/23 08:52:10,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.389137
93,2023/10/23 08:52:11,conv2d/,1,5,0.9135,0.000500000000000056,0.38545626
94,2023/10/23 08:52:13,conv2d/,1,6,0.9127,0.0013000000000000789,0.3989114
95,2023/10/23 08:52:15,conv2d/,1,7,0.9118,0.0021999999999999797,0.38286933
96,2023/10/23 08:52:16,conv2d/,1,0,0.9143,-0.00029999999999996696,0.38941026
97,2023/10/23 08:52:18,conv2d/,1,1,0.9142,-0.00019999999999997797,0.39092946
98,2023/10/23 08:52:20,conv2d/,1,2,0.914,0.0,0.38830498
99,2023/10/23 08:52:21,conv2d/,1,3,0.914,0.0,0.38914195
100,2023/10/23 08:52:23,conv2d/,1,4,0.9137,0.000300000000000078,0.38829884
101,2023/10/23 08:52:25,conv2d/,1,5,0.9141,-9.999999999998899e-05,0.38966504
102,2023/10/23 08:52:26,conv2d/,1,6,0.9132,0.0008000000000000229,0.3885603
103,2023/10/23 08:52:28,conv2d/,1,7,0.9126,0.0014000000000000679,0.3862135
104,2023/10/23 08:52:29,conv2d/,1,0,0.9139,9.999999999998899e-05,0.38860556
105,2023/10/23 08:52:31,conv2d/,1,1,0.9139,9.999999999998899e-05,0.39082074
106,2023/10/23 08:52:33,conv2d/,1,2,0.9147,-0.0006999999999999229,0.3904533
107,2023/10/23 08:52:34,conv2d/,1,3,0.914,0.0,0.38852382
108,2023/10/23 08:52:36,conv2d/,1,4,0.9138,0.000200000000000089,0.38948107
109,2023/10/23 08:52:38,conv2d/,1,5,0.914,0.0,0.3918523
110,2023/10/23 08:52:39,conv2d/,1,6,0.9126,0.0014000000000000679,0.39072314
111,2023/10/23 08:52:41,conv2d/,1,7,0.9113,0.0027000000000000357,0.3800113
112,2023/10/23 08:52:43,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.38974482
113,2023/10/23 08:52:44,conv2d/,1,1,0.9143,-0.00029999999999996696,0.38963512
114,2023/10/23 08:52:46,conv2d/,1,2,0.9138,0.000200000000000089,0.39007738
115,2023/10/23 08:52:47,conv2d/,1,3,0.9132,0.0008000000000000229,0.3918659
116,2023/10/23 08:52:49,conv2d/,1,4,0.9135,0.000500000000000056,0.39109644
117,2023/10/23 08:52:51,conv2d/,1,5,0.9137,0.000300000000000078,0.3906415
118,2023/10/23 08:52:52,conv2d/,1,6,0.9132,0.0008000000000000229,0.39087564
119,2023/10/23 08:52:54,conv2d/,1,7,0.914,0.0,0.39591393
120,2023/10/23 08:52:56,conv2d/,1,0,0.9145,-0.0004999999999999449,0.3888225
121,2023/10/23 08:52:57,conv2d/,1,1,0.9139,9.999999999998899e-05,0.39098296
122,2023/10/23 08:52:59,conv2d/,1,2,0.9149,-0.0009000000000000119,0.38937533
123,2023/10/23 08:53:01,conv2d/,1,3,0.914,0.0,0.38862753
124,2023/10/23 08:53:02,conv2d/,1,4,0.9138,0.000200000000000089,0.38948107
125,2023/10/23 08:53:04,conv2d/,1,5,0.914,0.0,0.39261276
126,2023/10/23 08:53:05,conv2d/,1,6,0.9133,0.0007000000000000339,0.39323166
127,2023/10/23 08:53:07,conv2d/,1,7,0.913,0.0010000000000000009,0.3944293
128,2023/10/23 08:53:09,conv2d/,1,0,0.9139,9.999999999998899e-05,0.3899514
129,2023/10/23 08:53:10,conv2d/,1,1,0.914,0.0,0.38826242
130,2023/10/23 08:53:12,conv2d/,1,2,0.9142,-0.00019999999999997797,0.3913197
131,2023/10/23 08:53:14,conv2d/,1,3,0.914,0.0,0.38930255
132,2023/10/23 08:53:15,conv2d/,1,4,0.9136,0.00040000000000006697,0.39049053
133,2023/10/23 08:53:17,conv2d/,1,5,0.9129,0.0010999999999999899,0.3933102
134,2023/10/23 08:53:19,conv2d/,1,6,0.9136,0.00040000000000006697,0.38991362
135,2023/10/23 08:53:20,conv2d/,1,7,0.9134,0.0006000000000000449,0.39107883
136,2023/10/23 08:53:22,conv2d/,1,0,0.9146,-0.0005999999999999339,0.39056775
137,2023/10/23 08:53:24,conv2d/,1,1,0.9138,0.000200000000000089,0.39045176
138,2023/10/23 08:53:25,conv2d/,1,2,0.9145,-0.0004999999999999449,0.38663378
139,2023/10/23 08:53:27,conv2d/,1,3,0.9143,-0.00029999999999996696,0.38731188
140,2023/10/23 08:53:28,conv2d/,1,4,0.914,0.0,0.38926506
141,2023/10/23 08:53:30,conv2d/,1,5,0.9145,-0.0004999999999999449,0.38919947
142,2023/10/23 08:53:32,conv2d/,1,6,0.9134,0.0006000000000000449,0.39406237
143,2023/10/23 08:53:33,conv2d/,1,7,0.9136,0.00040000000000006697,0.39264506
144,2023/10/23 08:53:35,conv2d/,1,0,0.9146,-0.0005999999999999339,0.3881148
145,2023/10/23 08:53:37,conv2d/,1,1,0.9147,-0.0006999999999999229,0.38803002
146,2023/10/23 08:53:38,conv2d/,1,2,0.9133,0.0007000000000000339,0.391406
147,2023/10/23 08:53:40,conv2d/,1,3,0.914,0.0,0.3904406
148,2023/10/23 08:53:42,conv2d/,1,4,0.9143,-0.00029999999999996696,0.38949224
149,2023/10/23 08:53:43,conv2d/,1,5,0.9135,0.000500000000000056,0.3904505
150,2023/10/23 08:53:45,conv2d/,1,6,0.9146,-0.0005999999999999339,0.38171637
151,2023/10/23 08:53:46,conv2d/,1,7,0.911,0.0030000000000000027,0.37930235
152,2023/10/23 08:53:48,conv2d/,1,0,0.9137,0.000300000000000078,0.39063022
153,2023/10/23 08:53:50,conv2d/,1,1,0.914,0.0,0.3907886
154,2023/10/23 08:53:51,conv2d/,1,2,0.9138,0.000200000000000089,0.3908934
155,2023/10/23 08:53:53,conv2d/,1,3,0.9133,0.0007000000000000339,0.3872879
156,2023/10/23 08:53:55,conv2d/,1,4,0.9142,-0.00019999999999997797,0.39064133
157,2023/10/23 08:53:56,conv2d/,1,5,0.9142,-0.00019999999999997797,0.38666153
158,2023/10/23 08:53:58,conv2d/,1,6,0.9121,0.0019000000000000128,0.39366576
159,2023/10/23 08:54:00,conv2d/,1,7,0.9117,0.0023000000000000798,0.38856766
160,2023/10/23 08:54:01,conv2d/,1,0,0.9138,0.000200000000000089,0.39107773
161,2023/10/23 08:54:03,conv2d/,1,1,0.9142,-0.00019999999999997797,0.38942206
162,2023/10/23 08:54:05,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38844612
163,2023/10/23 08:54:06,conv2d/,1,3,0.9142,-0.00019999999999997797,0.38980117
164,2023/10/23 08:54:08,conv2d/,1,4,0.914,0.0,0.39239833
165,2023/10/23 08:54:09,conv2d/,1,5,0.9121,0.0019000000000000128,0.39421386
166,2023/10/23 08:54:11,conv2d/,1,6,0.913,0.0010000000000000009,0.3875166
167,2023/10/23 08:54:13,conv2d/,1,7,0.9115,0.0025000000000000577,0.4023377
168,2023/10/23 08:54:14,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.38954562
169,2023/10/23 08:54:16,conv2d/,1,1,0.9143,-0.00029999999999996696,0.38921207
170,2023/10/23 08:54:18,conv2d/,1,2,0.9137,0.000300000000000078,0.38945135
171,2023/10/23 08:54:19,conv2d/,1,3,0.9132,0.0008000000000000229,0.39108345
172,2023/10/23 08:54:21,conv2d/,1,4,0.9144,-0.00039999999999995595,0.39063668
173,2023/10/23 08:54:23,conv2d/,1,5,0.9132,0.0008000000000000229,0.38808197
174,2023/10/23 08:54:24,conv2d/,1,6,0.9063,0.00770000000000004,0.44014493
175,2023/10/23 08:54:26,conv2d/,1,7,0.9124,0.0016000000000000458,0.39962125
176,2023/10/23 08:54:28,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.39083365
177,2023/10/23 08:54:29,conv2d/,1,1,0.9139,9.999999999998899e-05,0.38988847
178,2023/10/23 08:54:31,conv2d/,1,2,0.9146,-0.0005999999999999339,0.38975307
179,2023/10/23 08:54:32,conv2d/,1,3,0.9146,-0.0005999999999999339,0.39157286
180,2023/10/23 08:54:34,conv2d/,1,4,0.9132,0.0008000000000000229,0.39024857
181,2023/10/23 08:54:36,conv2d/,1,5,0.9133,0.0007000000000000339,0.39224267
182,2023/10/23 08:54:38,conv2d/,1,6,0.9143,-0.00029999999999996696,0.38370362
183,2023/10/23 08:54:39,conv2d/,1,7,0.9133,0.0007000000000000339,0.38622215
184,2023/10/23 08:54:41,conv2d/,1,0,0.9136,0.00040000000000006697,0.38985267
185,2023/10/23 08:54:43,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.39078063
186,2023/10/23 08:54:44,conv2d/,1,2,0.914,0.0,0.38830498
187,2023/10/23 08:54:46,conv2d/,1,3,0.9142,-0.00019999999999997797,0.3889415
188,2023/10/23 08:54:48,conv2d/,1,4,0.9133,0.0007000000000000339,0.38843322
189,2023/10/23 08:54:49,conv2d/,1,5,0.9125,0.0015000000000000568,0.38879582
190,2023/10/23 08:54:51,conv2d/,1,6,0.9143,-0.00029999999999996696,0.38370362
191,2023/10/23 08:54:53,conv2d/,1,7,0.9118,0.0021999999999999797,0.3884244
192,2023/10/23 08:54:55,conv2d/,1,0,0.914,0.0,0.38781536
193,2023/10/23 08:54:56,conv2d/,1,1,0.9139,9.999999999998899e-05,0.38828626
194,2023/10/23 08:54:58,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38720617
195,2023/10/23 08:55:00,conv2d/,1,3,0.9149,-0.0009000000000000119,0.38991308
196,2023/10/23 08:55:01,conv2d/,1,4,0.914,0.0,0.3897463
197,2023/10/23 08:55:03,conv2d/,1,5,0.9123,0.0017000000000000348,0.39103395
198,2023/10/23 08:55:05,conv2d/,1,6,0.9127,0.0013000000000000789,0.38461298
199,2023/10/23 08:55:06,conv2d/,1,7,0.9132,0.0008000000000000229,0.38579398
200,2023/10/23 08:55:08,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.39040956
201,2023/10/23 08:55:10,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.38973597
202,2023/10/23 08:55:11,conv2d/,1,2,0.9135,0.000500000000000056,0.39195192
203,2023/10/23 08:55:13,conv2d/,1,3,0.9149,-0.0009000000000000119,0.38991308
204,2023/10/23 08:55:15,conv2d/,1,4,0.9137,0.000300000000000078,0.3909612
205,2023/10/23 08:55:16,conv2d/,1,5,0.9117,0.0023000000000000798,0.39298725
206,2023/10/23 08:55:18,conv2d/,1,6,0.9125,0.0015000000000000568,0.3900145
207,2023/10/23 08:55:20,conv2d/,1,7,0.9138,0.000200000000000089,0.39392292
208,2023/10/23 08:55:21,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.38828814
209,2023/10/23 08:55:23,conv2d/,1,1,0.9136,0.00040000000000006697,0.38974902
210,2023/10/23 08:55:25,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.390088
211,2023/10/23 08:55:26,conv2d/,1,3,0.9137,0.000300000000000078,0.38976097
212,2023/10/23 08:55:28,conv2d/,1,4,0.9138,0.000200000000000089,0.39233014
213,2023/10/23 08:55:30,conv2d/,1,5,0.913,0.0010000000000000009,0.38699332
214,2023/10/23 08:55:31,conv2d/,1,6,0.9123,0.0017000000000000348,0.39491168
215,2023/10/23 08:55:33,conv2d/,1,7,0.9066,0.007400000000000073,0.3842223
216,2023/10/23 08:55:35,conv2d/,1,0,0.9143,-0.00029999999999996696,0.38944167
217,2023/10/23 08:55:36,conv2d/,1,1,0.9143,-0.00029999999999996696,0.38983715
218,2023/10/23 08:55:38,conv2d/,1,2,0.9142,-0.00019999999999997797,0.39084506
219,2023/10/23 08:55:40,conv2d/,1,3,0.9134,0.0006000000000000449,0.39151847
220,2023/10/23 08:55:41,conv2d/,1,4,0.9137,0.000300000000000078,0.39204738
221,2023/10/23 08:55:43,conv2d/,1,5,0.9141,-9.999999999998899e-05,0.3880449
222,2023/10/23 08:55:45,conv2d/,1,6,0.913,0.0010000000000000009,0.39084926
223,2023/10/23 08:55:47,conv2d/,1,7,0.9136,0.00040000000000006697,0.3901352
224,2023/10/23 08:55:48,conv2d/,1,0,0.9142,-0.00019999999999997797,0.3906674
225,2023/10/23 08:55:50,conv2d/,1,1,0.9142,-0.00019999999999997797,0.38868108
226,2023/10/23 08:55:52,conv2d/,1,2,0.914,0.0,0.38980946
227,2023/10/23 08:55:53,conv2d/,1,3,0.914,0.0,0.39040816
228,2023/10/23 08:55:55,conv2d/,1,4,0.9139,9.999999999998899e-05,0.38856205
229,2023/10/23 08:55:57,conv2d/,1,5,0.9132,0.0008000000000000229,0.38675708
230,2023/10/23 08:55:58,conv2d/,1,6,0.9122,0.0018000000000000238,0.40291366
231,2023/10/23 08:56:00,conv2d/,1,7,0.9115,0.0025000000000000577,0.38353276
232,2023/10/23 08:56:02,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.39083365
233,2023/10/23 08:56:03,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.38831955
234,2023/10/23 08:56:05,conv2d/,1,2,0.9145,-0.0004999999999999449,0.39014933
235,2023/10/23 08:56:07,conv2d/,1,3,0.914,0.0,0.39066607
236,2023/10/23 08:56:08,conv2d/,1,4,0.9138,0.000200000000000089,0.38924918
237,2023/10/23 08:56:10,conv2d/,1,5,0.9148,-0.0007999999999999119,0.38482863
238,2023/10/23 08:56:12,conv2d/,1,6,0.9143,-0.00029999999999996696,0.38767168
239,2023/10/23 08:56:14,conv2d/,1,7,0.9141,-9.999999999998899e-05,0.38831073
240,2023/10/23 08:56:15,conv2d/,1,0,0.9146,-0.0005999999999999339,0.38961115
241,2023/10/23 08:56:17,conv2d/,1,1,0.9143,-0.00029999999999996696,0.39033997
242,2023/10/23 08:56:19,conv2d/,1,2,0.914,0.0,0.39071447
243,2023/10/23 08:56:21,conv2d/,1,3,0.9142,-0.00019999999999997797,0.3907574
244,2023/10/23 08:56:22,conv2d/,1,4,0.9138,0.000200000000000089,0.3899992
245,2023/10/23 08:56:24,conv2d/,1,5,0.9139,9.999999999998899e-05,0.39050537
246,2023/10/23 08:56:26,conv2d/,1,6,0.9139,9.999999999998899e-05,0.391748
247,2023/10/23 08:56:27,conv2d/,1,7,0.9117,0.0023000000000000798,0.40560955
248,2023/10/23 08:56:29,conv2d/,1,0,0.9131,0.0009000000000000119,0.38815197
249,2023/10/23 08:56:31,conv2d/,1,1,0.9137,0.000300000000000078,0.38954344
250,2023/10/23 08:56:32,conv2d/,1,2,0.9142,-0.00019999999999997797,0.38816145
251,2023/10/23 08:56:34,conv2d/,1,3,0.914,0.0,0.38789493
252,2023/10/23 08:56:36,conv2d/,1,4,0.914,0.0,0.39033046
253,2023/10/23 08:56:37,conv2d/,1,5,0.913,0.0010000000000000009,0.38853255
254,2023/10/23 08:56:39,conv2d/,1,6,0.9138,0.000200000000000089,0.39001647
255,2023/10/23 08:56:41,conv2d/,1,7,0.913,0.0010000000000000009,0.38944623
256,2023/10/23 08:56:42,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.38950652
257,2023/10/23 08:56:44,conv2d/,1,1,0.9133,0.0007000000000000339,0.39073876
258,2023/10/23 08:56:46,conv2d/,1,2,0.9144,-0.00039999999999995595,0.3859207
259,2023/10/23 08:56:47,conv2d/,1,3,0.9139,9.999999999998899e-05,0.39059186
260,2023/10/23 08:56:49,conv2d/,1,4,0.913,0.0010000000000000009,0.39104378
261,2023/10/23 08:56:51,conv2d/,1,5,0.912,0.0020000000000000018,0.39591745
262,2023/10/23 08:56:52,conv2d/,1,6,0.9139,9.999999999998899e-05,0.3901396
263,2023/10/23 08:56:54,conv2d/,1,7,0.9139,9.999999999998899e-05,0.39001352
264,2023/10/23 08:56:56,conv2d/,1,0,0.9137,0.000300000000000078,0.38858122
265,2023/10/23 08:56:57,conv2d/,1,1,0.9146,-0.0005999999999999339,0.39177665
266,2023/10/23 08:56:59,conv2d/,1,2,0.9137,0.000300000000000078,0.38991413
267,2023/10/23 08:57:00,conv2d/,1,3,0.9132,0.0008000000000000229,0.3894352
268,2023/10/23 08:57:02,conv2d/,1,4,0.9142,-0.00019999999999997797,0.3890296
269,2023/10/23 08:57:04,conv2d/,1,5,0.9145,-0.0004999999999999449,0.3885442
270,2023/10/23 08:57:06,conv2d/,1,6,0.9127,0.0013000000000000789,0.39380533
271,2023/10/23 08:57:07,conv2d/,1,7,0.9124,0.0016000000000000458,0.39413956
272,2023/10/23 08:57:09,conv2d/,1,0,0.914,0.0,0.38934073
273,2023/10/23 08:57:11,conv2d/,1,1,0.914,0.0,0.3892127
274,2023/10/23 08:57:12,conv2d/,1,2,0.9143,-0.00029999999999996696,0.39083835
275,2023/10/23 08:57:14,conv2d/,1,3,0.9143,-0.00029999999999996696,0.3912624
276,2023/10/23 08:57:16,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38863578
277,2023/10/23 08:57:17,conv2d/,1,5,0.9132,0.0008000000000000229,0.39313725
278,2023/10/23 08:57:19,conv2d/,1,6,0.9141,-9.999999999998899e-05,0.38200977
279,2023/10/23 08:57:21,conv2d/,1,7,0.9114,0.0026000000000000467,0.39478955
280,2023/10/23 08:57:22,conv2d/,1,0,0.914,0.0,0.38984585
281,2023/10/23 08:57:24,conv2d/,1,1,0.9145,-0.0004999999999999449,0.39042562
282,2023/10/23 08:57:26,conv2d/,1,2,0.9135,0.000500000000000056,0.38927338
283,2023/10/23 08:57:27,conv2d/,1,3,0.9139,9.999999999998899e-05,0.38727704
284,2023/10/23 08:57:29,conv2d/,1,4,0.9129,0.0010999999999999899,0.39227006
285,2023/10/23 08:57:31,conv2d/,1,5,0.9132,0.0008000000000000229,0.3881368
286,2023/10/23 08:57:32,conv2d/,1,6,0.9142,-0.00019999999999997797,0.39086258
287,2023/10/23 08:57:34,conv2d/,1,7,0.9066,0.007400000000000073,0.42959344
288,2023/10/23 08:57:36,conv2d/,1,0,0.9139,9.999999999998899e-05,0.3903469
289,2023/10/23 08:57:37,conv2d/,1,1,0.9146,-0.0005999999999999339,0.39088333
290,2023/10/23 08:57:39,conv2d/,1,2,0.9144,-0.00039999999999995595,0.38825908
291,2023/10/23 08:57:41,conv2d/,1,3,0.9144,-0.00039999999999995595,0.3901817
292,2023/10/23 08:57:42,conv2d/,1,4,0.914,0.0,0.39043373
293,2023/10/23 08:57:44,conv2d/,1,5,0.9139,9.999999999998899e-05,0.39316425
294,2023/10/23 08:57:46,conv2d/,1,6,0.913,0.0010000000000000009,0.38427648
295,2023/10/23 08:57:47,conv2d/,1,7,0.9133,0.0007000000000000339,0.38228768
296,2023/10/23 08:57:49,conv2d/,1,0,0.9143,-0.00029999999999996696,0.38930452
297,2023/10/23 08:57:50,conv2d/,1,1,0.9138,0.000200000000000089,0.39074075
298,2023/10/23 08:57:52,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.38829
299,2023/10/23 08:57:54,conv2d/,1,3,0.9143,-0.00029999999999996696,0.3906131
300,2023/10/23 08:57:55,conv2d/,1,4,0.9144,-0.00039999999999995595,0.39151102
301,2023/10/23 08:57:57,conv2d/,1,5,0.913,0.0010000000000000009,0.39305755
302,2023/10/23 08:57:59,conv2d/,1,6,0.9123,0.0017000000000000348,0.38833514
303,2023/10/23 08:58:00,conv2d/,1,7,0.9115,0.0025000000000000577,0.38699147
304,2023/10/23 08:58:02,conv2d/,1,0,0.9138,0.000200000000000089,0.38837248
