,reference,layer_name,layer_counter,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
2059,2024/01/30 08:08:54,last/,3,2,6,0.914,0.0,0.38836133
2060,2024/01/30 08:08:57,last/,3,4,6,0.9125,-0.0015000000000000568,0.40111405
2061,2024/01/30 08:08:59,last/,3,1,7,0.9141,9.999999999998899e-05,0.38936466
2062,2024/01/30 08:09:01,last/,3,2,7,0.9078,-0.006199999999999983,0.41545615
2063,2024/01/30 08:09:03,last/,3,4,7,0.9085,-0.00550000000000006,0.42096582
2064,2024/01/30 08:09:05,last/,3,1,0,0.914,0.0,0.3896379
2065,2024/01/30 08:09:07,last/,3,2,0,0.914,0.0,0.3896914
2066,2024/01/30 08:09:09,last/,3,4,0,0.9142,0.00019999999999997797,0.38959542
2067,2024/01/30 08:09:11,last/,3,1,1,0.9139,-9.999999999998899e-05,0.38963354
2068,2024/01/30 08:09:13,last/,3,2,1,0.9141,9.999999999998899e-05,0.39084542
2069,2024/01/30 08:09:15,last/,3,4,1,0.914,0.0,0.38968626
2070,2024/01/30 08:09:17,last/,3,1,2,0.9129,-0.0010999999999999899,0.38854608
2071,2024/01/30 08:09:19,last/,3,2,2,0.9138,-0.000200000000000089,0.38978788
2072,2024/01/30 08:09:21,last/,3,4,2,0.9138,-0.000200000000000089,0.38595796
2073,2024/01/30 08:09:23,last/,3,1,3,0.9137,-0.000300000000000078,0.39047402
2074,2024/01/30 08:09:26,last/,3,2,3,0.9139,-9.999999999998899e-05,0.38845176
2075,2024/01/30 08:09:28,last/,3,4,3,0.9131,-0.0009000000000000119,0.3887743
2076,2024/01/30 08:09:30,last/,3,1,4,0.9133,-0.0007000000000000339,0.38952062
2077,2024/01/30 08:09:32,last/,3,2,4,0.9137,-0.000300000000000078,0.38739336
2078,2024/01/30 08:09:34,last/,3,4,4,0.9132,-0.0008000000000000229,0.39309278
2079,2024/01/30 08:09:36,last/,3,1,5,0.9142,0.00019999999999997797,0.388887
2080,2024/01/30 08:09:38,last/,3,2,5,0.9141,9.999999999998899e-05,0.38739762
2081,2024/01/30 08:09:40,last/,3,4,5,0.9104,-0.0036000000000000476,0.41586167
2082,2024/01/30 08:09:42,last/,3,1,6,0.9117,-0.0023000000000000798,0.40276173
2083,2024/01/30 08:09:44,last/,3,2,6,0.914,0.0,0.39141446
2084,2024/01/30 08:09:46,last/,3,4,6,0.9135,-0.000500000000000056,0.39104903
2085,2024/01/30 08:09:48,last/,3,1,7,0.914,0.0,0.38962257
2086,2024/01/30 08:09:50,last/,3,2,7,0.9048,-0.009199999999999986,0.45989025
2087,2024/01/30 08:09:52,last/,3,4,7,0.8936,-0.020400000000000085,0.49974406
2088,2024/01/30 08:09:54,last/,3,1,0,0.914,0.0,0.3896307
2089,2024/01/30 08:09:57,last/,3,2,0,0.9139,-9.999999999998899e-05,0.38967037
2090,2024/01/30 08:09:59,last/,3,4,0,0.9141,9.999999999998899e-05,0.39059967
2091,2024/01/30 08:10:01,last/,3,1,1,0.914,0.0,0.38963366
2092,2024/01/30 08:10:03,last/,3,2,1,0.9141,9.999999999998899e-05,0.3905779
2093,2024/01/30 08:10:05,last/,3,4,1,0.9137,-0.000300000000000078,0.38974145
2094,2024/01/30 08:10:07,last/,3,1,2,0.914,0.0,0.38960516
2095,2024/01/30 08:10:09,last/,3,2,2,0.9137,-0.000300000000000078,0.38935387
2096,2024/01/30 08:10:11,last/,3,4,2,0.914,0.0,0.39233366
2097,2024/01/30 08:10:13,last/,3,1,3,0.914,0.0,0.387458
2098,2024/01/30 08:10:15,last/,3,2,3,0.9139,-9.999999999998899e-05,0.38826177
2099,2024/01/30 08:10:17,last/,3,4,3,0.9131,-0.0009000000000000119,0.3893845
2100,2024/01/30 08:10:19,last/,3,1,4,0.9138,-0.000200000000000089,0.39090326
2101,2024/01/30 08:10:21,last/,3,2,4,0.9139,-9.999999999998899e-05,0.3884672
2102,2024/01/30 08:10:23,last/,3,4,4,0.9142,0.00019999999999997797,0.39026126
2103,2024/01/30 08:10:25,last/,3,1,5,0.914,0.0,0.38962257
2104,2024/01/30 08:10:27,last/,3,2,5,0.9129,-0.0010999999999999899,0.39854813
2105,2024/01/30 08:10:29,last/,3,4,5,0.9106,-0.0034000000000000696,0.40829468
2106,2024/01/30 08:10:31,last/,3,1,6,0.9133,-0.0007000000000000339,0.39135072
2107,2024/01/30 08:10:33,last/,3,2,6,0.9118,-0.0021999999999999797,0.40380174
2108,2024/01/30 08:10:35,last/,3,4,6,0.9137,-0.000300000000000078,0.41608253
2109,2024/01/30 08:10:37,last/,3,1,7,0.9021,-0.011900000000000022,0.44873124
2110,2024/01/30 08:10:39,last/,3,2,7,0.9003,-0.013700000000000045,0.46513066
2111,2024/01/30 08:10:41,last/,3,4,7,0.896,-0.018000000000000016,0.4626253
2112,2024/01/30 08:10:43,last/,3,1,0,0.9139,-9.999999999998899e-05,0.38954338
2113,2024/01/30 08:10:45,last/,3,2,0,0.9143,0.00029999999999996696,0.38868898
2114,2024/01/30 08:10:47,last/,3,4,0,0.9142,0.00019999999999997797,0.38949963
2115,2024/01/30 08:10:49,last/,3,1,1,0.9139,-9.999999999998899e-05,0.3896189
2116,2024/01/30 08:10:51,last/,3,2,1,0.9142,0.00019999999999997797,0.38742912
2117,2024/01/30 08:10:53,last/,3,4,1,0.9141,9.999999999998899e-05,0.38973394
2118,2024/01/30 08:10:55,last/,3,1,2,0.914,0.0,0.38958466
2119,2024/01/30 08:10:57,last/,3,2,2,0.9143,0.00029999999999996696,0.38890007
2120,2024/01/30 08:10:59,last/,3,4,2,0.914,0.0,0.38941392
2121,2024/01/30 08:11:01,last/,3,1,3,0.9134,-0.0006000000000000449,0.38837704
2122,2024/01/30 08:11:03,last/,3,2,3,0.9138,-0.000200000000000089,0.39133266
2123,2024/01/30 08:11:05,last/,3,4,3,0.9135,-0.000500000000000056,0.38325524
2124,2024/01/30 08:11:07,last/,3,1,4,0.9137,-0.000300000000000078,0.38743004
2125,2024/01/30 08:11:09,last/,3,2,4,0.9138,-0.000200000000000089,0.39149728
2126,2024/01/30 08:11:11,last/,3,4,4,0.9137,-0.000300000000000078,0.39064652
2127,2024/01/30 08:11:13,last/,3,1,5,0.9137,-0.000300000000000078,0.39009628
2128,2024/01/30 08:11:15,last/,3,2,5,0.9136,-0.00040000000000006697,0.39307293
2129,2024/01/30 08:11:18,last/,3,4,5,0.9135,-0.000500000000000056,0.39160815
2130,2024/01/30 08:11:20,last/,3,1,6,0.914,0.0,0.3902479
2131,2024/01/30 08:11:22,last/,3,2,6,0.9031,-0.01090000000000002,0.46571308
2132,2024/01/30 08:11:24,last/,3,4,6,0.9138,-0.000200000000000089,0.39341527
2133,2024/01/30 08:11:26,last/,3,1,7,0.8694,-0.044600000000000084,0.63243574
2134,2024/01/30 08:11:28,last/,3,2,7,0.9126,-0.0014000000000000679,0.3917836
2135,2024/01/30 08:11:30,last/,3,4,7,0.9095,-0.0045000000000000595,0.43387315
2136,2024/01/30 08:11:32,last/,3,1,0,0.914,0.0,0.3896091
2137,2024/01/30 08:11:34,last/,3,2,0,0.9139,-9.999999999998899e-05,0.39111516
2138,2024/01/30 08:11:36,last/,3,4,0,0.9139,-9.999999999998899e-05,0.38935092
2139,2024/01/30 08:11:38,last/,3,1,1,0.914,0.0,0.3895992
2140,2024/01/30 08:11:40,last/,3,2,1,0.9139,-9.999999999998899e-05,0.38958368
2141,2024/01/30 08:11:42,last/,3,4,1,0.9135,-0.000500000000000056,0.38978598
2142,2024/01/30 08:11:44,last/,3,1,2,0.9137,-0.000300000000000078,0.39027032
2143,2024/01/30 08:11:46,last/,3,2,2,0.9143,0.00029999999999996696,0.3906229
2144,2024/01/30 08:11:48,last/,3,4,2,0.9142,0.00019999999999997797,0.3884336
2145,2024/01/30 08:11:50,last/,3,1,3,0.9143,0.00029999999999996696,0.3891865
2146,2024/01/30 08:11:52,last/,3,2,3,0.9139,-9.999999999998899e-05,0.3900677
2147,2024/01/30 08:11:54,last/,3,4,3,0.9135,-0.000500000000000056,0.38933966
2148,2024/01/30 08:11:56,last/,3,1,4,0.914,0.0,0.38962257
2149,2024/01/30 08:11:59,last/,3,2,4,0.9131,-0.0009000000000000119,0.38916
2150,2024/01/30 08:12:01,last/,3,4,4,0.9134,-0.0006000000000000449,0.39099723
2151,2024/01/30 08:12:03,last/,3,1,5,0.914,0.0,0.38962078
2152,2024/01/30 08:12:05,last/,3,2,5,0.9119,-0.0020999999999999908,0.39527097
2153,2024/01/30 08:12:07,last/,3,4,5,0.9138,-0.000200000000000089,0.39122146
2154,2024/01/30 08:12:09,last/,3,1,6,0.914,0.0,0.38962257
2155,2024/01/30 08:12:11,last/,3,2,6,0.9125,-0.0015000000000000568,0.39553487
2156,2024/01/30 08:12:13,last/,3,4,6,0.9083,-0.005700000000000038,0.42837638
2157,2024/01/30 08:12:15,last/,3,1,7,0.9105,-0.0035000000000000586,0.4042902
2158,2024/01/30 08:12:17,last/,3,2,7,0.9114,-0.0026000000000000467,0.39416605
2159,2024/01/30 08:12:19,last/,3,4,7,0.8934,-0.020600000000000063,0.53086317
2160,2024/01/30 08:12:21,last/,3,1,0,0.9137,-0.000300000000000078,0.38983822
2161,2024/01/30 08:12:23,last/,3,2,0,0.9138,-0.000200000000000089,0.3908454
2162,2024/01/30 08:12:25,last/,3,4,0,0.9137,-0.000300000000000078,0.38782245
2163,2024/01/30 08:12:27,last/,3,1,1,0.914,0.0,0.38962257
2164,2024/01/30 08:12:29,last/,3,2,1,0.9137,-0.000300000000000078,0.3895005
2165,2024/01/30 08:12:31,last/,3,4,1,0.9141,9.999999999998899e-05,0.38989642
2166,2024/01/30 08:12:33,last/,3,1,2,0.914,0.0,0.389779
2167,2024/01/30 08:12:35,last/,3,2,2,0.9139,-9.999999999998899e-05,0.38982752
2168,2024/01/30 08:12:37,last/,3,4,2,0.9141,9.999999999998899e-05,0.38780588
2169,2024/01/30 08:12:40,last/,3,1,3,0.914,0.0,0.38966766
2170,2024/01/30 08:12:42,last/,3,2,3,0.9144,0.00039999999999995595,0.38933828
2171,2024/01/30 08:12:44,last/,3,4,3,0.9132,-0.0008000000000000229,0.3886926
2172,2024/01/30 08:12:46,last/,3,1,4,0.9143,0.00029999999999996696,0.3894544
2173,2024/01/30 08:12:48,last/,3,2,4,0.9141,9.999999999998899e-05,0.3902375
2174,2024/01/30 08:12:50,last/,3,4,4,0.914,0.0,0.38864776
2175,2024/01/30 08:12:52,last/,3,1,5,0.9141,9.999999999998899e-05,0.3893799
2176,2024/01/30 08:12:54,last/,3,2,5,0.9139,-9.999999999998899e-05,0.39000073
2177,2024/01/30 08:12:56,last/,3,4,5,0.9148,0.0007999999999999119,0.3970772
2178,2024/01/30 08:12:58,last/,3,1,6,0.914,0.0,0.38962257
2179,2024/01/30 08:13:00,last/,3,2,6,0.9107,-0.0033000000000000806,0.40329674
2180,2024/01/30 08:13:02,last/,3,4,6,0.9125,-0.0015000000000000568,0.39692625
2181,2024/01/30 08:13:04,last/,3,1,7,0.9041,-0.00990000000000002,0.44894814
2182,2024/01/30 08:13:06,last/,3,2,7,0.9133,-0.0007000000000000339,0.38804403
2183,2024/01/30 08:13:08,last/,3,4,7,0.8852,-0.028800000000000048,0.6391701
2184,2024/01/30 08:13:10,last/,3,1,0,0.914,0.0,0.38962296
2185,2024/01/30 08:13:12,last/,3,2,0,0.914,0.0,0.38962257
2186,2024/01/30 08:13:14,last/,3,4,0,0.9142,0.00019999999999997797,0.38978
2187,2024/01/30 08:13:16,last/,3,1,1,0.914,0.0,0.38962257
2188,2024/01/30 08:13:18,last/,3,2,1,0.914,0.0,0.38961858
2189,2024/01/30 08:13:20,last/,3,4,1,0.914,0.0,0.3892022
2190,2024/01/30 08:13:22,last/,3,1,2,0.9137,-0.000300000000000078,0.3900168
2191,2024/01/30 08:13:24,last/,3,2,2,0.9138,-0.000200000000000089,0.39050183
2192,2024/01/30 08:13:26,last/,3,4,2,0.9142,0.00019999999999997797,0.3897601
2193,2024/01/30 08:13:28,last/,3,1,3,0.9139,-9.999999999998899e-05,0.3870227
2194,2024/01/30 08:13:31,last/,3,2,3,0.9144,0.00039999999999995595,0.39290813
2195,2024/01/30 08:13:33,last/,3,4,3,0.9131,-0.0009000000000000119,0.3841983
2196,2024/01/30 08:13:35,last/,3,1,4,0.914,0.0,0.38962257
2197,2024/01/30 08:13:37,last/,3,2,4,0.9142,0.00019999999999997797,0.38403425
2198,2024/01/30 08:13:39,last/,3,4,4,0.9149,0.0009000000000000119,0.39204586
2199,2024/01/30 08:13:41,last/,3,1,5,0.914,0.0,0.38962257
2200,2024/01/30 08:13:43,last/,3,2,5,0.9114,-0.0026000000000000467,0.38858044
2201,2024/01/30 08:13:45,last/,3,4,5,0.9147,0.0006999999999999229,0.3891971
2202,2024/01/30 08:13:47,last/,3,1,6,0.9133,-0.0007000000000000339,0.40708315
2203,2024/01/30 08:13:49,last/,3,2,6,0.9135,-0.000500000000000056,0.3929648
2204,2024/01/30 08:13:51,last/,3,4,6,0.9107,-0.0033000000000000806,0.40957144
2205,2024/01/30 08:13:53,last/,3,1,7,0.9136,-0.00040000000000006697,0.39006788
2206,2024/01/30 08:13:55,last/,3,2,7,0.9109,-0.0030999999999999917,0.40751973
2207,2024/01/30 08:13:57,last/,3,4,7,0.8608,-0.053200000000000025,0.7067329
2208,2024/01/30 08:13:59,last/,3,1,0,0.914,0.0,0.38962296
2209,2024/01/30 08:14:01,last/,3,2,0,0.914,0.0,0.38955244
2210,2024/01/30 08:14:03,last/,3,4,0,0.9144,0.00039999999999995595,0.3894137
2211,2024/01/30 08:14:06,last/,3,1,1,0.914,0.0,0.38962263
2212,2024/01/30 08:14:08,last/,3,2,1,0.914,0.0,0.3889854
2213,2024/01/30 08:14:10,last/,3,4,1,0.914,0.0,0.38972792
2214,2024/01/30 08:14:12,last/,3,1,2,0.914,0.0,0.38962752
2215,2024/01/30 08:14:14,last/,3,2,2,0.9137,-0.000300000000000078,0.38937882
2216,2024/01/30 08:14:16,last/,3,4,2,0.914,0.0,0.38970068
2217,2024/01/30 08:14:18,last/,3,1,3,0.914,0.0,0.38928348
2218,2024/01/30 08:14:21,last/,3,2,3,0.9127,-0.0013000000000000789,0.38697436
2219,2024/01/30 08:14:23,last/,3,4,3,0.9131,-0.0009000000000000119,0.3881591
2220,2024/01/30 08:14:25,last/,3,1,4,0.9138,-0.000200000000000089,0.39005068
2221,2024/01/30 08:14:27,last/,3,2,4,0.9137,-0.000300000000000078,0.38939035
2222,2024/01/30 08:14:30,last/,3,4,4,0.9126,-0.0014000000000000679,0.39202628
2223,2024/01/30 08:14:32,last/,3,1,5,0.914,0.0,0.38962257
2224,2024/01/30 08:14:34,last/,3,2,5,0.911,-0.0030000000000000027,0.4019523
2225,2024/01/30 08:14:36,last/,3,4,5,0.9141,9.999999999998899e-05,0.38858187
2226,2024/01/30 08:14:38,last/,3,1,6,0.9139,-9.999999999998899e-05,0.39417267
2227,2024/01/30 08:14:41,last/,3,2,6,0.9135,-0.000500000000000056,0.40538618
2228,2024/01/30 08:14:43,last/,3,4,6,0.9086,-0.005400000000000071,0.4140215
2229,2024/01/30 08:14:45,last/,3,1,7,0.9141,9.999999999998899e-05,0.38964716
2230,2024/01/30 08:14:47,last/,3,2,7,0.8776,-0.03639999999999999,0.73183984
2231,2024/01/30 08:14:49,last/,3,4,7,0.9082,-0.005800000000000027,0.43512452
2232,2024/01/30 08:14:51,last/,3,1,0,0.9141,9.999999999998899e-05,0.38958627
2233,2024/01/30 08:14:53,last/,3,2,0,0.9141,9.999999999998899e-05,0.3895998
2234,2024/01/30 08:14:56,last/,3,4,0,0.9141,9.999999999998899e-05,0.3895881
2235,2024/01/30 08:14:58,last/,3,1,1,0.914,0.0,0.38965502
2236,2024/01/30 08:15:00,last/,3,2,1,0.914,0.0,0.38963118
2237,2024/01/30 08:15:02,last/,3,4,1,0.9139,-9.999999999998899e-05,0.38960138
2238,2024/01/30 08:15:04,last/,3,1,2,0.9138,-0.000200000000000089,0.38934585
2239,2024/01/30 08:15:07,last/,3,2,2,0.9136,-0.00040000000000006697,0.38976365
2240,2024/01/30 08:15:09,last/,3,4,2,0.9137,-0.000300000000000078,0.38851118
2241,2024/01/30 08:15:11,last/,3,1,3,0.914,0.0,0.38962334
2242,2024/01/30 08:15:13,last/,3,2,3,0.914,0.0,0.38956466
2243,2024/01/30 08:15:15,last/,3,4,3,0.9135,-0.000500000000000056,0.38645712
2244,2024/01/30 08:15:17,last/,3,1,4,0.914,0.0,0.38962257
2245,2024/01/30 08:15:19,last/,3,2,4,0.9123,-0.0017000000000000348,0.3937849
2246,2024/01/30 08:15:21,last/,3,4,4,0.9144,0.00039999999999995595,0.38624418
2247,2024/01/30 08:15:23,last/,3,1,5,0.9135,-0.000500000000000056,0.39409426
2248,2024/01/30 08:15:25,last/,3,2,5,0.914,0.0,0.3904244
2249,2024/01/30 08:15:27,last/,3,4,5,0.9113,-0.0027000000000000357,0.3914806
2250,2024/01/30 08:15:29,last/,3,1,6,0.9138,-0.000200000000000089,0.39063287
2251,2024/01/30 08:15:31,last/,3,2,6,0.9087,-0.005300000000000082,0.41454184
2252,2024/01/30 08:15:33,last/,3,4,6,0.9111,-0.0029000000000000137,0.39490235
2253,2024/01/30 08:15:35,last/,3,1,7,0.9136,-0.00040000000000006697,0.39073557
2254,2024/01/30 08:15:37,last/,3,2,7,0.9033,-0.010700000000000043,0.46869332
2255,2024/01/30 08:15:39,last/,3,4,7,0.9038,-0.010199999999999987,0.42104083
2256,2024/01/30 08:15:41,last/,3,1,0,0.914,0.0,0.38959935
2257,2024/01/30 08:15:44,last/,3,2,0,0.9143,0.00029999999999996696,0.38963756
2258,2024/01/30 08:15:46,last/,3,4,0,0.914,0.0,0.3894617
2259,2024/01/30 08:15:48,last/,3,1,1,0.9137,-0.000300000000000078,0.3903018
2260,2024/01/30 08:15:50,last/,3,2,1,0.9141,9.999999999998899e-05,0.3896854
2261,2024/01/30 08:15:52,last/,3,4,1,0.9141,9.999999999998899e-05,0.3915695
2262,2024/01/30 08:15:54,last/,3,1,2,0.914,0.0,0.38967147
2263,2024/01/30 08:15:56,last/,3,2,2,0.9142,0.00019999999999997797,0.38880387
2264,2024/01/30 08:15:58,last/,3,4,2,0.9142,0.00019999999999997797,0.389206
2265,2024/01/30 08:16:00,last/,3,1,3,0.9138,-0.000200000000000089,0.38884985
2266,2024/01/30 08:16:02,last/,3,2,3,0.9137,-0.000300000000000078,0.39028215
2267,2024/01/30 08:16:04,last/,3,4,3,0.9141,9.999999999998899e-05,0.38725328
2268,2024/01/30 08:16:06,last/,3,1,4,0.9146,0.0005999999999999339,0.39105025
2269,2024/01/30 08:16:08,last/,3,2,4,0.9133,-0.0007000000000000339,0.4018874
2270,2024/01/30 08:16:10,last/,3,4,4,0.9134,-0.0006000000000000449,0.39156184
2271,2024/01/30 08:16:12,last/,3,1,5,0.9134,-0.0006000000000000449,0.40151495
2272,2024/01/30 08:16:14,last/,3,2,5,0.9136,-0.00040000000000006697,0.39025548
2273,2024/01/30 08:16:16,last/,3,4,5,0.9137,-0.000300000000000078,0.39124164
2274,2024/01/30 08:16:18,last/,3,1,6,0.9113,-0.0027000000000000357,0.40772524
2275,2024/01/30 08:16:20,last/,3,2,6,0.912,-0.0020000000000000018,0.40121007
2276,2024/01/30 08:16:23,last/,3,4,6,0.9044,-0.009600000000000053,0.4265668
2277,2024/01/30 08:16:25,last/,3,1,7,0.914,0.0,0.38962257
2278,2024/01/30 08:16:27,last/,3,2,7,0.899,-0.015000000000000013,0.5247197
2279,2024/01/30 08:16:29,last/,3,4,7,0.9081,-0.005900000000000016,0.44454774
2280,2024/01/30 08:16:31,last/,3,1,0,0.9141,9.999999999998899e-05,0.3885893
2281,2024/01/30 08:16:33,last/,3,2,0,0.914,0.0,0.3897961
2282,2024/01/30 08:16:35,last/,3,4,0,0.914,0.0,0.3897576
2283,2024/01/30 08:16:37,last/,3,1,1,0.914,0.0,0.38962257
2284,2024/01/30 08:16:39,last/,3,2,1,0.9141,9.999999999998899e-05,0.38958573
2285,2024/01/30 08:16:41,last/,3,4,1,0.9143,0.00029999999999996696,0.38747784
2286,2024/01/30 08:16:43,last/,3,1,2,0.914,0.0,0.38962257
2287,2024/01/30 08:16:45,last/,3,2,2,0.9138,-0.000200000000000089,0.38953358
2288,2024/01/30 08:16:47,last/,3,4,2,0.914,0.0,0.38977793
2289,2024/01/30 08:16:49,last/,3,1,3,0.9139,-9.999999999998899e-05,0.38963825
2290,2024/01/30 08:16:51,last/,3,2,3,0.9138,-0.000200000000000089,0.38978502
2291,2024/01/30 08:16:53,last/,3,4,3,0.9134,-0.0006000000000000449,0.38749132
2292,2024/01/30 08:16:55,last/,3,1,4,0.914,0.0,0.39060873
2293,2024/01/30 08:16:57,last/,3,2,4,0.9144,0.00039999999999995595,0.38904566
2294,2024/01/30 08:16:59,last/,3,4,4,0.9119,-0.0020999999999999908,0.38877282
2295,2024/01/30 08:17:01,last/,3,1,5,0.9133,-0.0007000000000000339,0.38939577
2296,2024/01/30 08:17:04,last/,3,2,5,0.914,0.0,0.39540812
2297,2024/01/30 08:17:06,last/,3,4,5,0.9134,-0.0006000000000000449,0.39434487
2298,2024/01/30 08:17:08,last/,3,1,6,0.914,0.0,0.38962257
2299,2024/01/30 08:17:10,last/,3,2,6,0.9134,-0.0006000000000000449,0.3913751
2300,2024/01/30 08:17:12,last/,3,4,6,0.9042,-0.009800000000000031,0.43422443
2301,2024/01/30 08:17:14,last/,3,1,7,0.9141,9.999999999998899e-05,0.39108607
2302,2024/01/30 08:17:16,last/,3,2,7,0.902,-0.01200000000000001,0.46289423
2303,2024/01/30 08:17:18,last/,3,4,7,0.8949,-0.019100000000000006,0.51461464
2304,2024/01/30 08:17:20,last/,3,1,0,0.914,0.0,0.38983425
2305,2024/01/30 08:17:22,last/,3,2,0,0.9141,9.999999999998899e-05,0.38957602
2306,2024/01/30 08:17:24,last/,3,4,0,0.914,0.0,0.38980323
2307,2024/01/30 08:17:26,last/,3,1,1,0.914,0.0,0.38962257
2308,2024/01/30 08:17:28,last/,3,2,1,0.914,0.0,0.38873792
2309,2024/01/30 08:17:30,last/,3,4,1,0.9142,0.00019999999999997797,0.38855082
2310,2024/01/30 08:17:32,last/,3,1,2,0.914,0.0,0.38933152
2311,2024/01/30 08:17:34,last/,3,2,2,0.9136,-0.00040000000000006697,0.39153612
2312,2024/01/30 08:17:36,last/,3,4,2,0.9141,9.999999999998899e-05,0.39063624
2313,2024/01/30 08:17:38,last/,3,1,3,0.914,0.0,0.3896229
2314,2024/01/30 08:17:40,last/,3,2,3,0.914,0.0,0.38891187
2315,2024/01/30 08:17:42,last/,3,4,3,0.9137,-0.000300000000000078,0.38901836
2316,2024/01/30 08:17:44,last/,3,1,4,0.9138,-0.000200000000000089,0.38968349
2317,2024/01/30 08:17:46,last/,3,2,4,0.9138,-0.000200000000000089,0.3903148
2318,2024/01/30 08:17:48,last/,3,4,4,0.9139,-9.999999999998899e-05,0.39217585
2319,2024/01/30 08:17:51,last/,3,1,5,0.9137,-0.000300000000000078,0.3909263
2320,2024/01/30 08:17:53,last/,3,2,5,0.914,0.0,0.38962257
2321,2024/01/30 08:17:55,last/,3,4,5,0.9135,-0.000500000000000056,0.39330894
2322,2024/01/30 08:17:57,last/,3,1,6,0.9136,-0.00040000000000006697,0.39583722
2323,2024/01/30 08:17:59,last/,3,2,6,0.912,-0.0020000000000000018,0.39406183
2324,2024/01/30 08:18:01,last/,3,4,6,0.9123,-0.0017000000000000348,0.42239007
2325,2024/01/30 08:18:03,last/,3,1,7,0.8886,-0.02540000000000009,0.59131265
2326,2024/01/30 08:18:05,last/,3,2,7,0.9013,-0.012700000000000045,0.4603806
2327,2024/01/30 08:18:07,last/,3,4,7,0.9082,-0.005800000000000027,0.4455744
2328,2024/01/30 08:18:09,last/,3,1,0,0.914,0.0,0.38962257
2329,2024/01/30 08:18:11,last/,3,2,0,0.914,0.0,0.39067718
2330,2024/01/30 08:18:13,last/,3,4,0,0.9141,9.999999999998899e-05,0.38927153
2331,2024/01/30 08:18:15,last/,3,1,1,0.9137,-0.000300000000000078,0.39089102
2332,2024/01/30 08:18:17,last/,3,2,1,0.9138,-0.000200000000000089,0.38988006
2333,2024/01/30 08:18:19,last/,3,4,1,0.9142,0.00019999999999997797,0.3907207
2334,2024/01/30 08:18:21,last/,3,1,2,0.9137,-0.000300000000000078,0.39066437
2335,2024/01/30 08:18:23,last/,3,2,2,0.9141,9.999999999998899e-05,0.38992447
2336,2024/01/30 08:18:25,last/,3,4,2,0.9135,-0.000500000000000056,0.3895197
2337,2024/01/30 08:18:27,last/,3,1,3,0.914,0.0,0.38962257
2338,2024/01/30 08:18:29,last/,3,2,3,0.914,0.0,0.38862038
2339,2024/01/30 08:18:32,last/,3,4,3,0.9141,9.999999999998899e-05,0.38984677
2340,2024/01/30 08:18:34,last/,3,1,4,0.9139,-9.999999999998899e-05,0.38954884
2341,2024/01/30 08:18:36,last/,3,2,4,0.914,0.0,0.38832602
2342,2024/01/30 08:18:38,last/,3,4,4,0.9135,-0.000500000000000056,0.39472795
2343,2024/01/30 08:18:40,last/,3,1,5,0.914,0.0,0.38962257
2344,2024/01/30 08:18:42,last/,3,2,5,0.9142,0.00019999999999997797,0.389386
2345,2024/01/30 08:18:44,last/,3,4,5,0.9103,-0.0037000000000000366,0.40001982
2346,2024/01/30 08:18:46,last/,3,1,6,0.914,0.0,0.38962257
2347,2024/01/30 08:18:48,last/,3,2,6,0.9134,-0.0006000000000000449,0.390597
2348,2024/01/30 08:18:50,last/,3,4,6,0.9072,-0.006800000000000028,0.44099635
2349,2024/01/30 08:18:52,last/,3,1,7,0.914,0.0,0.39095455
2350,2024/01/30 08:18:54,last/,3,2,7,0.9024,-0.011600000000000055,0.43120337
2351,2024/01/30 08:18:56,last/,3,4,7,0.89,-0.02400000000000002,0.50244075
2352,2024/01/30 08:18:58,last/,3,1,0,0.914,0.0,0.3896385
2353,2024/01/30 08:19:00,last/,3,2,0,0.9142,0.00019999999999997797,0.38992244
2354,2024/01/30 08:19:02,last/,3,4,0,0.9141,9.999999999998899e-05,0.38960832
2355,2024/01/30 08:19:04,last/,3,1,1,0.9141,9.999999999998899e-05,0.3896524
2356,2024/01/30 08:19:06,last/,3,2,1,0.9137,-0.000300000000000078,0.38940504
2357,2024/01/30 08:19:08,last/,3,4,1,0.9138,-0.000200000000000089,0.3907713
2358,2024/01/30 08:19:10,last/,3,1,2,0.9139,-9.999999999998899e-05,0.39059174
2359,2024/01/30 08:19:13,last/,3,2,2,0.9145,0.0004999999999999449,0.3911974
2360,2024/01/30 08:19:15,last/,3,4,2,0.9145,0.0004999999999999449,0.39241087
2361,2024/01/30 08:19:17,last/,3,1,3,0.9141,9.999999999998899e-05,0.38842052
2362,2024/01/30 08:19:19,last/,3,2,3,0.9137,-0.000300000000000078,0.38827622
2363,2024/01/30 08:19:21,last/,3,4,3,0.9139,-9.999999999998899e-05,0.39031497
2364,2024/01/30 08:19:23,last/,3,1,4,0.9137,-0.000300000000000078,0.39146605
2365,2024/01/30 08:19:25,last/,3,2,4,0.9142,0.00019999999999997797,0.3918479
2366,2024/01/30 08:19:27,last/,3,4,4,0.9123,-0.0017000000000000348,0.3844901
2367,2024/01/30 08:19:29,last/,3,1,5,0.9121,-0.0019000000000000128,0.3996524
2368,2024/01/30 08:19:31,last/,3,2,5,0.9141,9.999999999998899e-05,0.38739556
2369,2024/01/30 08:19:33,last/,3,4,5,0.913,-0.0010000000000000009,0.3823775
2370,2024/01/30 08:19:35,last/,3,1,6,0.9083,-0.005700000000000038,0.4140211
