,reference,layer_name,layer_counter,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
191,2024/01/31 03:45:20,conv2d/,0,4,7,0.9029,-0.011099999999999999,0.39791656
192,2024/01/31 03:45:22,conv2d/,0,1,0,0.9141,9.999999999998899e-05,0.38860622
193,2024/01/31 03:45:23,conv2d/,0,2,0,0.9148,0.0007999999999999119,0.38964728
194,2024/01/31 03:45:25,conv2d/,0,4,0,0.914,0.0,0.38946548
195,2024/01/31 03:45:27,conv2d/,0,1,1,0.9137,-0.000300000000000078,0.3908449
196,2024/01/31 03:45:29,conv2d/,0,2,1,0.9139,-9.999999999998899e-05,0.39153045
197,2024/01/31 03:45:30,conv2d/,0,4,1,0.9145,0.0004999999999999449,0.3924916
198,2024/01/31 03:45:32,conv2d/,0,1,2,0.9136,-0.00040000000000006697,0.3899764
199,2024/01/31 03:45:34,conv2d/,0,2,2,0.9146,0.0005999999999999339,0.38781908
200,2024/01/31 03:45:36,conv2d/,0,4,2,0.9133,-0.0007000000000000339,0.38778493
201,2024/01/31 03:45:37,conv2d/,0,1,3,0.9133,-0.0007000000000000339,0.3895617
202,2024/01/31 03:45:39,conv2d/,0,2,3,0.9138,-0.000200000000000089,0.38941437
203,2024/01/31 03:45:41,conv2d/,0,4,3,0.914,0.0,0.38993102
204,2024/01/31 03:45:42,conv2d/,0,1,4,0.9143,0.00029999999999996696,0.39063892
205,2024/01/31 03:45:44,conv2d/,0,2,4,0.9134,-0.0006000000000000449,0.39187807
206,2024/01/31 03:45:46,conv2d/,0,4,4,0.9136,-0.00040000000000006697,0.3910481
207,2024/01/31 03:45:48,conv2d/,0,1,5,0.9131,-0.0009000000000000119,0.39231205
208,2024/01/31 03:45:49,conv2d/,0,2,5,0.914,0.0,0.39207727
209,2024/01/31 03:45:51,conv2d/,0,4,5,0.9138,-0.000200000000000089,0.37939313
210,2024/01/31 03:45:53,conv2d/,0,1,6,0.9115,-0.0025000000000000577,0.39903057
211,2024/01/31 03:45:54,conv2d/,0,2,6,0.9113,-0.0027000000000000357,0.38583812
212,2024/01/31 03:45:56,conv2d/,0,4,6,0.9109,-0.0030999999999999917,0.39431366
213,2024/01/31 03:45:58,conv2d/,0,1,7,0.9121,-0.0019000000000000128,0.37806466
214,2024/01/31 03:46:00,conv2d/,0,2,7,0.9103,-0.0037000000000000366,0.38615504
215,2024/01/31 03:46:01,conv2d/,0,4,7,0.9094,-0.0046000000000000485,0.39012653
216,2024/01/31 03:46:03,conv2d/,0,1,0,0.9141,9.999999999998899e-05,0.38955227
217,2024/01/31 03:46:05,conv2d/,0,2,0,0.9137,-0.000300000000000078,0.39059976
218,2024/01/31 03:46:07,conv2d/,0,4,0,0.9142,0.00019999999999997797,0.38984492
219,2024/01/31 03:46:08,conv2d/,0,1,1,0.9137,-0.000300000000000078,0.39197364
220,2024/01/31 03:46:10,conv2d/,0,2,1,0.914,0.0,0.3879191
221,2024/01/31 03:46:12,conv2d/,0,4,1,0.9143,0.00029999999999996696,0.38837504
222,2024/01/31 03:46:13,conv2d/,0,1,2,0.9139,-9.999999999998899e-05,0.38743883
223,2024/01/31 03:46:15,conv2d/,0,2,2,0.9141,9.999999999998899e-05,0.39181027
224,2024/01/31 03:46:17,conv2d/,0,4,2,0.9144,0.00039999999999995595,0.39174435
225,2024/01/31 03:46:19,conv2d/,0,1,3,0.914,0.0,0.3883162
226,2024/01/31 03:46:20,conv2d/,0,2,3,0.9146,0.0005999999999999339,0.38983187
227,2024/01/31 03:46:22,conv2d/,0,4,3,0.9145,0.0004999999999999449,0.3906731
228,2024/01/31 03:46:24,conv2d/,0,1,4,0.9139,-9.999999999998899e-05,0.3893591
229,2024/01/31 03:46:26,conv2d/,0,2,4,0.9146,0.0005999999999999339,0.38605523
230,2024/01/31 03:46:27,conv2d/,0,4,4,0.9136,-0.00040000000000006697,0.3971602
231,2024/01/31 03:46:29,conv2d/,0,1,5,0.913,-0.0010000000000000009,0.39305755
232,2024/01/31 03:46:31,conv2d/,0,2,5,0.9144,0.00039999999999995595,0.3901114
233,2024/01/31 03:46:32,conv2d/,0,4,5,0.9124,-0.0016000000000000458,0.3887929
234,2024/01/31 03:46:34,conv2d/,0,1,6,0.9135,-0.000500000000000056,0.3873139
235,2024/01/31 03:46:36,conv2d/,0,2,6,0.9125,-0.0015000000000000568,0.3809702
236,2024/01/31 03:46:38,conv2d/,0,4,6,0.9091,-0.0049000000000000155,0.3775697
237,2024/01/31 03:46:39,conv2d/,0,1,7,0.9139,-9.999999999998899e-05,0.39001352
238,2024/01/31 03:46:41,conv2d/,0,2,7,0.9122,-0.0018000000000000238,0.40970775
239,2024/01/31 03:46:43,conv2d/,0,4,7,0.9032,-0.010800000000000032,0.39687017
240,2024/01/31 03:46:45,conv2d_1/,1,1,0,0.914,0.0,0.3896249
241,2024/01/31 03:46:46,conv2d_1/,1,2,0,0.914,0.0,0.3896313
242,2024/01/31 03:46:48,conv2d_1/,1,4,0,0.9142,0.00019999999999997797,0.38970062
243,2024/01/31 03:46:50,conv2d_1/,1,1,1,0.914,0.0,0.38954657
244,2024/01/31 03:46:51,conv2d_1/,1,2,1,0.9139,-9.999999999998899e-05,0.38952348
245,2024/01/31 03:46:53,conv2d_1/,1,4,1,0.9142,0.00019999999999997797,0.3895901
246,2024/01/31 03:46:55,conv2d_1/,1,1,2,0.9144,0.00039999999999995595,0.38851285
247,2024/01/31 03:46:57,conv2d_1/,1,2,2,0.9141,9.999999999998899e-05,0.3894829
248,2024/01/31 03:46:58,conv2d_1/,1,4,2,0.9141,9.999999999998899e-05,0.3908472
249,2024/01/31 03:47:00,conv2d_1/,1,1,3,0.914,0.0,0.38962257
250,2024/01/31 03:47:02,conv2d_1/,1,2,3,0.9139,-9.999999999998899e-05,0.38990378
251,2024/01/31 03:47:04,conv2d_1/,1,4,3,0.9142,0.00019999999999997797,0.39098385
252,2024/01/31 03:47:05,conv2d_1/,1,1,4,0.9142,0.00019999999999997797,0.3875525
253,2024/01/31 03:47:07,conv2d_1/,1,2,4,0.9145,0.0004999999999999449,0.39077416
254,2024/01/31 03:47:09,conv2d_1/,1,4,4,0.9142,0.00019999999999997797,0.38958624
255,2024/01/31 03:47:10,conv2d_1/,1,1,5,0.914,0.0,0.38962257
256,2024/01/31 03:47:12,conv2d_1/,1,2,5,0.9142,0.00019999999999997797,0.39027426
257,2024/01/31 03:47:14,conv2d_1/,1,4,5,0.9141,9.999999999998899e-05,0.39057645
258,2024/01/31 03:47:16,conv2d_1/,1,1,6,0.9138,-0.000200000000000089,0.3908948
259,2024/01/31 03:47:17,conv2d_1/,1,2,6,0.9135,-0.000500000000000056,0.39123583
260,2024/01/31 03:47:19,conv2d_1/,1,4,6,0.9139,-9.999999999998899e-05,0.38744214
261,2024/01/31 03:47:21,conv2d_1/,1,1,7,0.9139,-9.999999999998899e-05,0.39088893
262,2024/01/31 03:47:22,conv2d_1/,1,2,7,0.9139,-9.999999999998899e-05,0.38927084
263,2024/01/31 03:47:24,conv2d_1/,1,4,7,0.9146,0.0005999999999999339,0.3884681
264,2024/01/31 03:47:26,conv2d_1/,1,1,0,0.914,0.0,0.38962257
265,2024/01/31 03:47:28,conv2d_1/,1,2,0,0.9139,-9.999999999998899e-05,0.3896059
266,2024/01/31 03:47:29,conv2d_1/,1,4,0,0.9142,0.00019999999999997797,0.38979545
267,2024/01/31 03:47:31,conv2d_1/,1,1,1,0.9141,9.999999999998899e-05,0.3896261
268,2024/01/31 03:47:33,conv2d_1/,1,2,1,0.9141,9.999999999998899e-05,0.38981026
269,2024/01/31 03:47:35,conv2d_1/,1,4,1,0.914,0.0,0.38860753
270,2024/01/31 03:47:36,conv2d_1/,1,1,2,0.914,0.0,0.38962257
271,2024/01/31 03:47:38,conv2d_1/,1,2,2,0.9141,9.999999999998899e-05,0.38963148
272,2024/01/31 03:47:40,conv2d_1/,1,4,2,0.9142,0.00019999999999997797,0.3884898
273,2024/01/31 03:47:41,conv2d_1/,1,1,3,0.914,0.0,0.38983846
274,2024/01/31 03:47:43,conv2d_1/,1,2,3,0.9142,0.00019999999999997797,0.39056253
275,2024/01/31 03:47:45,conv2d_1/,1,4,3,0.9143,0.00029999999999996696,0.38981715
276,2024/01/31 03:47:47,conv2d_1/,1,1,4,0.9139,-9.999999999998899e-05,0.39098474
277,2024/01/31 03:47:48,conv2d_1/,1,2,4,0.9142,0.00019999999999997797,0.39063457
278,2024/01/31 03:47:50,conv2d_1/,1,4,4,0.914,0.0,0.38989565
279,2024/01/31 03:47:52,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.3896473
280,2024/01/31 03:47:54,conv2d_1/,1,2,5,0.9137,-0.000300000000000078,0.38965026
281,2024/01/31 03:47:55,conv2d_1/,1,4,5,0.9139,-9.999999999998899e-05,0.39096844
282,2024/01/31 03:47:57,conv2d_1/,1,1,6,0.914,0.0,0.39077798
283,2024/01/31 03:47:59,conv2d_1/,1,2,6,0.9145,0.0004999999999999449,0.38839936
284,2024/01/31 03:48:00,conv2d_1/,1,4,6,0.9145,0.0004999999999999449,0.38828418
285,2024/01/31 03:48:02,conv2d_1/,1,1,7,0.9141,9.999999999998899e-05,0.39062613
286,2024/01/31 03:48:04,conv2d_1/,1,2,7,0.9136,-0.00040000000000006697,0.3876689
287,2024/01/31 03:48:06,conv2d_1/,1,4,7,0.9133,-0.0007000000000000339,0.39066055
288,2024/01/31 03:48:07,conv2d_1/,1,1,0,0.914,0.0,0.38962257
289,2024/01/31 03:48:09,conv2d_1/,1,2,0,0.9141,9.999999999998899e-05,0.38962987
290,2024/01/31 03:48:11,conv2d_1/,1,4,0,0.9139,-9.999999999998899e-05,0.38868007
291,2024/01/31 03:48:13,conv2d_1/,1,1,1,0.914,0.0,0.38964456
292,2024/01/31 03:48:14,conv2d_1/,1,2,1,0.914,0.0,0.38960826
293,2024/01/31 03:48:16,conv2d_1/,1,4,1,0.914,0.0,0.38999942
294,2024/01/31 03:48:18,conv2d_1/,1,1,2,0.9142,0.00019999999999997797,0.38956285
295,2024/01/31 03:48:19,conv2d_1/,1,2,2,0.9141,9.999999999998899e-05,0.38982072
296,2024/01/31 03:48:21,conv2d_1/,1,4,2,0.9141,9.999999999998899e-05,0.3897169
297,2024/01/31 03:48:23,conv2d_1/,1,1,3,0.9139,-9.999999999998899e-05,0.38976058
298,2024/01/31 03:48:25,conv2d_1/,1,2,3,0.9139,-9.999999999998899e-05,0.39071155
299,2024/01/31 03:48:26,conv2d_1/,1,4,3,0.9142,0.00019999999999997797,0.38938105
300,2024/01/31 03:48:28,conv2d_1/,1,1,4,0.9143,0.00029999999999996696,0.38936576
301,2024/01/31 03:48:30,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.38971296
302,2024/01/31 03:48:32,conv2d_1/,1,4,4,0.9144,0.00039999999999995595,0.39060336
303,2024/01/31 03:48:33,conv2d_1/,1,1,5,0.914,0.0,0.3919866
304,2024/01/31 03:48:35,conv2d_1/,1,2,5,0.9142,0.00019999999999997797,0.38976854
305,2024/01/31 03:48:37,conv2d_1/,1,4,5,0.9144,0.00039999999999995595,0.3872407
306,2024/01/31 03:48:38,conv2d_1/,1,1,6,0.914,0.0,0.38847527
307,2024/01/31 03:48:40,conv2d_1/,1,2,6,0.9137,-0.000300000000000078,0.39139238
308,2024/01/31 03:48:42,conv2d_1/,1,4,6,0.9138,-0.000200000000000089,0.3883484
309,2024/01/31 03:48:44,conv2d_1/,1,1,7,0.9136,-0.00040000000000006697,0.3906571
310,2024/01/31 03:48:45,conv2d_1/,1,2,7,0.9139,-9.999999999998899e-05,0.38807076
311,2024/01/31 03:48:47,conv2d_1/,1,4,7,0.9144,0.00039999999999995595,0.38919565
312,2024/01/31 03:48:49,conv2d_1/,1,1,0,0.9141,9.999999999998899e-05,0.38957325
313,2024/01/31 03:48:50,conv2d_1/,1,2,0,0.914,0.0,0.38960293
314,2024/01/31 03:48:52,conv2d_1/,1,4,0,0.9142,0.00019999999999997797,0.38972467
315,2024/01/31 03:48:54,conv2d_1/,1,1,1,0.914,0.0,0.38966498
316,2024/01/31 03:48:56,conv2d_1/,1,2,1,0.9142,0.00019999999999997797,0.3895292
317,2024/01/31 03:48:57,conv2d_1/,1,4,1,0.914,0.0,0.3895071
318,2024/01/31 03:48:59,conv2d_1/,1,1,2,0.9141,9.999999999998899e-05,0.38942003
319,2024/01/31 03:49:01,conv2d_1/,1,2,2,0.9139,-9.999999999998899e-05,0.3895931
320,2024/01/31 03:49:03,conv2d_1/,1,4,2,0.9144,0.00039999999999995595,0.38956156
321,2024/01/31 03:49:04,conv2d_1/,1,1,3,0.9141,9.999999999998899e-05,0.3884108
322,2024/01/31 03:49:06,conv2d_1/,1,2,3,0.9137,-0.000300000000000078,0.39158878
323,2024/01/31 03:49:08,conv2d_1/,1,4,3,0.9138,-0.000200000000000089,0.38858977
324,2024/01/31 03:49:09,conv2d_1/,1,1,4,0.9143,0.00029999999999996696,0.38992774
325,2024/01/31 03:49:11,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.38974595
326,2024/01/31 03:49:13,conv2d_1/,1,4,4,0.9144,0.00039999999999995595,0.39056063
327,2024/01/31 03:49:15,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.38946915
328,2024/01/31 03:49:16,conv2d_1/,1,2,5,0.9145,0.0004999999999999449,0.3882809
329,2024/01/31 03:49:18,conv2d_1/,1,4,5,0.9141,9.999999999998899e-05,0.39197418
330,2024/01/31 03:49:20,conv2d_1/,1,1,6,0.914,0.0,0.39043763
331,2024/01/31 03:49:22,conv2d_1/,1,2,6,0.9139,-9.999999999998899e-05,0.38596633
332,2024/01/31 03:49:23,conv2d_1/,1,4,6,0.9142,0.00019999999999997797,0.39070332
333,2024/01/31 03:49:25,conv2d_1/,1,1,7,0.9143,0.00029999999999996696,0.38956928
334,2024/01/31 03:49:27,conv2d_1/,1,2,7,0.9144,0.00039999999999995595,0.3895789
335,2024/01/31 03:49:28,conv2d_1/,1,4,7,0.9142,0.00019999999999997797,0.38738135
336,2024/01/31 03:49:30,conv2d_1/,1,1,0,0.9142,0.00019999999999997797,0.3895369
337,2024/01/31 03:49:32,conv2d_1/,1,2,0,0.914,0.0,0.3896678
338,2024/01/31 03:49:34,conv2d_1/,1,4,0,0.9139,-9.999999999998899e-05,0.38945013
339,2024/01/31 03:49:35,conv2d_1/,1,1,1,0.9141,9.999999999998899e-05,0.38961753
340,2024/01/31 03:49:37,conv2d_1/,1,2,1,0.9138,-0.000200000000000089,0.38952452
341,2024/01/31 03:49:39,conv2d_1/,1,4,1,0.914,0.0,0.38977766
342,2024/01/31 03:49:41,conv2d_1/,1,1,2,0.9141,9.999999999998899e-05,0.38960248
343,2024/01/31 03:49:42,conv2d_1/,1,2,2,0.914,0.0,0.3896608
344,2024/01/31 03:49:44,conv2d_1/,1,4,2,0.914,0.0,0.38984463
345,2024/01/31 03:49:46,conv2d_1/,1,1,3,0.914,0.0,0.38965517
346,2024/01/31 03:49:47,conv2d_1/,1,2,3,0.9143,0.00029999999999996696,0.38968456
347,2024/01/31 03:49:49,conv2d_1/,1,4,3,0.9144,0.00039999999999995595,0.3909062
348,2024/01/31 03:49:51,conv2d_1/,1,1,4,0.9138,-0.000200000000000089,0.39061674
349,2024/01/31 03:49:53,conv2d_1/,1,2,4,0.9142,0.00019999999999997797,0.389737
350,2024/01/31 03:49:54,conv2d_1/,1,4,4,0.9139,-9.999999999998899e-05,0.38987336
351,2024/01/31 03:49:56,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.38786337
352,2024/01/31 03:49:58,conv2d_1/,1,2,5,0.914,0.0,0.38970906
353,2024/01/31 03:50:00,conv2d_1/,1,4,5,0.914,0.0,0.39008418
354,2024/01/31 03:50:01,conv2d_1/,1,1,6,0.914,0.0,0.3921407
355,2024/01/31 03:50:03,conv2d_1/,1,2,6,0.9137,-0.000300000000000078,0.38973516
356,2024/01/31 03:50:05,conv2d_1/,1,4,6,0.9143,0.00029999999999996696,0.386368
357,2024/01/31 03:50:06,conv2d_1/,1,1,7,0.9142,0.00019999999999997797,0.3917582
358,2024/01/31 03:50:08,conv2d_1/,1,2,7,0.9136,-0.00040000000000006697,0.38884574
359,2024/01/31 03:50:10,conv2d_1/,1,4,7,0.9134,-0.0006000000000000449,0.3899526
360,2024/01/31 03:50:12,conv2d_1/,1,1,0,0.914,0.0,0.3895734
361,2024/01/31 03:50:13,conv2d_1/,1,2,0,0.9141,9.999999999998899e-05,0.3895768
362,2024/01/31 03:50:15,conv2d_1/,1,4,0,0.9141,9.999999999998899e-05,0.38970008
363,2024/01/31 03:50:17,conv2d_1/,1,1,1,0.914,0.0,0.38962257
364,2024/01/31 03:50:19,conv2d_1/,1,2,1,0.9141,9.999999999998899e-05,0.38857812
365,2024/01/31 03:50:20,conv2d_1/,1,4,1,0.9141,9.999999999998899e-05,0.3898405
366,2024/01/31 03:50:22,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.38970384
367,2024/01/31 03:50:24,conv2d_1/,1,2,2,0.9141,9.999999999998899e-05,0.3907556
368,2024/01/31 03:50:25,conv2d_1/,1,4,2,0.9144,0.00039999999999995595,0.39086017
369,2024/01/31 03:50:27,conv2d_1/,1,1,3,0.9139,-9.999999999998899e-05,0.38855892
370,2024/01/31 03:50:29,conv2d_1/,1,2,3,0.9138,-0.000200000000000089,0.38985926
371,2024/01/31 03:50:31,conv2d_1/,1,4,3,0.9139,-9.999999999998899e-05,0.38949788
372,2024/01/31 03:50:32,conv2d_1/,1,1,4,0.9142,0.00019999999999997797,0.38943836
373,2024/01/31 03:50:34,conv2d_1/,1,2,4,0.914,0.0,0.38960302
374,2024/01/31 03:50:36,conv2d_1/,1,4,4,0.9139,-9.999999999998899e-05,0.39089078
375,2024/01/31 03:50:38,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.38880336
376,2024/01/31 03:50:39,conv2d_1/,1,2,5,0.9141,9.999999999998899e-05,0.39085427
377,2024/01/31 03:50:41,conv2d_1/,1,4,5,0.9147,0.0006999999999999229,0.38964856
378,2024/01/31 03:50:43,conv2d_1/,1,1,6,0.9144,0.00039999999999995595,0.38960466
379,2024/01/31 03:50:45,conv2d_1/,1,2,6,0.9138,-0.000200000000000089,0.39004457
380,2024/01/31 03:50:46,conv2d_1/,1,4,6,0.914,0.0,0.38878024
381,2024/01/31 03:50:48,conv2d_1/,1,1,7,0.9136,-0.00040000000000006697,0.38978544
382,2024/01/31 03:50:50,conv2d_1/,1,2,7,0.9138,-0.000200000000000089,0.38967678
383,2024/01/31 03:50:51,conv2d_1/,1,4,7,0.913,-0.0010000000000000009,0.39186403
384,2024/01/31 03:50:53,conv2d_1/,1,1,0,0.9139,-9.999999999998899e-05,0.38977015
385,2024/01/31 03:50:55,conv2d_1/,1,2,0,0.914,0.0,0.38964903
386,2024/01/31 03:50:57,conv2d_1/,1,4,0,0.9139,-9.999999999998899e-05,0.38966608
387,2024/01/31 03:50:58,conv2d_1/,1,1,1,0.9141,9.999999999998899e-05,0.38960272
388,2024/01/31 03:51:00,conv2d_1/,1,2,1,0.9139,-9.999999999998899e-05,0.38962862
389,2024/01/31 03:51:02,conv2d_1/,1,4,1,0.9143,0.00029999999999996696,0.38984576
390,2024/01/31 03:51:04,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.38960966
391,2024/01/31 03:51:05,conv2d_1/,1,2,2,0.9145,0.0004999999999999449,0.38955265
392,2024/01/31 03:51:07,conv2d_1/,1,4,2,0.9143,0.00029999999999996696,0.3903299
393,2024/01/31 03:51:09,conv2d_1/,1,1,3,0.914,0.0,0.3897646
394,2024/01/31 03:51:10,conv2d_1/,1,2,3,0.9139,-9.999999999998899e-05,0.3874878
395,2024/01/31 03:51:12,conv2d_1/,1,4,3,0.9142,0.00019999999999997797,0.390934
396,2024/01/31 03:51:14,conv2d_1/,1,1,4,0.9145,0.0004999999999999449,0.3884852
397,2024/01/31 03:51:16,conv2d_1/,1,2,4,0.914,0.0,0.39008483
398,2024/01/31 03:51:17,conv2d_1/,1,4,4,0.9142,0.00019999999999997797,0.38970372
399,2024/01/31 03:51:19,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.39072686
400,2024/01/31 03:51:21,conv2d_1/,1,2,5,0.9139,-9.999999999998899e-05,0.3905344
401,2024/01/31 03:51:22,conv2d_1/,1,4,5,0.9144,0.00039999999999995595,0.39136088
402,2024/01/31 03:51:24,conv2d_1/,1,1,6,0.9144,0.00039999999999995595,0.39090213
403,2024/01/31 03:51:26,conv2d_1/,1,2,6,0.9132,-0.0008000000000000229,0.3927665
404,2024/01/31 03:51:28,conv2d_1/,1,4,6,0.9139,-9.999999999998899e-05,0.38938135
405,2024/01/31 03:51:29,conv2d_1/,1,1,7,0.9142,0.00019999999999997797,0.38958406
406,2024/01/31 03:51:31,conv2d_1/,1,2,7,0.9137,-0.000300000000000078,0.38850462
407,2024/01/31 03:51:33,conv2d_1/,1,4,7,0.9131,-0.0009000000000000119,0.3932017
408,2024/01/31 03:51:35,conv2d_1/,1,1,0,0.914,0.0,0.38973555
409,2024/01/31 03:51:36,conv2d_1/,1,2,0,0.914,0.0,0.3896267
410,2024/01/31 03:51:38,conv2d_1/,1,4,0,0.914,0.0,0.3895812
411,2024/01/31 03:51:40,conv2d_1/,1,1,1,0.914,0.0,0.38973063
412,2024/01/31 03:51:41,conv2d_1/,1,2,1,0.9141,9.999999999998899e-05,0.38956013
413,2024/01/31 03:51:43,conv2d_1/,1,4,1,0.9144,0.00039999999999995595,0.38950616
414,2024/01/31 03:51:45,conv2d_1/,1,1,2,0.9141,9.999999999998899e-05,0.38951117
415,2024/01/31 03:51:47,conv2d_1/,1,2,2,0.914,0.0,0.3897894
416,2024/01/31 03:51:48,conv2d_1/,1,4,2,0.9138,-0.000200000000000089,0.39054355
417,2024/01/31 03:51:50,conv2d_1/,1,1,3,0.9141,9.999999999998899e-05,0.3907508
418,2024/01/31 03:51:52,conv2d_1/,1,2,3,0.9136,-0.00040000000000006697,0.3886083
419,2024/01/31 03:51:54,conv2d_1/,1,4,3,0.9141,9.999999999998899e-05,0.39087018
420,2024/01/31 03:51:55,conv2d_1/,1,1,4,0.9141,9.999999999998899e-05,0.3887319
421,2024/01/31 03:51:57,conv2d_1/,1,2,4,0.9143,0.00029999999999996696,0.38980424
422,2024/01/31 03:51:59,conv2d_1/,1,4,4,0.9141,9.999999999998899e-05,0.38813713
423,2024/01/31 03:52:00,conv2d_1/,1,1,5,0.914,0.0,0.38877836
424,2024/01/31 03:52:02,conv2d_1/,1,2,5,0.9145,0.0004999999999999449,0.39078206
425,2024/01/31 03:52:04,conv2d_1/,1,4,5,0.9137,-0.000300000000000078,0.39063492
426,2024/01/31 03:52:06,conv2d_1/,1,1,6,0.9142,0.00019999999999997797,0.38956475
427,2024/01/31 03:52:07,conv2d_1/,1,2,6,0.9139,-9.999999999998899e-05,0.3895041
428,2024/01/31 03:52:09,conv2d_1/,1,4,6,0.9137,-0.000300000000000078,0.39150453
429,2024/01/31 03:52:11,conv2d_1/,1,1,7,0.914,0.0,0.38962257
430,2024/01/31 03:52:13,conv2d_1/,1,2,7,0.9134,-0.0006000000000000449,0.3895602
431,2024/01/31 03:52:14,conv2d_1/,1,4,7,0.9141,9.999999999998899e-05,0.39309376
432,2024/01/31 03:52:16,conv2d_1/,1,1,0,0.914,0.0,0.3897689
433,2024/01/31 03:52:18,conv2d_1/,1,2,0,0.9138,-0.000200000000000089,0.3885151
434,2024/01/31 03:52:19,conv2d_1/,1,4,0,0.914,0.0,0.38966176
435,2024/01/31 03:52:21,conv2d_1/,1,1,1,0.914,0.0,0.3896668
436,2024/01/31 03:52:23,conv2d_1/,1,2,1,0.914,0.0,0.38927898
437,2024/01/31 03:52:25,conv2d_1/,1,4,1,0.9141,9.999999999998899e-05,0.389748
438,2024/01/31 03:52:26,conv2d_1/,1,1,2,0.914,0.0,0.3907778
439,2024/01/31 03:52:28,conv2d_1/,1,2,2,0.914,0.0,0.3885337
440,2024/01/31 03:52:30,conv2d_1/,1,4,2,0.914,0.0,0.38861927
441,2024/01/31 03:52:32,conv2d_1/,1,1,3,0.9141,9.999999999998899e-05,0.38966846
442,2024/01/31 03:52:33,conv2d_1/,1,2,3,0.9141,9.999999999998899e-05,0.39067248
443,2024/01/31 03:52:35,conv2d_1/,1,4,3,0.914,0.0,0.38972396
444,2024/01/31 03:52:37,conv2d_1/,1,1,4,0.9144,0.00039999999999995595,0.38835597
445,2024/01/31 03:52:38,conv2d_1/,1,2,4,0.9148,0.0007999999999999119,0.3885561
446,2024/01/31 03:52:40,conv2d_1/,1,4,4,0.9138,-0.000200000000000089,0.38866
447,2024/01/31 03:52:42,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.38969284
448,2024/01/31 03:52:44,conv2d_1/,1,2,5,0.9142,0.00019999999999997797,0.38944605
449,2024/01/31 03:52:45,conv2d_1/,1,4,5,0.9141,9.999999999998899e-05,0.38956183
450,2024/01/31 03:52:47,conv2d_1/,1,1,6,0.914,0.0,0.38982648
451,2024/01/31 03:52:49,conv2d_1/,1,2,6,0.914,0.0,0.38996303
452,2024/01/31 03:52:51,conv2d_1/,1,4,6,0.9143,0.00029999999999996696,0.39064175
453,2024/01/31 03:52:52,conv2d_1/,1,1,7,0.914,0.0,0.3874343
454,2024/01/31 03:52:54,conv2d_1/,1,2,7,0.914,0.0,0.38927582
455,2024/01/31 03:52:56,conv2d_1/,1,4,7,0.9139,-9.999999999998899e-05,0.38758904
456,2024/01/31 03:52:58,conv2d_1/,1,1,0,0.914,0.0,0.38966674
457,2024/01/31 03:52:59,conv2d_1/,1,2,0,0.914,0.0,0.38960633
458,2024/01/31 03:53:01,conv2d_1/,1,4,0,0.9142,0.00019999999999997797,0.39075875
459,2024/01/31 03:53:03,conv2d_1/,1,1,1,0.914,0.0,0.38854146
460,2024/01/31 03:53:04,conv2d_1/,1,2,1,0.9142,0.00019999999999997797,0.3896562
461,2024/01/31 03:53:06,conv2d_1/,1,4,1,0.9141,9.999999999998899e-05,0.3904857
462,2024/01/31 03:53:08,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.3894943
463,2024/01/31 03:53:10,conv2d_1/,1,2,2,0.9141,9.999999999998899e-05,0.38966832
464,2024/01/31 03:53:11,conv2d_1/,1,4,2,0.9141,9.999999999998899e-05,0.38780004
465,2024/01/31 03:53:13,conv2d_1/,1,1,3,0.9141,9.999999999998899e-05,0.3884408
466,2024/01/31 03:53:15,conv2d_1/,1,2,3,0.9143,0.00029999999999996696,0.38862604
467,2024/01/31 03:53:17,conv2d_1/,1,4,3,0.9143,0.00029999999999996696,0.38958558
468,2024/01/31 03:53:18,conv2d_1/,1,1,4,0.9137,-0.000300000000000078,0.3885442
469,2024/01/31 03:53:20,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.38861227
470,2024/01/31 03:53:22,conv2d_1/,1,4,4,0.9141,9.999999999998899e-05,0.38932493
471,2024/01/31 03:53:23,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.3885714
472,2024/01/31 03:53:25,conv2d_1/,1,2,5,0.9142,0.00019999999999997797,0.38883954
473,2024/01/31 03:53:27,conv2d_1/,1,4,5,0.9142,0.00019999999999997797,0.38952908
474,2024/01/31 03:53:29,conv2d_1/,1,1,6,0.9141,9.999999999998899e-05,0.39075065
475,2024/01/31 03:53:30,conv2d_1/,1,2,6,0.9142,0.00019999999999997797,0.38959038
476,2024/01/31 03:53:32,conv2d_1/,1,4,6,0.9133,-0.0007000000000000339,0.3892396
