,reference,layer_key,kernel_index,n_bits_flipped,bit_disrupted,q_aware_test_accuracy,q_aware_test_acc_degradation,q_aware_test_loss
,original,,,,,0.9114999771118164,,0.2890910804271698
,new reference,,,,,0.9116,,0.2891834
0,2023/05/23 09:52:08,quant_conv2d,1,1,0,0.9116,0.0,0.2891834
1,2023/05/23 09:52:12,quant_conv2d,1,2,0,0.9116,0.0,0.2891834
2,2023/05/23 09:52:15,quant_conv2d,1,3,0,0.9116,0.0,0.2891834
3,2023/05/23 09:52:18,quant_conv2d,1,4,0,0.9116,0.0,0.2891834
4,2023/05/23 09:52:22,quant_conv2d,1,5,0,0.9116,0.0,0.28918195
5,2023/05/23 09:52:26,quant_conv2d,1,6,0,0.9116,0.0,0.2891834
6,2023/05/23 09:52:30,quant_conv2d,1,7,0,0.9116,0.0,0.28917915
7,2023/05/23 09:52:34,quant_conv2d,1,8,0,0.9116,0.0,0.2891834
8,2023/05/23 09:52:38,quant_conv2d,1,1,1,0.9116,0.0,0.2891834
9,2023/05/23 09:52:41,quant_conv2d,1,2,1,0.9116,0.0,0.2891834
10,2023/05/23 09:52:45,quant_conv2d,1,3,1,0.9116,0.0,0.2891834
11,2023/05/23 09:52:48,quant_conv2d,1,4,1,0.9116,0.0,0.2891834
12,2023/05/23 09:52:52,quant_conv2d,1,5,1,0.9116,0.0,0.2891834
13,2023/05/23 09:52:56,quant_conv2d,1,6,1,0.9116,0.0,0.2891839
14,2023/05/23 09:52:59,quant_conv2d,1,7,1,0.9116,0.0,0.28917328
15,2023/05/23 09:53:03,quant_conv2d,1,8,1,0.9116,0.0,0.28918335
16,2023/05/23 09:53:06,quant_conv2d,1,1,2,0.9116,0.0,0.2891834
17,2023/05/23 09:53:10,quant_conv2d,1,2,2,0.9116,0.0,0.2891833
18,2023/05/23 09:53:13,quant_conv2d,1,3,2,0.9116,0.0,0.2891834
19,2023/05/23 09:53:17,quant_conv2d,1,4,2,0.9116,0.0,0.28918335
20,2023/05/23 09:53:20,quant_conv2d,1,5,2,0.9116,0.0,0.2891898
21,2023/05/23 09:53:24,quant_conv2d,1,6,2,0.9116,0.0,0.2891915
22,2023/05/23 09:53:28,quant_conv2d,1,7,2,0.9116,0.0,0.2891657
23,2023/05/23 09:53:32,quant_conv2d,1,8,2,0.9116,0.0,0.28917965
24,2023/05/23 09:53:36,quant_conv2d,1,1,3,0.9116,0.0,0.2891834
